Shift,Correlation,Shift_Hours,In_95_CI
-35,0.3737349762618753,-122.7688896324074,False
-34,0.39881902216298337,-119.26120707148148,False
-33,0.42589666291951145,-115.75352451055555,False
-32,0.452047502135731,-112.24584194962962,False
-31,0.47674168319992544,-108.73815938870369,False
-30,0.49729473710949057,-105.23047682777776,False
-29,0.5211575657077363,-101.72279426685185,False
-28,0.5487554842301482,-98.21511170592592,False
-27,0.5740354565082398,-94.70742914499999,False
-26,0.5980315712813355,-91.19974658407406,False
-25,0.6180326715431876,-87.69206402314815,False
-24,0.6366428856582909,-84.18438146222222,False
-23,0.6525434997553544,-80.67669890129629,False
-22,0.6646906912167606,-77.16901634037036,False
-21,0.6793435531085288,-73.66133377944443,False
-20,0.6951172323157376,-70.15365121851852,False
-19,0.7072755594082486,-66.64596865759259,False
-18,0.7206082655770798,-63.13828609666666,False
-17,0.7321501650631224,-59.63060353574074,False
-16,0.7403864802147989,-56.12292097481481,False
-15,0.7417555899339073,-52.61523841388888,False
-14,0.7454236083496368,-49.10755585296296,False
-13,0.753623492287527,-45.59987329203703,False
-12,0.7606586427953275,-42.09219073111111,True
-11,0.7665446581502423,-38.58450817018518,True
-10,0.7766370397240211,-35.07682560925926,True
-9,0.7863361062801468,-31.56914304833333,True
-8,0.7930915812812012,-28.061460487407405,True
-7,0.7976260661755011,-24.55377792648148,True
-6,0.8003564916787709,-21.046095365555555,True
-5,0.8063069455280271,-17.53841280462963,True
-4,0.8097971098572369,-14.030730243703703,True
-3,0.8069161562345819,-10.523047682777777,True
-2,0.8036073409518927,-7.015365121851851,True
-1,0.7969250880107515,-3.5076825609259257,True
0,0.7886646719224253,0.0,True
1,0.7787460766177308,3.5076825609259257,True
2,0.7687121162512576,7.015365121851851,True
