Shift,Correlation,Shift_Hours,In_95_CI
-35,0.2160010713033147,-110.20320824830246,False
-34,0.24528141656193328,-107.05454515549381,False
-33,0.271110699334204,-103.90588206268518,False
-32,0.30201429159410054,-100.75721896987653,False
-31,0.3363824029088008,-97.60855587706789,False
-30,0.3691041384900802,-94.45989278425925,False
-29,0.39919929990225433,-91.3112296914506,False
-28,0.43703783832973586,-88.16256659864197,False
-27,0.4774057970874198,-85.01390350583333,False
-26,0.5115500141355046,-81.86524041302468,False
-25,0.5459693892880944,-78.71657732021605,False
-24,0.5846631700206376,-75.5679142274074,False
-23,0.6215849755265053,-72.41925113459875,False
-22,0.647536698194586,-69.27058804179012,False
-21,0.670329324121454,-66.12192494898147,False
-20,0.6924859091628994,-62.97326185617283,True
-19,0.7109872900187052,-59.82459876336419,True
-18,0.7195316261436093,-56.675935670555546,True
-17,0.7254840197664065,-53.527272577746906,True
-16,0.7342581090958683,-50.378609484938266,True
-15,0.7405554531049761,-47.22994639212963,True
-14,0.7376954515144105,-44.08128329932099,True
-13,0.7366328326226523,-40.93262020651234,True
-12,0.7312429909983985,-37.7839571137037,True
-11,0.7292046398912376,-34.63529402089506,True
-10,0.7255698145833498,-31.486630928086417,True
-9,0.724741017924308,-28.337967835277773,True
-8,0.7292936133711906,-25.189304742469133,True
-7,0.7290585010586588,-22.040641649660493,True
-6,0.725994917687885,-18.89197855685185,True
-5,0.7228349835636004,-15.743315464043208,True
-4,0.713388637628193,-12.594652371234567,True
-3,0.6974870422711142,-9.445989278425925,True
-2,0.683641099487977,-6.297326185617283,True
-1,0.6652717733963434,-3.1486630928086417,False
0,0.6480688155856552,0.0,False
1,0.6222621921447824,3.1486630928086417,False
2,0.5987776298083889,6.297326185617283,False
