Shift,Correlation,Shift_Hours,In_95_CI
-35,0.5969753472903744,-122.7688896324074,False
-34,0.6059269065144323,-119.26120707148148,False
-33,0.6242359769191643,-115.75352451055555,False
-32,0.6436902620271449,-112.24584194962962,False
-31,0.6484274064709353,-108.73815938870369,False
-30,0.6529127124304562,-105.23047682777776,False
-29,0.6761006910552327,-101.72279426685185,False
-28,0.7034534574859407,-98.21511170592592,False
-27,0.7136167308343454,-94.70742914499999,False
-26,0.7176530903467006,-91.19974658407406,False
-25,0.7322416580251284,-87.69206402314815,True
-24,0.7339826107249471,-84.18438146222222,True
-23,0.7290212983610677,-80.67669890129629,True
-22,0.7347458232148508,-77.16901634037036,True
-21,0.76011507931169,-73.66133377944443,True
-20,0.7694372536730836,-70.15365121851852,True
-19,0.7652984818405137,-66.64596865759259,True
-18,0.7703183390069246,-63.13828609666666,True
-17,0.7750571051640737,-59.63060353574074,True
-16,0.7585346390012324,-56.12292097481481,True
-15,0.7425436029353278,-52.61523841388888,True
-14,0.7496750560658512,-49.10755585296296,True
-13,0.7594643021492528,-45.59987329203703,True
-12,0.7408046327490518,-42.09219073111111,True
-11,0.7201282326802251,-38.58450817018518,True
-10,0.7172270303822089,-35.07682560925926,False
-9,0.7072591515996729,-31.56914304833333,False
-8,0.6836047336798937,-28.061460487407405,False
-7,0.6674976249629779,-24.55377792648148,False
-6,0.6726814213450674,-21.046095365555555,False
-5,0.6685783235747564,-17.53841280462963,False
-4,0.6381250054609074,-14.030730243703703,False
-3,0.6155916195080349,-10.523047682777777,False
-2,0.6050200527693818,-7.015365121851851,False
-1,0.5730270091422802,-3.5076825609259257,False
0,0.540677876942213,0.0,False
1,0.5365451111649173,3.5076825609259257,False
2,0.5440960544747064,7.015365121851851,False
