Shift,Correlation,Shift_Hours,In_95_CI
-35,0.483259385500409,-110.20320824830246,False
-34,0.5121728201080331,-107.05454515549381,False
-33,0.537837652178096,-103.90588206268518,False
-32,0.5597793246887481,-100.75721896987653,False
-31,0.5803386667553458,-97.60855587706789,False
-30,0.5999578836439442,-94.45989278425925,False
-29,0.6129590865396576,-91.3112296914506,False
-28,0.6263478392489796,-88.16256659864197,True
-27,0.6397347401621435,-85.01390350583333,True
-26,0.650790628109083,-81.86524041302468,True
-25,0.6584869982236382,-78.71657732021605,True
-24,0.6675261360084435,-75.5679142274074,True
-23,0.678377582256804,-72.41925113459875,True
-22,0.6852270375509427,-69.27058804179012,True
-21,0.6890807068922885,-66.12192494898147,True
-20,0.6935069390524129,-62.97326185617283,True
-19,0.6953044064741156,-59.82459876336419,True
-18,0.6929740301619822,-56.675935670555546,True
-17,0.6896664483731346,-53.527272577746906,True
-16,0.6855668053066677,-50.378609484938266,True
-15,0.6814399853667614,-47.22994639212963,True
-14,0.6738336687136365,-44.08128329932099,True
-13,0.6663607351473763,-40.93262020651234,True
-12,0.6494300536590778,-37.7839571137037,True
-11,0.6423455344206707,-34.63529402089506,True
-10,0.6325101345574212,-31.486630928086417,True
-9,0.6237629341623244,-28.337967835277773,True
-8,0.6154014785105903,-25.189304742469133,False
-7,0.6090100985744386,-22.040641649660493,False
-6,0.6015782616461987,-18.89197855685185,False
-5,0.5920497074253526,-15.743315464043208,False
-4,0.5779681664587678,-12.594652371234567,False
-3,0.5660314713902974,-9.445989278425925,False
-2,0.5585031436208464,-6.297326185617283,False
-1,0.5470599291459431,-3.1486630928086417,False
0,0.5368819411990967,0.0,False
1,0.5242707886662746,3.1486630928086417,False
2,0.5144325116526091,6.297326185617283,False
