Shift,Correlation,Shift_Hours,In_95_CI
-35,0.1750443607657525,-110.20320824830246,False
-34,0.21191180132923124,-107.05454515549381,False
-33,0.24776740667187797,-103.90588206268518,False
-32,0.2809784649094724,-100.75721896987653,False
-31,0.31387302752470897,-97.60855587706789,False
-30,0.3456230666942706,-94.45989278425925,False
-29,0.372001806288195,-91.3112296914506,False
-28,0.3969198105717345,-88.16256659864197,False
-27,0.4219103852100543,-85.01390350583333,False
-26,0.44484697687653835,-81.86524041302468,False
-25,0.46611404559961284,-78.71657732021605,False
-24,0.4884437608253774,-75.5679142274074,False
-23,0.5138449580234683,-72.41925113459875,False
-22,0.5393853972156079,-69.27058804179012,False
-21,0.562851586048723,-66.12192494898147,False
-20,0.5849481500101185,-62.97326185617283,False
-19,0.6054917034200356,-59.82459876336419,False
-18,0.6256935774246722,-56.675935670555546,False
-17,0.6452877531774487,-53.527272577746906,False
-16,0.6645055648151738,-50.378609484938266,False
-15,0.6834119026246249,-47.22994639212963,False
-14,0.7007059569829375,-44.08128329932099,False
-13,0.715864699985137,-40.93262020651234,True
-12,0.7191295758473701,-37.7839571137037,True
-11,0.7299144552084831,-34.63529402089506,True
-10,0.7395754441950747,-31.486630928086417,True
-9,0.7472722114083377,-28.337967835277773,True
-8,0.7530554875522625,-25.189304742469133,True
-7,0.7581783114228028,-22.040641649660493,True
-6,0.7619215522052319,-18.89197855685185,True
-5,0.7607185346736023,-15.743315464043208,True
-4,0.7520032946503715,-12.594652371234567,True
-3,0.7461424857795637,-9.445989278425925,True
-2,0.7448418450691384,-6.297326185617283,True
-1,0.7375800101183846,-3.1486630928086417,True
0,0.7327044212910596,0.0,True
1,0.723686102966381,3.1486630928086417,True
2,0.7148017740993523,6.297326185617283,True
