timestamp,altitude_diff,altitude_diff_smoothed,slope,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag
2024-06-27 01:39:19.315789568,0.2080664647436947,0.1888241524464127,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 04:49:21.263158016,0.1586330173672649,0.1878196708676769,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 08:07:30.812499968,0.1706069606099731,0.1868151892889412,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 11:13:51.833333504,0.2096963617602227,0.1858107077102055,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 14:09:26.941176320,0.2016563821137538,0.1848062261314698,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 17:19:28.812499968,0.1354834228349091,0.183801744552734,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 21:07:12.076923136,0.2169214431833666,0.1827972629739983,-0.0010044815787357,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-27 23:49:32.105263104,0.2240920292082933,0.1830773099206296,0.0009204815247988,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-28 02:57:20.611111168,0.1742952355699003,0.1916882750605063,0.0028648742595056,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
2024-06-28 09:13:28.230768896,0.1465108625432662,0.1990267185663583,0.0053353346874253,1.0336232666666665,0.3768234619417476,0.0761904761904762,0.00016422130757281554,0.00015869895291262137,0.0005916220658252428,0.00011411708645631068,0.00969852126213592,0.00028175096378640777,0.00017548670611650487,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.0761904761904762
