Shift,Correlation,Shift_Hours,In_95_CI
-35,0.47830689765469697,-122.7688896324074,False
-34,0.4906440322596225,-119.26120707148148,False
-33,0.49209779171275386,-115.75352451055555,False
-32,0.5053596700358886,-112.24584194962962,False
-31,0.5222908650310997,-108.73815938870369,False
-30,0.5312513262491451,-105.23047682777776,False
-29,0.5416939450223932,-101.72279426685185,False
-28,0.5651008058026005,-98.21511170592592,False
-27,0.5935959601923938,-94.70742914499999,False
-26,0.6167410580220692,-91.19974658407406,False
-25,0.6313090866902297,-87.69206402314815,False
-24,0.6486050340570214,-84.18438146222222,False
-23,0.6669816338797253,-80.67669890129629,False
-22,0.6809483943966944,-77.16901634037036,False
-21,0.6998707096318946,-73.66133377944443,True
-20,0.7171369826466528,-70.15365121851852,True
-19,0.7398511099843761,-66.64596865759259,True
-18,0.759044906905875,-63.13828609666666,True
-17,0.758286721456811,-59.63060353574074,True
-16,0.7588746382378512,-56.12292097481481,True
-15,0.7554383925119891,-52.61523841388888,True
-14,0.7458901018458066,-49.10755585296296,True
-13,0.7359973822622022,-45.59987329203703,True
-12,0.7312097563756604,-42.09219073111111,True
-11,0.7286192142676079,-38.58450817018518,True
-10,0.7343174456631595,-35.07682560925926,True
-9,0.7445052016961099,-31.56914304833333,True
-8,0.7481510913038578,-28.061460487407405,True
-7,0.7463612344303941,-24.55377792648148,True
-6,0.7459908578371144,-21.046095365555555,True
-5,0.750215432652849,-17.53841280462963,True
-4,0.7453986293949114,-14.030730243703703,True
-3,0.7333977644708206,-10.523047682777777,True
-2,0.7240140844850361,-7.015365121851851,True
-1,0.710920246552127,-3.5076825609259257,True
0,0.6919915902183811,0.0,False
1,0.6710993832426737,3.5076825609259257,False
2,0.6578423335851339,7.015365121851851,False
