timestamp,gps_average_altitude,tle_average_altitude,altitude_diff
2024-07-28 01:36:52.368420864+00:00,493.99441009711313,494.08207594905997,0.08766585194683785
2024-07-28 04:46:54.368420608+00:00,494.0325675898025,494.05658945466854,0.024021864866028864
2024-07-28 07:56:22.944444672+00:00,493.97285407450084,494.0292668176343,0.056412743133478216
2024-07-28 11:25:38.333333760+00:00,494.0376188732518,494.1200478149197,0.08242894166789938
2024-07-28 14:17:00.052631296+00:00,493.9719454124328,493.9810347413048,0.009089328872050828
2024-07-28 17:22:54.823529216+00:00,494.18746761950155,494.0830396993388,-0.10442792016272051
2024-07-28 20:41:03.600000+00:00,494.1166324933332,494.06499325066886,-0.051639242664350604
2024-07-28 23:37:40.705882368+00:00,493.89856419670036,493.93139037577134,0.03282617907098029
2024-07-29 02:47:07.210526464+00:00,493.90356288086315,493.8806483875695,-0.022914493293626492
2024-07-29 05:57:09.052631552+00:00,493.9348617006097,493.8553019032465,-0.07955979736317431
2024-07-29 09:12:53.285714176+00:00,493.4399585778137,493.4151595806216,-0.024798997192078787
2024-07-29 12:27:13.529411584+00:00,493.79290299922934,493.8274560052201,0.03455300599074462
2024-07-29 15:27:15.368421120+00:00,493.89053743864383,493.77841540783396,-0.11212203080987138
2024-07-29 18:27:17.312500224+00:00,494.1675307868769,493.9887713793547,-0.17875940752219321
2024-07-29 21:47:19.263158016+00:00,493.7681765702259,493.7275913757052,-0.04058519452070186
2024-07-30 00:52:21.111110912+00:00,493.8594902370918,493.8020714489059,-0.05741878818588475
2024-07-30 03:57:23.052631552+00:00,493.7869476160822,493.67958630138054,-0.1073613147016772
2024-07-30 07:07:24.947368704+00:00,493.78667406130376,493.6538248306028,-0.13284923070096966
2024-07-30 10:35:08.615384832+00:00,493.2698719586897,493.26628783554594,-0.003584123143753004
2024-07-30 13:27:28.842105088+00:00,493.69450959966446,493.6018276086447,-0.09268199101973096
2024-07-30 16:32:30.666667008+00:00,493.85765795671387,493.65610932972095,-0.20154862699291698
2024-07-30 19:53:25.588235264+00:00,493.79617126128613,493.671278009747,-0.12489325153910613
2024-07-30 22:57:34.631578880+00:00,493.6018277309169,493.5251537024927,-0.07667402842423598
2024-07-31 02:02:36.500000+00:00,493.7163997106895,493.59670231525394,-0.11969739543553715
2024-07-31 05:07:38.368421120+00:00,493.65579664477406,493.4782839169319,-0.17751272784215644
2024-07-31 07:48:29.916666624+00:00,493.46053034854225,493.30402296440815,-0.1565073841341018
2024-07-31 11:36:31.764706048+00:00,493.420595944406,493.3287289166334,-0.0918670277725937
2024-07-31 14:27:44.058823680+00:00,493.5953904475361,493.3774302568795,-0.21796019065658356
2024-07-31 17:43:06.066666496+00:00,493.8785190897528,493.53671895826506,-0.34180013148773014
2024-07-31 20:58:21.388889088+00:00,493.556394672625,493.35892751661936,-0.19746715600564357
2024-08-01 00:07:49.947368192+00:00,493.48247756506976,493.3224989300674,-0.15997863500234644
2024-08-01 03:12:51.833333248+00:00,493.59992653188425,493.38468794219153,-0.21523858969271714
2024-08-01 06:17:53.736842240+00:00,493.523140535836,493.27634192016154,-0.24679861567443595
2024-08-01 09:42:12.928571392+00:00,493.2949750558621,493.11655394324276,-0.1784211126193327
2024-08-01 12:37:57.631578880+00:00,493.402667880876,493.2237061791873,-0.1789617016887064
2024-08-01 15:42:59.500000+00:00,493.5154244139794,493.2279430713791,-0.28748134260030156
2024-08-01 18:45:52.857142528+00:00,493.7615877752541,493.3857519699722,-0.37583580528189486
2024-08-01 22:13:03.500000+00:00,493.4135887173152,493.23880713659173,-0.1747815807234474
2024-08-02 01:18:05.368421120+00:00,493.34282839095306,493.1194436845462,-0.22338470640687547
2024-08-02 04:23:07.222222336+00:00,493.4543618141934,493.16778344881243,-0.2865783653809899
2024-08-02 07:24:02+00:00,493.1860942183811,492.8976817841468,-0.2884124342342602
2024-08-02 10:42:04.444444416+00:00,493.22003137045675,492.99464896347064,-0.2253824069861139
2024-08-02 13:48:12.947368704+00:00,493.29257822876207,493.0220705637234,-0.2705076650386786
2024-08-02 16:53:14.777777664+00:00,493.37414681806246,493.0028628220408,-0.37128399602164563
2024-08-02 20:14:16.733333248+00:00,493.6686948332135,493.3495103663981,-0.3191844668154431
2024-08-02 23:18:18.631578880+00:00,493.1835959404344,492.94250282482824,-0.24109311560613378
2024-08-03 02:28:20.578947328+00:00,493.20252707580886,492.91646521227034,-0.2860618635385208
2024-08-03 05:33:22.499999744+00:00,493.306906344048,492.9481208813964,-0.3587854626516105
2024-08-03 08:52:57.090909184+00:00,492.16531985537927,491.8983341738921,-0.2669856814871423
2024-08-03 11:56:05.176470784+00:00,492.9371465437909,492.68549695567265,-0.251649588118255
2024-08-03 14:58:28.263158016+00:00,493.1821311184396,492.8193811206919,-0.36274999774769867
2024-08-03 18:02:15.125000192+00:00,493.41175719118553,492.9730200410505,-0.4387371501350117
2024-08-03 21:18:32.105263616+00:00,493.08740236995067,492.7661232680151,-0.321279101935545
2024-08-04 00:28:34.052631552+00:00,493.0530791518773,492.73982160585683,-0.3132575460204521
2024-08-04 03:38:35.947368448+00:00,493.0717790515379,492.71362282241785,-0.3581562291200271
2024-08-04 06:43:37.833332992+00:00,493.13043183298566,492.72565645291104,-0.404775380074625
2024-08-04 10:05:20.000000256+00:00,492.7357922365666,492.482279792152,-0.25351244441463905
2024-08-04 12:58:41.631578880+00:00,492.97237126297784,492.6429798263774,-0.32939143660041736
2024-08-04 16:08:08.294117632+00:00,493.18144170597907,492.74535396877866,-0.4360877372004097
2024-08-04 19:24:03.176470528+00:00,493.1110252422936,492.7079320856487,-0.40309315664489986
2024-08-04 22:28:47.473684224+00:00,492.86649361187466,492.5635318175241,-0.30296179435055137
2024-08-05 01:38:49.421052672+00:00,492.85372741512435,492.53697255961316,-0.3167548555111921
2024-08-05 04:43:51.333333248+00:00,492.91956161468784,492.51488790257724,-0.40467371211059344
2024-08-05 07:36:53+00:00,492.78016937968033,492.40021287514134,-0.37995650453899543
2024-08-05 11:10:10.249999872+00:00,492.57054740936866,492.27509416533934,-0.29545324402931783
2024-08-05 14:08:57.052631296+00:00,492.8005617737358,492.43984136042684,-0.3607204133089681
2024-08-05 17:18:58.947368704+00:00,492.8538897505942,492.4136055733453,-0.44028417724888413
2024-08-05 20:34:00.937500160+00:00,493.0534392588791,492.6279332190252,-0.42550603985392854
2024-08-05 23:39:02.842105088+00:00,492.70435438708733,492.3602597797286,-0.344094607358727
2024-08-06 02:49:04.736842240+00:00,492.72275234239424,492.333122793316,-0.3896295490782222
2024-08-06 05:54:06.666667008+00:00,492.7577550832944,492.29083841353383,-0.4669166697605647
2024-08-06 08:58:25.642856960+00:00,491.8425824727395,491.4607387667278,-0.3818437060116935
2024-08-06 12:09:10.473683968+00:00,492.62670530922713,492.26267240065573,-0.3640329085714029
2024-08-06 15:19:12.421053184+00:00,492.691460208252,492.2364551270634,-0.4550050811886308
2024-08-06 18:33:14.466667008+00:00,492.99343497662767,492.4930546543151,-0.5003803223125942
2024-08-06 21:49:16.411764736+00:00,492.7359467433524,492.3467981981186,-0.389148545233752
2024-08-07 00:49:18.210525952+00:00,492.5510755232493,492.15616465983186,-0.39491086341746495
2024-08-07 03:59:20.157894912+00:00,492.58362180421267,492.129188964771,-0.45443283944166524
2024-08-07 06:59:22+00:00,492.38420943396295,491.89870265412577,-0.4855067798371806
2024-08-07 10:15:06.928571136+00:00,491.8733393506316,491.49045008023046,-0.38288927040116505
2024-08-07 13:19:25.842105088+00:00,492.4818450950303,492.05853823478805,-0.42330686024223496
2024-08-07 16:29:27.736842240+00:00,492.5537676337985,492.03207224882595,-0.5216953849725314
2024-08-07 19:44:12.058823680+00:00,492.60524057063554,492.10706536768487,-0.4981752029506765
2024-08-07 22:49:31.631579136+00:00,492.3924624114635,491.9785582096886,-0.41390420177492615
2024-08-08 01:59:33.526315776+00:00,492.3814424510555,491.95191307807045,-0.42952937298503
2024-08-08 05:09:35.473684224+00:00,492.4298674669885,491.92527422856165,-0.5045932384268781
2024-08-08 08:23:54.642856704+00:00,491.8759883703946,491.4333102763746,-0.44267809402003877
2024-08-08 11:22:59.277777664+00:00,492.24491288979544,491.8454284334959,-0.39948445629954676
2024-08-08 14:29:41.157894912+00:00,492.31554878921156,491.8531156830915,-0.46243310612004507
2024-08-08 17:39:09.833333248+00:00,492.41269593167567,491.8747013888206,-0.5379945428550741
2024-08-08 20:54:45.111110912+00:00,492.25026046990797,491.79299795509576,-0.45726251481221425
2024-08-08 23:59:46.947368704+00:00,492.1903071871971,491.7740374239582,-0.4162697632389154
2024-08-09 03:09:48.947368704+00:00,492.2132855448902,491.7473632356609,-0.4659223092293132
2024-08-09 06:19:50.842105088+00:00,492.22543254441297,491.7207264677607,-0.5047060766522691
2024-08-09 09:25:12.666666752+00:00,492.0297531373139,491.61348907714,-0.4162640601738872
2024-08-09 12:29:54.631579136+00:00,492.0812419913676,491.67317618974863,-0.40806580161898864
2024-08-09 15:39:56.526315520+00:00,492.1483661941605,491.647118233978,-0.501247960182468
2024-08-09 18:53:05.937500160+00:00,492.4679793346657,491.9435987462806,-0.5243805883850996
2024-08-09 22:10:00.411764736+00:00,492.10152066012733,491.66925357522416,-0.4322670849031738
2024-08-10 01:10:02.052631552+00:00,491.9884037948268,491.5683269721846,-0.4200768226422156
2024-08-10 04:24:30.611110912+00:00,492.13676698823247,491.638152940968,-0.498614047264482
2024-08-10 07:29:28.249999872+00:00,491.6261551180463,491.1739459676077,-0.4522091504385912
2024-08-10 10:42:37.437499904+00:00,491.7132425947634,491.32590288137123,-0.3873397133921799
2024-08-10 13:40:09.947368704+00:00,491.87355131933174,491.4664530651092,-0.40709825422254653
2024-08-10 16:47:15.470587904+00:00,492.09958551141744,491.6130637009748,-0.486521810442639
2024-08-10 20:04:20.941176320+00:00,491.9658719264964,491.51707072240373,-0.44880120409266056
2024-08-10 23:10:15.736842240+00:00,491.7556003832153,491.38914614157295,-0.36645424164237284
2024-08-11 02:20:17.736842240+00:00,491.7457344459423,491.36277062412734,-0.3829638218149398
2024-08-11 05:30:19.631579136+00:00,491.7975111035429,491.33585295733104,-0.4616581462118461
2024-08-11 08:43:01.533333760+00:00,491.11436498637175,490.73769556136546,-0.3766694250062983
2024-08-11 11:59:40.785714432+00:00,491.380769041773,491.0721963912144,-0.3085726505586308
2024-08-11 14:50:25.368420864+00:00,491.63375178591895,491.2594719212375,-0.3742798646814549
2024-08-11 17:58:41.411764480+00:00,491.7544997262136,491.3271561479341,-0.4273435782795332
2024-08-11 21:31:55.071428864+00:00,491.48034120582594,491.1958669730413,-0.2844742327846461
2024-08-12 00:20:31.052631296+00:00,491.4606564261632,491.18192398372935,-0.2787324424338635
2024-08-12 03:30:32.947368448+00:00,491.4774385637429,491.1558707575595,-0.32156780618339553
2024-08-12 06:40:34.894736640+00:00,491.4516351002942,491.1296619034438,-0.321973196850422
2024-08-12 09:52:16.916666624+00:00,490.7724301225781,490.56278325249997,-0.20964687007813154
2024-08-12 12:50:38.631578880+00:00,491.25913282574135,491.07698203198686,-0.18215079375448795
2024-08-12 16:00:40.578947328+00:00,491.3086697016153,491.0516064313479,-0.25706327026739473
