timestamp,gps_average_altitude,tle_average_altitude,altitude_diff
2024-09-27 01:38:19.526315520+00:00,480.43621903658953,478.87823369843886,-1.5579853381506723
2024-09-27 04:48:21.473684480+00:00,480.5237177533536,478.8492238012824,-1.6744939520712023
2024-09-27 07:58:23.421052928+00:00,480.4317969734806,478.8206253707832,-1.6111716026973681
2024-09-27 11:11:12.055555584+00:00,480.3255356880931,478.83484585020267,-1.490689837890443
2024-09-27 14:18:27.210526208+00:00,480.3407107719313,478.76495752610305,-1.5757532458282526
2024-09-27 17:23:29.055555840+00:00,480.36694565506446,478.754906330251,-1.612039324813452
2024-09-27 20:40:31.066666496+00:00,480.2289177420896,478.75060700554235,-1.4783107365472574
2024-09-27 23:38:32.842105088+00:00,480.1747995283199,478.6621322795572,-1.512667248762682
2024-09-28 02:48:34.789473792+00:00,480.22454125850726,478.6337518599707,-1.5907893985365718
2024-09-28 05:58:36.736842240+00:00,480.25593287528534,478.60587260598413,-1.650060269301207
2024-09-28 09:00:59.705882368+00:00,480.1613968066512,478.68630106450036,-1.4750957421508701
2024-09-28 12:08:40.526316032+00:00,480.0383609412351,478.5343302998598,-1.5040306413753228
2024-09-28 15:18:42.473684224+00:00,480.10315455894676,478.5045398324597,-1.5986147264870283
2024-09-28 18:21:14.249999872+00:00,480.29923689325886,478.6821768553979,-1.6170600378609379
2024-09-28 21:46:25.176470784+00:00,480.1032578740151,478.52417776170734,-1.5790801123077927
2024-09-29 00:43:48.222222592+00:00,479.93359448943716,478.47926068129277,-1.4543338081443835
2024-09-29 03:48:50.052631552+00:00,479.9792040063395,478.3777583905453,-1.601445615794205
2024-09-29 06:55:31.944444672+00:00,479.8318856972828,478.28477112326067,-1.547114574022146
2024-09-29 09:54:16.769231104+00:00,479.02065819750965,477.6349718151316,-1.3856863823780259
2024-09-29 13:18:55.842105344+00:00,479.74392956152036,478.28786861037554,-1.4560609511448206
2024-09-29 16:23:57.722222336+00:00,479.88060236982017,478.3359963649577,-1.5446060048624872
2024-09-29 19:33:22.187500032+00:00,480.06883148719925,478.46501068733244,-1.60382079986681
2024-09-29 22:39:01.526315776+00:00,479.59736272847823,478.19053282986977,-1.4068298986084642
2024-09-30 01:49:03.526315776+00:00,479.5882152146325,478.15994816545077,-1.428267049181727
2024-09-30 04:59:05.473684224+00:00,479.6541756316008,478.12996287011015,-1.5242127614906735
2024-09-30 08:04:07.333333248+00:00,479.61651863037577,478.188516045308,-1.428002585067759
2024-09-30 11:13:16.294117632+00:00,479.37979639540623,478.08516756476274,-1.2946288306434894
2024-09-30 14:19:11.157894656+00:00,479.4272549562813,478.0341079892719,-1.3931469670093861
2024-09-30 17:33:35.624999936+00:00,479.87325349463833,478.3046516533841,-1.5686018412542353
2024-09-30 20:51:33.615384832+00:00,479.57332655696155,478.22296918904294,-1.3503573679186047
2024-09-30 23:49:16.947368704+00:00,479.2560567251852,477.9421987108823,-1.313858014302923
2024-10-01 02:54:18.777777664+00:00,479.383799840553,478.001199305585,-1.3826005349680486
2024-10-01 05:59:20.736842240+00:00,479.30260679455563,477.8785348031279,-1.424071991427752
2024-10-01 09:07:04.230769664+00:00,478.33119322132126,477.1077457193303,-1.223447501990961
2024-10-01 12:19:24.578947328+00:00,479.08683614745127,477.8151080989969,-1.2717280484543494
2024-10-01 15:29:26.526315520+00:00,479.15899958710855,477.78441524549487,-1.3745843416136836
2024-10-01 18:32:24.882353152+00:00,479.2595893583475,477.8454278029749,-1.4141615553726297
