Shift,Correlation,Shift_Hours,In_95_CI
-35,0.5203824560795525,-122.7688896324074,False
-34,0.5411655574732298,-119.26120707148148,False
-33,0.5625196648519915,-115.75352451055555,False
-32,0.5826957286550489,-112.24584194962962,False
-31,0.6066252139537179,-108.73815938870369,False
-30,0.6237068329993971,-105.23047682777776,False
-29,0.6414569194539065,-101.72279426685185,False
-28,0.6628999482834884,-98.21511170592592,False
-27,0.6851771901350379,-94.70742914499999,False
-26,0.7008069876698756,-91.19974658407406,False
-25,0.711741703479874,-87.69206402314815,False
-24,0.7214707283677811,-84.18438146222222,False
-23,0.7321149910564089,-80.67669890129629,True
-22,0.7395582307785773,-77.16901634037036,True
-21,0.7524465039766317,-73.66133377944443,True
-20,0.7620601353140036,-70.15365121851852,True
-19,0.7716871014085994,-66.64596865759259,True
-18,0.7822622793800053,-63.13828609666666,True
-17,0.786120155996425,-59.63060353574074,True
-16,0.7799985013056591,-56.12292097481481,True
-15,0.7713328561462174,-52.61523841388888,True
-14,0.7664783503027688,-49.10755585296296,True
-13,0.7604460145452556,-45.59987329203703,True
-12,0.7486103378520375,-42.09219073111111,True
-11,0.7431670924447245,-38.58450817018518,True
-10,0.7377039090507894,-35.07682560925926,True
-9,0.7355953006447714,-31.56914304833333,True
-8,0.7308859037144942,-28.061460487407405,False
-7,0.7214729905876123,-24.55377792648148,False
-6,0.7098433211143049,-21.046095365555555,False
-5,0.7025830369987536,-17.53841280462963,False
-4,0.6881940326765523,-14.030730243703703,False
-3,0.669988191839184,-10.523047682777777,False
-2,0.6487165708892871,-7.015365121851851,False
-1,0.6272087387857163,-3.5076825609259257,False
0,0.6067538730369085,0.0,False
1,0.5885845355107222,3.5076825609259257,False
2,0.5733319746072219,7.015365121851851,False
