Shift,Correlation,Shift_Hours,In_95_CI
-35,0.3913789422712997,-110.20320824830246,False
-34,0.4289111521227349,-107.05454515549381,False
-33,0.46179143334103145,-103.90588206268518,False
-32,0.49204703324113386,-100.75721896987653,False
-31,0.5232292431444644,-97.60855587706789,False
-30,0.551528778264759,-94.45989278425925,False
-29,0.5742817358773238,-91.3112296914506,False
-28,0.595775723961484,-88.16256659864197,False
-27,0.6176830495152912,-85.01390350583333,False
-26,0.6364088795658646,-81.86524041302468,False
-25,0.6530471644268189,-78.71657732021605,False
-24,0.671139243741312,-75.5679142274074,False
-23,0.6915879225263798,-72.41925113459875,True
-22,0.7088657984822511,-69.27058804179012,True
-21,0.7208605128311752,-66.12192494898147,True
-20,0.7310965476785762,-62.97326185617283,True
-19,0.7392932972638941,-59.82459876336419,True
-18,0.7446003205186426,-56.675935670555546,True
-17,0.7470082631886837,-53.527272577746906,True
-16,0.7482979394077929,-50.378609484938266,True
-15,0.7482179288207358,-47.22994639212963,True
-14,0.7447017901475097,-44.08128329932099,True
-13,0.7379910248408353,-40.93262020651234,True
-12,0.7230695280341694,-37.7839571137037,True
-11,0.7128937788749321,-34.63529402089506,True
-10,0.7015854777450232,-31.486630928086417,True
-9,0.6893707245035036,-28.337967835277773,True
-8,0.6786754071694411,-25.189304742469133,False
-7,0.669480073611125,-22.040641649660493,False
-6,0.6594950641677112,-18.89197855685185,False
-5,0.6480581412424853,-15.743315464043208,False
-4,0.6349145080248444,-12.594652371234567,False
-3,0.624478637244517,-9.445989278425925,False
-2,0.6169944019843782,-6.297326185617283,False
-1,0.6070919863704517,-3.1486630928086417,False
0,0.6005521327849772,0.0,False
1,0.5874758771787467,3.1486630928086417,False
2,0.5738045152916872,6.297326185617283,False
