Shift,Correlation,Shift_Hours,In_95_CI
-35,0.6824163601095887,-110.20383365293209,True
-34,0.6881387216594421,-107.05515269141975,True
-33,0.7057837561837502,-103.9064717299074,True
-32,0.7142021813222407,-100.75779076839505,True
-31,0.6936314898572759,-97.60910980688271,True
-30,0.6997826988843111,-94.46042884537036,True
-29,0.7047581879920661,-91.31174788385802,True
-28,0.7178282706085342,-88.16306692234568,True
-27,0.7180300038284737,-85.01438596083332,True
-26,0.7176736599026083,-81.86570499932098,True
-25,0.7339469522533222,-78.71702403780864,True
-24,0.7174230850386693,-75.56834307629629,True
-23,0.6999556368433782,-72.41966211478395,True
-22,0.700124045077414,-69.2709811532716,True
-21,0.7049416820698328,-66.12230019175925,True
-20,0.7083558308726577,-62.97361923024691,True
-19,0.7049749333304008,-59.82493826873456,True
-18,0.7073955235356868,-56.676257307222215,True
-17,0.717050612321479,-53.527576345709875,True
-16,0.6862688622651383,-50.37889538419753,True
-15,0.6774458954639093,-47.23021442268518,True
-14,0.6743810590736008,-44.08153346117284,True
-13,0.6816622298400097,-40.93285249966049,True
-12,0.678231334359708,-37.784171538148144,True
-11,0.6664902022338077,-34.6354905766358,False
-10,0.6734617622610768,-31.486809615123455,True
-9,0.6660842562897737,-28.338128653611108,False
-8,0.6316711899077739,-25.189447692098764,False
-7,0.6216520101136099,-22.04076673058642,False
-6,0.6137914918285542,-18.892085769074072,False
-5,0.6132606456519597,-15.743404807561728,False
-4,0.6001724438827708,-12.594723846049382,False
-3,0.5905160679430121,-9.446042884537036,False
-2,0.5997497316051421,-6.297361923024691,False
-1,0.5714605293309405,-3.1486809615123454,False
0,0.5463540700525105,0.0,False
1,0.5344140547127624,3.1486809615123454,False
2,0.528155712400903,6.297361923024691,False
