Shift,Correlation,Shift_Hours,In_95_CI
-35,0.5354135520104104,-110.20383365293209,False
-34,0.546671612598908,-107.05515269141975,False
-33,0.5686590981876777,-103.9064717299074,False
-32,0.5866048994660639,-100.75779076839505,False
-31,0.5825591546331075,-97.60910980688271,False
-30,0.6015082412014754,-94.46042884537036,False
-29,0.6152691247716338,-91.31174788385802,False
-28,0.6358194163589255,-88.16306692234568,False
-27,0.6434032583268912,-85.01438596083332,False
-26,0.6522407933642619,-81.86570499932098,False
-25,0.6760812471368558,-78.71702403780864,False
-24,0.6735366224365692,-75.56834307629629,False
-23,0.673848863508757,-72.41966211478395,False
-22,0.685472917451258,-69.2709811532716,False
-21,0.7004729831076637,-66.12230019175925,False
-20,0.7127916231388806,-62.97361923024691,False
-19,0.7187659406359374,-59.82493826873456,True
-18,0.7287745854309091,-56.676257307222215,True
-17,0.7474776168714233,-53.527576345709875,True
-16,0.733103201055551,-50.37889538419753,True
-15,0.7386647500477389,-47.23021442268518,True
-14,0.7434196733966537,-44.08153346117284,True
-13,0.7596511550996581,-40.93285249966049,True
-12,0.764640446344653,-37.784171538148144,True
-11,0.760234573995226,-34.6354905766358,True
-10,0.7714447000642737,-31.486809615123455,True
-9,0.7737711825263079,-28.338128653611108,True
-8,0.7576314620202483,-25.189447692098764,True
-7,0.759829225217705,-22.04076673058642,True
-6,0.7582675401384338,-18.892085769074072,True
-5,0.7624404533621069,-15.743404807561728,True
-4,0.7547537957858513,-12.594723846049382,True
-3,0.748402020412063,-9.446042884537036,True
-2,0.7582920057505481,-6.297361923024691,True
-1,0.7383980002902364,-3.1486809615123454,True
0,0.7261078616327824,0.0,True
1,0.7198446743483341,3.1486809615123454,True
2,0.718194191931029,6.297361923024691,True
