timestamp,gpsUtcTime,gpsUtcTimeFraction,gpsFixQual,gpsLatitude,gpsLongitude,gpsAltitudeMeters,gpsNumOfSatsTracked,gpsNumOfSatsInView,gpsGeoid,datetime
1711888517,1711888516,0,1,75.9456558227539,0.6746150255203247,513239.625,25,11,43.400001525878906,2024-03-31 12:35:17
1711889117,1711889116,0,1,39.56093597412109,-27.005857467651367,506481.53125,20,11,58.79999923706056,2024-03-31 12:45:17
1711889717,1711889717,0,1,1.7315950393676758,-35.457378387451165,507092.0625,21,13,-6.5,2024-03-31 12:55:17
1711890317,1711890317,0,1,-36.03377914428711,-43.61970520019531,522750.90625,17,11,-6.599999904632568,2024-03-31 13:05:17
1711890917,1711890917,0,1,-72.55188751220702,-65.16456604003906,539996.5,22,13,4.599999904632568,2024-03-31 13:15:17
1711891517,1711891517,0,1,-67.07697296142578,154.75509643554688,540517.1875,29,12,-49.0,2024-03-31 13:25:17
1711892117,1711892117,0,1,-30.17892265319824,138.6605224609375,525189.5,26,12,10.5,2024-03-31 13:35:17
1711892717,1711892717,0,1,7.577988147735595,130.82424926757812,512255.59375,29,11,64.80000305175781,2024-03-31 13:45:17
1711893318,1711893317,0,1,45.28453063964844,121.75900268554688,511933.21875,26,11,3.5,2024-03-31 13:55:18
1711893918,1711893917,0,1,80.29015350341797,77.26026153564453,514593.28125,26,13,4.400000095367432,2024-03-31 14:05:18
1711894518,1711894517,0,1,57.5937614440918,-43.84528732299805,509820.6875,23,12,41.79999923706056,2024-03-31 14:15:18
1711895118,1711895118,0,1,19.99370002746582,-55.47128677368164,504927.625,23,11,-43.59999847412109,2024-03-31 14:25:18
1711895718,1711895718,0,1,-17.896995544433594,-63.09664916992188,513701.84375,21,13,22.200000762939453,2024-03-31 14:35:18
1711896318,1711896318,0,1,-55.306114196777344,-74.02852630615233,532953.3125,22,12,3.5,2024-03-31 14:45:18
1711896918,1711896918,0,1,-81.73984527587889,178.0749053955078,542998.1875,25,11,-48.0,2024-03-31 14:55:18
1711897518,1711897518,0,1,-48.1663475036621,120.17691040039062,533623.5625,25,11,-24.299999237060547,2024-03-31 15:05:18
1711898118,1711898118,0,1,-10.650848388671877,110.71585083007812,517170.90625,25,11,0.2000000029802322,2024-03-31 15:15:18
1711898718,1711898718,0,1,27.17249870300293,102.98061370849608,510906.34375,25,10,-34.5,2024-03-31 15:25:18
1711899319,1711899318,0,1,64.4279556274414,88.52517700195312,514008.71875,27,12,-24.100000381469727,2024-03-31 15:35:19
1711899919,1711899918,0,1,74.7615966796875,-49.63833999633789,513121.5625,26,12,32.20000076293945,2024-03-31 15:45:19
1711900519,1711900518,0,1,38.255401611328125,-74.79490661621094,506396.75,23,11,-37.400001525878906,2024-03-31 15:55:19
1711901119,1711901118,0,1,0.3519850075244903,-83.14493560791014,507449.8125,23,12,5.5,2024-03-31 16:05:19
1711901719,1711901719,0,1,-37.39670181274414,-91.40232849121092,523542.3125,22,10,-2.400000095367432,2024-03-31 16:15:19
1711902319,1711902319,0,1,-73.77714538574217,-114.76938629150392,540479.1875,26,13,-36.29999923706056,2024-03-31 16:25:19
1711902919,1711902919,0,1,-65.78398132324219,106.13349151611328,540188.9375,28,13,-11.699999809265137,2024-03-31 16:35:19
1711903519,1711903519,0,1,-28.815269470214844,90.91464996337888,524652.0625,23,9,-31.200000762939453,2024-03-31 16:45:19
1711904119,1711904119,0,1,8.951845169067383,83.13278198242188,512239.46875,24,12,-94.69999694824216,2024-03-31 16:55:19
1711904719,1711904719,0,1,46.64010620117188,73.8841552734375,512250.75,17,10,-43.79999923706056,2024-03-31 17:05:19
1711905320,1711905319,0,1,81.11270904541014,22.94814109802246,514740.15625,29,12,28.200000762939453,2024-03-31 17:15:20
1711905920,1711905919,0,1,56.25899887084961,-91.95263671875,509829.3125,27,13,-45.0,2024-03-31 17:25:20
1711906520,1711906519,0,1,18.626598358154297,-103.18064880371094,505091.46875,23,12,-16.200000762939453,2024-03-31 17:35:20
1711907120,1711907119,0,1,-19.25963592529297,-110.8024444580078,514386.40625,17,13,-2.0999999046325684,2024-03-31 17:45:20
1711907720,1711907720,0,1,-56.631439208984375,-122.09586334228516,533556.8125,18,11,-18.100000381469727,2024-03-31 17:55:20
1711908320,1711908320,0,1,-81.06422424316406,122.6905517578125,542856.8125,25,11,-34.599998474121094,2024-03-31 18:05:20
1711908920,1711908920,0,1,-46.82607650756836,72.27947998046875,532843.6875,26,10,32.5,2024-03-31 18:15:20
1711909520,1711909520,0,1,-9.2836332321167,63.02277755737305,516611.03125,27,12,-48.200000762939446,2024-03-31 18:25:20
1711910120,1711910120,0,1,28.53831672668457,55.243328094482415,510827.75,23,11,-15.399999618530272,2024-03-31 18:35:20
1711911321,1711911320,0,1,73.552001953125,-99.52561950683594,513008.875,26,11,-14.600000381469728,2024-03-31 18:55:21
1711911921,1711911920,0,1,36.89333724975586,-122.58679962158205,506261.1875,24,10,-35.70000076293945,2024-03-31 19:05:21
1711912521,1711912520,0,1,-0.9561949968338012,-130.8202362060547,507852.40625,24,13,-11.100000381469728,2024-03-31 19:15:21
1711913121,1711913121,0,1,-38.749824523925774,-139.1985626220703,524301.3125,16,10,-11.5,2024-03-31 19:25:21
1711913721,1711913721,0,1,-74.96906280517578,-164.70729064941406,540835.125,26,12,-63.59999847412109,2024-03-31 19:35:21
1711914321,1711914321,0,1,-64.48794555664062,57.634071350097656,539688.625,25,11,29.39999961853028,2024-03-31 19:45:21
1711914921,1711914921,0,1,-27.45487594604492,43.179080963134766,523848.3125,20,11,7.699999809265136,2024-03-31 19:55:21
1711915521,1711915521,0,1,10.324003219604492,35.44043731689453,511741.125,24,12,-5.599999904632568,2024-03-31 20:05:21
1711916722,1711916721,0,1,81.78711700439453,-32.65997314453125,514454.0,6,0,32.599998474121094,2024-03-31 20:25:22
1711917322,1711917321,0,1,54.909278869628906,-140.01756286621094,509336.03125,25,10,0.2000000029802322,2024-03-31 20:35:22
1711917922,1711917921,0,1,17.307321548461914,-150.87416076660156,505045.28125,21,11,-4.5,2024-03-31 20:45:22
1711918522,1711918521,0,1,-20.63754844665528,-158.51565551757812,515017.875,20,11,8.199999809265137,2024-03-31 20:55:22
1711919122,1711919122,0,1,-57.96732711791992,-170.21920776367188,534301.25,24,11,-39.700000762939446,2024-03-31 21:05:22
1711919722,1711919722,0,1,-80.2340087890625,68.47270202636719,542873.75,29,12,4.199999809265137,2024-03-31 21:15:22
1711920322,1711920322,0,1,-45.47270965576172,24.405214309692383,532262.8125,24,13,33.099998474121094,2024-03-31 21:25:22
1711920922,1711920922,0,1,-7.906496524810791,15.332618713378906,516025.0,26,12,11.5,2024-03-31 21:35:22
1711921522,1711921522,0,1,29.91331672668457,7.498644828796386,510638.375,26,12,26.600000381469727,2024-03-31 21:45:22
1711922122,1711922122,0,1,67.04576110839844,-8.614481925964355,513877.25,25,13,56.0,2024-03-31 21:55:22
1711922723,1711922722,0,1,72.30455017089844,-149.10861206054688,512517.625,27,11,-8.399999618530273,2024-03-31 22:05:23
1711923323,1711923322,0,1,35.51155471801758,-170.37022399902344,505833.71875,23,11,-13.5,2024-03-31 22:15:23
1711923923,1711923922,0,1,-2.348804950714112,-178.509521484375,508093.09375,27,11,20.100000381469727,2024-03-31 22:25:23
