COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/11/28 15:55,769664,15.15663121,0.00104,97.4799,45.3459,177.2905,182.8386,0,999,316,0.00089307,0.00016972,0,4111631,0 NINJASAT,1 58341U 23174CP  23332.66373576  .00016972  00000-0  89307-3 0  9999,2 58341  97.4799  45.3459 0010400 177.2905 182.8386 15.15663121  3161,2023-174CP,58341,6897.103,95.008,526.141,511.795,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/11/28 15:55,769664,15.15663121,0.00104,97.4799,45.3459,177.2905,182.8386,0,999,316,0.00089307,0.00016972,0,4111621,0 NINJASAT,1 58341U 23174CP  23332.66373576  .00016972  00000-0  89307-3 0  9999,2 58341  97.4799  45.3459 0010400 177.2905 182.8386 15.15663121  3161,2023-174CP,58341,6897.103,95.008,526.141,511.795,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/11/29 22:02,988096,15.15712755,0.0010414,97.4793,46.5809,173.2528,186.8846,0,999,335,0.0010187,0.00019402,0,4113697,0 NINJASAT,1 58341U 23174CP  23333.91809014  .00019402  00000-0  10187-2 0  9999,2 58341  97.4793  46.5809 0010414 173.2528 186.8846 15.15712755  3353,2023-174CP,58341,6896.953,95.005,526,511.635,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/11/30 18:37,351616,15.15740841,0.0010466,97.4788,47.426,170.7108,189.432,0,999,348,0.00095401,0.00018178,0,4115957,0 NINJASAT,1 58341U 23174CP  23334.77631194  .00018178  00000-0  95401-3 0  9998,2 58341  97.4788  47.4260 0010466 170.7108 189.4320 15.15740841  3488,2023-174CP,58341,6896.867,95.003,525.951,511.514,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/1 21:33,886912,15.15786283,0.0010528,97.4786,48.5311,167.2242,192.9259,0,999,365,0.0011845,0.00022628,0,4116981,0 NINJASAT,1 58341U 23174CP  23335.89857508  .00022628  00000-0  11845-2 0  9995,2 58341  97.4786  48.5311 0010528 167.2242 192.9259 15.15786283  3653,2023-174CP,58341,6896.73,95,525.855,511.334,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/1 23:09,518976,15.1578959,0.0010518,97.4786,48.5962,166.989,193.1616,0,999,366,0.0011913,0.00022761,0,4117140,0 NINJASAT,1 58341U 23174CP  23335.96458934  .00022761  00000-0  11913-2 0  9997,2 58341  97.4786  48.5962 0010518 166.9890 193.1616 15.15789590  3664,2023-174CP,58341,6896.719,95,525.838,511.331,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/2 11:49,775424,15.1583622,0.0010564,97.4786,49.116,165.2924,194.8618,0,999,374,0.0018986,0.0003643,0,4117552,0 NINJASAT,1 58341U 23174CP  23336.49269416  .00036430  00000-0  18986-2 0  9996,2 58341  97.4786  49.1160 0010564 165.2924 194.8618 15.15836220  3744,2023-174CP,58341,6896.578,94.997,525.729,511.157,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/2 13:24,413536,15.15822328,0.0010588,97.4786,49.1809,164.9783,195.1767,0,999,375,0.00092917,0.00017743,0,4118466,0 NINJASAT,1 58341U 23174CP  23336.55870849  .00017743  00000-0  92917-3 0  9994,2 58341  97.4786  49.1809 0010588 164.9783 195.1767 15.15822328  3753,2023-174CP,58341,6896.62,94.998,525.787,511.183,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/2 18:09,885504,15.15830766,0.0010604,97.4787,49.376,164.2055,195.951,0,999,378,0.00088043,0.00016811,0,4118587,0 NINJASAT,1 58341U 23174CP  23336.75674636  .00016811  00000-0  88043-3 0  9992,2 58341  97.4787  49.3760 0010604 164.2055 195.9510 15.15830766  3788,2023-174CP,58341,6896.595,94.997,525.773,511.146,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/2 21:19,759968,15.15835001,0.0010592,97.4787,49.506,163.714,196.4435,0,999,380,0.0007465,0.0001424,0,4119201,0 NINJASAT,1 58341U 23174CP  23336.88877037  .00014240  00000-0  74650-3 0  9999,2 58341  97.4787  49.5060 0010592 163.7140 196.4435 15.15835001  3800,2023-174CP,58341,6896.582,94.997,525.752,511.142,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/3 13:10,895552,15.15857283,0.001063,97.4787,50.1561,161.3118,198.8507,0,999,390,0.00079185,0.00015121,0,4120389,0 NINJASAT,1 58341U 23174CP  23337.54888768  .00015121  00000-0  79185-3 0  9993,2 58341  97.4787  50.1561 0010630 161.3118 198.8507 15.15857283  3909,2023-174CP,58341,6896.514,94.996,525.71,511.048,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/3 19:30,351584,15.15864886,0.0010642,97.4787,50.4161,160.302,199.8626,0,999,394,0.00075744,0.00014463,0,4120563,0 NINJASAT,1 58341U 23174CP  23337.81293231  .00014463  00000-0  75744-3 0  9993,2 58341  97.4787  50.4161 0010642 160.3020 199.8626 15.15864886  3946,2023-174CP,58341,6896.491,94.995,525.695,511.017,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/4 12:56,842240,15.15883201,0.0010704,97.4788,51.1313,157.6919,202.4781,0,999,405,0.00072125,0.00013775,0,4122164,0 NINJASAT,1 58341U 23174CP  23338.53904910  .00013775  00000-0  72125-3 0  9991,2 58341  97.4788  51.1313 0010704 157.6919 202.4781 15.15883201  4057,2023-174CP,58341,6896.436,94.994,525.682,510.919,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/4 20:51,174336,15.15890469,0.0010731,97.4788,51.4562,156.4628,203.7098,0,999,410,0.00065033,0.00012414,0,4122657,0 NINJASAT,1 58341U 23174CP  23338.86909924  .00012414  00000-0  65033-3 0  9996,2 58341  97.4788  51.4562 0010731 156.4628 203.7098 15.15890469  4105,2023-174CP,58341,6896.413,94.994,525.679,510.878,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/5 3:11,130112,15.15897547,0.0010763,97.4788,51.7163,155.5086,204.666,0,999,414,0.00065795,0.00012563,0,4122741,0 NINJASAT,1 58341U 23174CP  23339.13313808  .00012563  00000-0  65795-3 0  9997,2 58341  97.4788  51.7163 0010763 155.5086 204.6660 15.15897547  4141,2023-174CP,58341,6896.392,94.993,525.68,510.834,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/5 11:06,153760,15.159065,0.0010801,97.4788,52.0414,154.4678,205.709,0,999,419,0.00069041,0.00013191,0,4123878,0 NINJASAT,1 58341U 23174CP  23339.46318465  .00013191  00000-0  69041-3 0  9993,2 58341  97.4788  52.0414 0010801 154.4678 205.7090 15.15906500  4196,2023-174CP,58341,6896.365,94.993,525.679,510.781,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/5 20:37,209856,15.15914901,0.0010849,97.4787,52.4316,153.2364,206.9431,0,999,425,0.00060954,0.00011639,0,4124334,0 NINJASAT,1 58341U 23174CP  23339.85923854  .00011639  00000-0  60954-3 0  9999,2 58341  97.4787  52.4316 0010849 153.2364 206.9431 15.15914901  4254,2023-174CP,58341,6896.339,94.992,525.686,510.723,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/6 4:32,912960,15.15923436,0.001087,97.4787,52.7567,152.2432,207.9383,0,999,430,0.00060851,0.00011622,0,4124457,0 NINJASAT,1 58341U 23174CP  23340.18928140  .00011622  00000-0  60851-3 0  9998,2 58341  97.4787  52.7567 0010870 152.2432 207.9383 15.15923436  4300,2023-174CP,58341,6896.314,94.992,525.675,510.682,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/6 10:52,349472,15.15929161,0.0010891,97.4787,53.0167,151.5633,208.6196,0,999,434,0.00059071,0.00011281,0,4125534,0 NINJASAT,1 58341U 23174CP  23340.45331423  .00011281  00000-0  59071-3 0  9993,2 58341  97.4787  53.0167 0010891 151.5633 208.6196 15.15929161  4343,2023-174CP,58341,6896.296,94.991,525.672,510.65,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/6 20:23,924320,15.15935588,0.0010909,97.4786,53.4069,150.3661,209.8192,0,999,440,0.000493,0.00009404,0,4126527,0 NINJASAT,1 58341U 23174CP  23340.84936255  .00009404  00000-0  49300-3 0  9998,2 58341  97.4786  53.4069 0010909 150.3661 209.8192 15.15935588  4401,2023-174CP,58341,6896.277,94.991,525.665,510.619,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/7 10:38,437536,15.15945817,0.0010898,97.4787,53.9921,148.681,211.5074,0,999,449,0.00043123,0.00008218,0,4126739,0 NINJASAT,1 58341U 23174CP  23341.44343099  .00008218  00000-0  43123-3 0  9992,2 58341  97.4787  53.9921 0010898 148.6810 211.5074 15.15945817  4491,2023-174CP,58341,6896.246,94.99,525.626,510.595,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/7 13:48,515392,15.15948968,0.0010905,97.4788,54.1222,148.228,211.9613,0,999,451,0.00046786,0.00008923,0,4127218,0 NINJASAT,1 58341U 23174CP  23341.57544578  .00008923  00000-0  46786-3 0  9992,2 58341  97.4788  54.1222 0010905 148.2280 211.9613 15.15948968  4511,2023-174CP,58341,6896.236,94.99,525.621,510.581,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/8 13:34,516544,15.15965977,0.0010935,97.4789,55.0975,145.1738,215.0213,0,999,466,0.00046047,0.00008786,0,4128726,0 NINJASAT,1 58341U 23174CP  23342.56554996  .00008786  00000-0  46047-3 0  9994,2 58341  97.4789  55.0975 0010935 145.1738 215.0213 15.15965977  4660,2023-174CP,58341,6896.184,94.989,525.59,510.509,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/8 18:19,405664,15.15969214,0.0010947,97.4789,55.2925,144.5503,215.6459,0,999,469,0.00045392,0.0000866,0,4128799,0 NINJASAT,1 58341U 23174CP  23342.76356951  .00008660  00000-0  45392-3 0  9990,2 58341  97.4789  55.2925 0010947 144.5503 215.6459 15.15969214  4692,2023-174CP,58341,6896.175,94.989,525.589,510.49,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/8 21:29,312448,15.15971184,0.0010962,97.479,55.4226,144.0797,216.1175,0,999,471,0.00045235,0.00008631,0,4129181,0 NINJASAT,1 58341U 23174CP  23342.89558232  .00008631  00000-0  45235-3 0  9994,2 58341  97.4790  55.4226 0010962 144.0797 216.1175 15.15971184  4710,2023-174CP,58341,6896.169,94.989,525.593,510.474,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/9 13:20,557792,15.15982597,0.0011008,97.4791,56.073,141.8762,218.3251,0,999,481,0.00044269,0.00008448,0,4130247,0 NINJASAT,1 58341U 23174CP  23343.55564303  .00008448  00000-0  44269-3 0  9996,2 58341  97.4791  56.0730 0011008 141.8762 218.3251 15.15982597  4817,2023-174CP,58341,6896.134,94.988,525.59,510.408,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/9 21:15,27968,15.15987328,0.0011041,97.4792,56.3981,140.8077,219.3957,0,999,486,0.00041369,0.0000789,0,4130742,0 NINJASAT,1 58341U 23174CP  23343.88567162  .00007890  00000-0  41369-3 0  9996,2 58341  97.4792  56.3981 0011041 140.8077 219.3957 15.15987328  4860,2023-174CP,58341,6896.12,94.988,525.599,510.371,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/10 3:35,524448,15.15991946,0.0011062,97.4792,56.6582,139.9558,220.2493,0,999,490,0.00041095,0.00007839,0,4130918,0 NINJASAT,1 58341U 23174CP  23344.14969357  .00007839  00000-0  41095-3 0  9997,2 58341  97.4792  56.6582 0011062 139.9558 220.2493 15.15991946  4908,2023-174CP,58341,6896.106,94.987,525.599,510.342,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/10 13:05,668512,15.15998179,0.0011097,97.4793,57.0484,138.5698,221.6378,0,999,496,0.0004017,0.00007662,0,4131684,0 NINJASAT,1 58341U 23174CP  23344.54572533  .00007662  00000-0  40170-3 0  9994,2 58341  97.4793  57.0484 0011097 138.5698 221.6378 15.15998179  4961,2023-174CP,58341,6896.087,94.987,525.604,510.299,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/10 21:01,844064,15.16002195,0.0011147,97.4792,57.3736,137.5057,222.704,0,999,501,0.00035812,0.00006824,0,4132333,0 NINJASAT,1 58341U 23174CP  23344.87575051  .00006824  00000-0  35812-3 0  9994,2 58341  97.4792  57.3736 0011147 137.5057 222.7040 15.16002195  5017,2023-174CP,58341,6896.075,94.987,525.627,510.253,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/11 4:56,935808,15.1600735,0.0011164,97.4792,57.6987,136.3954,223.8163,0,999,506,0.00035929,0.00006847,0,4132409,0 NINJASAT,1 58341U 23174CP  23345.20577472  .00006847  00000-0  35929-3 0  9995,2 58341  97.4792  57.6987 0011164 136.3954 223.8163 15.16007350  5061,2023-174CP,58341,6896.059,94.986,525.623,510.225,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/11 11:16,151488,15.16011512,0.0011204,97.4792,57.9588,135.5213,224.6921,0,999,510,0.00037429,0.00007137,0,4133233,0 NINJASAT,1 58341U 23174CP  23345.46979342  .00007137  00000-0  37429-3 0  9995,2 58341  97.4792  57.9588 0011204 135.5213 224.6921 15.16011512  5106,2023-174CP,58341,6896.046,94.986,525.638,510.185,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/11 20:46,847136,15.1601651,0.0011225,97.4791,58.3489,134.2661,225.9494,0,999,516,0.00034633,0.00006599,0,4133725,0 NINJASAT,1 58341U 23174CP  23345.86581999  .00006599  00000-0  34633-3 0  9991,2 58341  97.4791  58.3489 0011225 134.2661 225.9494 15.16016510  5164,2023-174CP,58341,6896.031,94.986,525.637,510.155,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/12 11:02,693184,15.16024939,0.0011242,97.4789,58.9342,132.3749,227.8438,0,999,525,0.00035682,0.00006803,0,4134248,0 NINJASAT,1 58341U 23174CP  23346.45985756  .00006803  00000-0  35682-3 0  9999,2 58341  97.4789  58.9342 0011242 132.3749 227.8438 15.16024939  5253,2023-174CP,58341,6896.006,94.985,525.623,510.118,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/12 11:02,693184,15.16024939,0.0011242,97.4789,58.9342,132.3749,227.8438,0,999,525,0.00035682,0.00006803,0,4134660,0 NINJASAT,1 58341U 23174CP  23346.45985756  .00006803  00000-0  35682-3 0  9999,2 58341  97.4789  58.9342 0011242 132.3749 227.8438 15.16024939  5253,2023-174CP,58341,6896.006,94.985,525.623,510.118,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/12 20:32,45824,15.16033996,0.001124,97.4786,59.3242,131.2165,229.0038,0,999,531,0.00046254,0.00008843,0,4134943,0 NINJASAT,1 58341U 23174CP  23346.85588016  .00008843  00000-0  46254-3 0  9994,2 58341  97.4786  59.3242 0011240 131.2165 229.0038 15.16033996  5312,2023-174CP,58341,6895.978,94.985,525.594,510.092,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/13 12:22,15392,15.16043338,0.0011248,97.4782,59.9744,129.2229,231.0004,0,999,541,0.0004339,0.00008293,0,4135433,0 NINJASAT,1 58341U 23174CP  23347.51591453  .00008293  00000-0  43390-3 0  9994,2 58341  97.4782  59.9744 0011248 129.2229 231.0004 15.16043338  5415,2023-174CP,58341,6895.95,94.984,525.571,510.058,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/13 18:43,676384,15.1604785,0.0011244,97.4781,60.2344,128.4945,231.7298,0,999,545,0.00043619,0.00008339,0,4135497,0 NINJASAT,1 58341U 23174CP  23347.77992681  .00008339  00000-0  43619-3 0  9995,2 58341  97.4781  60.2344 0011244 128.4945 231.7298 15.16047850  5456,2023-174CP,58341,6895.936,94.984,525.555,510.047,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/13 20:18,329536,15.16048792,0.0011242,97.4781,60.2994,128.2938,231.9307,0,999,546,0.00043387,0.00008294,0,4135688,0 NINJASAT,1 58341U 23174CP  23347.84592974  .00008294  00000-0  43387-3 0  9996,2 58341  97.4781  60.2994 0011242 128.2938 231.9307 15.16048792  5465,2023-174CP,58341,6895.933,94.984,525.551,510.046,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/14 4:13,536544,15.16055116,0.0011236,97.478,60.6245,127.3046,232.9212,0,999,551,0.00045556,0.00008714,0,4136178,0 NINJASAT,1 58341U 23174CP  23348.17594371  .00008714  00000-0  45556-3 0  9993,2 58341  97.4780  60.6245 0011236 127.3046 232.9212 15.16055116  5510,2023-174CP,58341,6895.914,94.983,525.527,510.031,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/14 21:38,61984,15.16069838,0.001125,97.4777,61.3397,125.0788,235.1501,0,999,562,0.00046635,0.00008926,0,4136513,0 NINJASAT,1 58341U 23174CP  23348.90196831  .00008926  00000-0  46635-3 0  9997,2 58341  97.4777  61.3397 0011250 125.0788 235.1501 15.16069838  5620,2023-174CP,58341,6895.87,94.982,525.492,509.977,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/15 3:59,294432,15.16075397,0.0011245,97.4776,61.5998,124.2638,235.9661,0,999,566,0.00047069,0.00009011,0,4136559,0 NINJASAT,1 58341U 23174CP  23349.16597563  .00009011  00000-0  47069-3 0  9991,2 58341  97.4776  61.5998 0011245 124.2638 235.9661 15.16075397  5663,2023-174CP,58341,6895.853,94.982,525.472,509.963,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/15 3:59,294432,15.16075397,0.0011245,97.4776,61.5998,124.2638,235.9661,0,999,566,0.00047069,0.00009011,0,4137031,0 NINJASAT,1 58341U 23174CP  23349.16597563  .00009011  00000-0  47069-3 0  9991,2 58341  97.4776  61.5998 0011245 124.2638 235.9661 15.16075397  5663,2023-174CP,58341,6895.853,94.982,525.472,509.963,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/15 18:14,882848,15.16090665,0.0011252,97.4774,62.1848,122.4125,237.8198,0,999,575,0.00048892,0.00009367,0,4137270,0 NINJASAT,1 58341U 23174CP  23349.75998707  .00009367  00000-0  48892-3 0  9990,2 58341  97.4774  62.1848 0011252 122.4125 237.8198 15.16090665  5752,2023-174CP,58341,6895.806,94.981,525.431,509.912,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/16 3:44,689792,15.16100866,0.0011285,97.4773,62.5748,121.0617,239.1725,0,999,581,0.00052162,0.00010002,0,4137335,0 NINJASAT,1 58341U 23174CP  23350.15599178  .00010002  00000-0  52162-3 0  9998,2 58341  97.4773  62.5748 0011285 121.0617 239.1725 15.16100866  5814,2023-174CP,58341,6895.775,94.98,525.422,509.859,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/16 3:44,689792,15.16100866,0.0011285,97.4773,62.5748,121.0617,239.1725,0,999,581,0.00052162,0.00010002,0,4137834,0 NINJASAT,1 58341U 23174CP  23350.15599178  .00010002  00000-0  52162-3 0  9998,2 58341  97.4773  62.5748 0011285 121.0617 239.1725 15.16100866  5814,2023-174CP,58341,6895.775,94.98,525.422,509.859,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/16 17:59,475552,15.16117051,0.0011321,97.4773,63.1601,119.0268,241.2101,0,999,590,0.00059608,0.00011447,0,4137916,0 NINJASAT,1 58341U 23174CP  23350.74999393  .00011447  00000-0  59608-3 0  9992,2 58341  97.4773  63.1601 0011321 119.0268 241.2101 15.16117051  5905,2023-174CP,58341,6895.726,94.979,525.398,509.785,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/16 17:59,475552,15.16117051,0.0011321,97.4773,63.1601,119.0268,241.2101,0,999,590,0.00059608,0.00011447,0,4138106,0 NINJASAT,1 58341U 23174CP  23350.74999393  .00011447  00000-0  59608-3 0  9992,2 58341  97.4773  63.1601 0011321 119.0268 241.2101 15.16117051  5905,2023-174CP,58341,6895.726,94.979,525.398,509.785,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/17 3:30,762368,15.16124697,0.0011374,97.4773,63.5501,117.8275,242.4111,0,999,596,0.00052331,0.00010042,0,4138164,0 NINJASAT,1 58341U 23174CP  23351.14599262  .00010042  00000-0  52331-3 0  9994,2 58341  97.4773  63.5501 0011374 117.8275 242.4111 15.16124697  5964,2023-174CP,58341,6895.703,94.979,525.411,509.725,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/17 11:25,473792,15.16134338,0.0011377,97.4773,63.8751,116.7482,243.4917,0,999,601,0.00061667,0.00011851,0,4138413,0 NINJASAT,1 58341U 23174CP  23351.47598928  .00011851  00000-0  61667-3 0  9999,2 58341  97.4773  63.8751 0011377 116.7482 243.4917 15.16134338  6010,2023-174CP,58341,6895.674,94.978,525.384,509.694,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/17 13:00,791712,15.16137832,0.0011386,97.4772,63.9401,116.6221,243.618,0,999,602,0.00069709,0.0001341,0,4138654,0 NINJASAT,1 58341U 23174CP  23351.54198833  .00013410  00000-0  69709-3 0  9996,2 58341  97.4772  63.9401 0011386 116.6221 243.6180 15.16137832  6029,2023-174CP,58341,6895.663,94.978,525.38,509.677,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/17 19:20,981312,15.16146461,0.0011415,97.4772,64.2002,115.7713,244.4699,0,999,606,0.00073788,0.00014203,0,4138729,0 NINJASAT,1 58341U 23174CP  23351.80598358  .00014203  00000-0  73788-3 0  9994,2 58341  97.4772  64.2002 0011415 115.7713 244.4699 15.16146461  6065,2023-174CP,58341,6895.637,94.978,525.374,509.631,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/17 20:55,252576,15.1614973,0.0011421,97.4773,64.2652,115.5744,244.667,0,999,607,0.00079786,0.00015367,0,4138912,0 NINJASAT,1 58341U 23174CP  23351.87198209  .00015367  00000-0  79786-3 0  9998,2 58341  97.4773  64.2652 0011421 115.5744 244.6670 15.16149730  6070,2023-174CP,58341,6895.627,94.977,525.368,509.617,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/18 3:15,305664,15.1615738,0.001145,97.4773,64.5253,114.7379,245.5046,0,999,611,0.00078483,0.00015118,0,4139019,0 NINJASAT,1 58341U 23174CP  23352.13597576  .00015118  00000-0  78483-3 0  9995,2 58341  97.4773  64.5253 0011450 114.7379 245.5046 15.16157380  6119,2023-174CP,58341,6895.604,94.977,525.365,509.574,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/18 11:10,412288,15.1616621,0.0011466,97.4772,64.8504,113.7239,246.5198,0,999,616,0.00072924,0.00014044,0,4139200,0 NINJASAT,1 58341U 23174CP  23352.46596542  .00014044  00000-0  72924-3 0  9994,2 58341  97.4772  64.8504 0011466 113.7239 246.5198 15.16166210  6167,2023-174CP,58341,6895.577,94.976,525.349,509.536,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/18 12:46,613568,15.16169811,0.0011479,97.4771,64.9153,113.5637,246.6802,0,999,617,0.00079718,0.00015363,0,4139416,0 NINJASAT,1 58341U 23174CP  23352.53196312  .00015363  00000-0  79718-3 0  9996,2 58341  97.4771  64.9153 0011479 113.5637 246.6802 15.16169811  6175,2023-174CP,58341,6895.566,94.976,525.347,509.516,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2023/12/18 19:06,321920,15.16177941,0.0011486,97.477,65.1752,112.7331,247.5117,0,999,621,0.00075642,0.00014576,0,4139494,0 NINJASAT,1 58341U 23174CP  23352.79595280  .00014576  00000-0  75642-3 0  9998,2 58341  97.4770  65.1752 0011486 112.7331 247.5117 15.16177941  6219,2023-174CP,58341,6895.542,94.976,525.327,509.487,0
