COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,datetime
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/30 3:36,189056,15.24515728,0.0009443,97.4537,287.1101,58.4157,301.8001,0,999,4029,0.00082468,0.00020273,0,4406135,0 NINJASAT,1 58341U 23174CP  24212.15029154  .00020273  00000-0  82468-3 0  9991,2 58341  97.4537 287.1101 0009443  58.4157 301.8001 15.24515728 40296,2023-174CP,58341,6870.377,94.456,498.73,485.754,0,36:25.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/31 4:48,673152,15.2456701,0.0009359,97.4539,288.1548,55.0782,305.1333,0,999,4045,0.0010207,0.00025163,0,4407885,0 NINJASAT,1 58341U 23174CP  24213.20045918  .00025163  00000-0  10207-2 0  9998,2 58341  97.4539 288.1548 0009359  55.0782 305.1333 15.24567010 40451,2023-174CP,58341,6870.223,94.453,498.518,485.658,0,48:39.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/1 4:26,755680,15.24612338,0.0009256,97.4539,289.1344,51.6262,308.5806,0,999,4060,0.0012347,0.00030515,0,4409313,0 NINJASAT,1 58341U 23174CP  24214.18496245  .00030515  00000-0  12347-2 0  9993,2 58341  97.4539 289.1344 0009256  51.6262 308.5806 15.24612338 40600,2023-174CP,58341,6870.087,94.45,498.311,485.593,0,26:20.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/2 4:03,80320,15.2465707,0.0009137,97.454,290.1139,48.0727,312.1288,0,999,4075,0.00090866,0.00022443,0,4410842,0 NINJASAT,1 58341U 23174CP  24215.16943380  .00022443  00000-0  90866-3 0  9993,2 58341  97.4540 290.1139 0009137  48.0727 312.1288 15.24657070 40753,2023-174CP,58341,6869.952,94.447,498.094,485.54,0,03:59.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/3 3:41,967616,15.24703922,0.0009067,97.454,291.0935,44.9804,315.2167,0,999,4090,0.001028,0.00025446,0,4412946,0 NINJASAT,1 58341U 23174CP  24216.15387694  .00025446  00000-0  10280-2 0  9990,2 58341  97.4540 291.0935 0009067  44.9804 315.2167 15.24703922 40905,2023-174CP,58341,6869.812,94.445,497.906,485.448,0,41:35.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/4 4:53,348448,15.24754767,0.0008971,97.4538,292.1385,41.8365,318.3556,0,999,4106,0.0010466,0.00025948,0,4414905,0 NINJASAT,1 58341U 23174CP  24217.20391607  .00025948  00000-0  10466-2 0  9999,2 58341  97.4538 292.1385 0008971  41.8365 318.3556 15.24754767 41061,2023-174CP,58341,6869.659,94.441,497.687,485.361,0,53:38.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/5 4:31,325120,15.24816342,0.0008869,97.4535,293.1181,38.5195,321.6674,0,999,4121,0.001223,0.00030407,0,4417019,0 NINJASAT,1 58341U 23174CP  24218.18829080  .00030407  00000-0  12230-2 0  9995,2 58341  97.4535 293.1181 0008869  38.5195 321.6674 15.24816342 41216,2023-174CP,58341,6869.474,94.438,497.432,485.246,0,31:08.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/6 4:08,46240,15.24866627,0.000873,97.4531,294.098,34.5131,325.6672,0,999,4136,0.00094427,0.00023473,0,4419005,0 NINJASAT,1 58341U 23174CP  24219.17262785  .00023473  00000-0  94427-3 0  9992,2 58341  97.4531 294.0980 0008730  34.5131 325.6672 15.24866627 41361,2023-174CP,58341,6869.323,94.434,497.185,485.191,0,08:35.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/7 2:11,571072,15.2491346,0.0008646,97.4528,295.0124,31.4887,328.6867,0,999,4150,0.0010309,0.00025676,0,4420957,0 NINJASAT,1 58341U 23174CP  24220.09131448  .00025676  00000-0  10309-2 0  9999,2 58341  97.4528 295.0124 0008646  31.4887 328.6867 15.24913460 41501,2023-174CP,58341,6869.182,94.432,496.986,485.108,0,11:29.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/8 12:50,642528,15.24999706,0.0008489,97.4524,296.4491,26.7523,333.4151,0,999,4172,0.0012857,0.00032149,0,4422592,0 NINJASAT,1 58341U 23174CP  24221.53490327  .00032149  00000-0  12857-2 0  9996,2 58341  97.4524 296.4491 0008489  26.7523 333.4151 15.24999706 41729,2023-174CP,58341,6868.923,94.426,496.619,484.957,0,50:15.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/9 4:35,895392,15.25040552,0.0008506,97.4522,297.1024,24.1783,335.9853,0,999,4182,0.001211,0.00030307,0,4424155,0 NINJASAT,1 58341U 23174CP  24222.19105203  .00030307  00000-0  12110-2 0  9991,2 58341  97.4522 297.1024 0008506  24.1783 335.9853 15.25040552 41821,2023-174CP,58341,6868.801,94.424,496.508,484.823,0,35:06.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/10 4:12,679840,15.25107384,0.0008366,97.4518,298.0821,19.8151,340.341,0,999,4197,0.0012681,0.00031808,0,4425964,0 NINJASAT,1 58341U 23174CP  24223.17523935  .00031808  00000-0  12681-2 0  9996,2 58341  97.4518 298.0821 0008366  19.8151 340.3410 15.25107384 41977,2023-174CP,58341,6868.6,94.42,496.211,484.719,0,12:20.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/11 2:15,871424,15.25182197,0.0008315,97.4518,298.9962,16.2859,343.8645,0,999,4211,0.0015472,0.00038948,0,4427914,0 NINJASAT,1 58341U 23174CP  24224.09377166  .00038948  00000-0  15472-2 0  9994,2 58341  97.4518 298.9962 0008315  16.2859 343.8645 15.25182197 42112,2023-174CP,58341,6868.375,94.415,495.951,484.529,0,15:01.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/12 3:26,166048,15.25282848,0.0008229,97.4517,300.0414,12.7924,347.3521,0,999,4227,0.0018222,0.00046065,0,4430130,0 NINJASAT,1 58341U 23174CP  24225.14346257  .00046065  00000-0  18222-2 0  9993,2 58341  97.4517 300.0414 0008229  12.7924 347.3521 15.25282848 42279,2023-174CP,58341,6868.073,94.409,495.59,484.286,0,26:35.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/13 4:38,150368,15.25415212,0.0008043,97.4517,301.0863,8.8092,351.3285,0,999,4243,0.001113,0.00028151,0,4432359,0 NINJASAT,1 58341U 23174CP  24226.19306887  .00028151  00000-0  11130-2 0  9991,2 58341  97.4517 301.0863 0008043   8.8092 351.3285 15.25415212 42437,2023-174CP,58341,6867.676,94.401,495.065,484.017,0,38:01.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/16 19:12,769152,15.25699277,0.0007865,97.4524,304.6796,354.8246,5.2909,0,999,4298,0.0014722,0.00037625,0,4439271,0 NINJASAT,1 58341U 23174CP  24229.80059918  .00037625  00000-0  14722-2 0  9998,2 58341  97.4524 304.6796 0007865 354.8246   5.2909 15.25699277 42988,2023-174CP,58341,6866.823,94.383,494.089,483.288,0,12:51.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/17 4:39,117824,15.25724509,0.0007826,97.4523,305.0717,353.0175,7.0953,0,999,4304,0.0013028,0.00033293,0,4439912,0 NINJASAT,1 58341U 23174CP  24230.19411016  .00033293  00000-0  13028-2 0  9998,2 58341  97.4523 305.0717 0007826 353.0175   7.0953 15.25724509 43048,2023-174CP,58341,6866.748,94.381,493.987,483.239,0,39:31.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/18 4:16,722112,15.25800535,0.0007796,97.4522,306.052,348.738,11.3683,0,999,4319,0.0015896,0.00040771,0,4441582,0 NINJASAT,1 58341U 23174CP  24231.17785558  .00040771  00000-0  15896-2 0  9996,2 58341  97.4522 306.0520 0007796 348.7380  11.3683 15.25800535 43193,2023-174CP,58341,6866.52,94.377,493.738,483.031,0,16:06.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/19 3:52,996896,15.25874564,0.0007736,97.452,307.0323,344.6714,15.4288,0,999,4334,0.0013525,0.00034728,0,4443476,0 NINJASAT,1 58341U 23174CP  24232.16155089  .00034728  00000-0  13525-2 0  9998,2 58341  97.4520 307.0323 0007736 344.6714  15.4288 15.25874564 43349,2023-174CP,58341,6866.298,94.372,493.474,482.851,0,52:38.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/20 5:03,61088,15.25949503,0.0007637,97.4519,308.0781,340.9015,19.1936,0,999,4350,0.0013955,0.0003592,0,4445450,0 NINJASAT,1 58341U 23174CP  24233.21077617  .00035920  00000-0  13955-2 0  9997,2 58341  97.4519 308.0781 0007637 340.9015  19.1936 15.25949503 43504,2023-174CP,58341,6866.073,94.367,493.181,482.694,0,03:31.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/21 4:39,324864,15.26017417,0.000756,97.4514,309.0587,336.9355,23.1543,0,999,4365,0.0013559,0.00034965,0,4447226,0 NINJASAT,1 58341U 23174CP  24234.19437876  .00034965  00000-0  13559-2 0  9990,2 58341  97.4514 309.0587 0007560 336.9355  23.1543 15.26017417 43657,2023-174CP,58341,6865.869,94.363,492.925,482.543,0,39:54.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/22 4:16,83392,15.26078734,0.0007586,97.4508,310.0392,332.5925,27.4912,0,999,4380,0.0013048,0.00033701,0,4449084,0 NINJASAT,1 58341U 23174CP  24235.17794078  .00033701  00000-0  13048-2 0  9999,2 58341  97.4508 310.0392 0007586 332.5925  27.4912 15.26078734 43802,2023-174CP,58341,6865.685,94.359,492.758,482.342,0,16:14.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/23 3:52,418752,15.26140185,0.000754,97.4504,311.0195,328.6545,31.4243,0,999,4395,0.0012765,0.00033026,0,4451288,0 NINJASAT,1 58341U 23174CP  24236.16146318  .00033026  00000-0  12765-2 0  9992,2 58341  97.4504 311.0195 0007540 328.6545  31.4243 15.26140185 43952,2023-174CP,58341,6865.501,94.356,492.542,482.189,0,52:30.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/24 5:03,265312,15.26200362,0.000743,97.4501,312.0652,324.7833,35.2913,0,999,4411,0.0011836,0.00030662,0,4453063,0 NINJASAT,1 58341U 23174CP  24237.21051233  .00030662  00000-0  11836-2 0  9991,2 58341  97.4501 312.0652 0007430 324.7833  35.2913 15.26200362 44112,2023-174CP,58341,6865.32,94.352,492.286,482.084,0,03:08.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/25 4:39,789760,15.26260537,0.0007371,97.4499,313.0455,320.6912,39.379,0,999,4426,0.001171,0.00030389,0,4455059,0 NINJASAT,1 58341U 23174CP  24238.19395590  .00030389  00000-0  11710-2 0  9993,2 58341  97.4499 313.0455 0007371 320.6912  39.3790 15.26260537 44261,2023-174CP,58341,6865.14,94.348,492.065,481.945,0,39:17.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/26 4:15,102720,15.26315255,0.0007417,97.4498,314.0259,316.1446,43.9203,0,999,4441,0.0010785,0.0002802,0,4456829,0 NINJASAT,1 58341U 23174CP  24239.17736230  .00028020  00000-0  10785-2 0  9992,2 58341  97.4498 314.0259 0007417 316.1446  43.9203 15.26315255 44411,2023-174CP,58341,6864.976,94.345,491.933,481.749,0,15:24.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/27 3:51,364032,15.26371944,0.0007385,97.45,315.0062,312.1134,47.9476,0,999,4456,0.0011204,0.00029165,0,4458570,0 NINJASAT,1 58341U 23174CP  24240.16073338  .00029165  00000-0  11204-2 0  9994,2 58341  97.4500 315.0062 0007385 312.1134  47.9476 15.26371944 44561,2023-174CP,58341,6864.806,94.341,491.74,481.601,0,51:27.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/28 5:01,148128,15.26446887,0.0007293,97.4502,316.0517,308.008,52.0499,0,999,4472,0.0015741,0.00041163,0,4460213,0 NINJASAT,1 58341U 23174CP  24241.20961977  .00041163  00000-0  15741-2 0  9997,2 58341  97.4502 316.0517 0007293 308.0080  52.0499 15.26446887 44720,2023-174CP,58341,6864.581,94.337,491.452,481.44,0,01:51.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/29 10:55,430048,15.26545508,0.0007281,97.4503,317.2937,302.6054,57.4482,0,999,4491,0.0014401,0.00037747,0,4461621,0 NINJASAT,1 58341U 23174CP  24242.45509757  .00037747  00000-0  14401-2 0  9994,2 58341  97.4503 317.2937 0007281 302.6054  57.4482 15.26545508 44910,2023-174CP,58341,6864.285,94.331,491.148,481.153,0,55:20.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/30 4:13,716672,15.26590543,0.000734,97.4504,318.0128,299.5893,60.4614,0,999,4502,0.0012565,0.0003295,0,4462381,0 NINJASAT,1 58341U 23174CP  24243.17613098  .00032950  00000-0  12565-2 0  9998,2 58341  97.4504 318.0128 0007340 299.5893  60.4614 15.26590543 45026,2023-174CP,58341,6864.15,94.328,491.054,480.977,0,13:37.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/8/31 3:49,185792,15.26689075,0.0007333,97.4505,318.9933,295.672,64.376,0,999,4517,0.002607,0.00068977,0,4463908,0 NINJASAT,1 58341U 23174CP  24244.15931928  .00068977  00000-0  26070-2 0  9996,2 58341  97.4505 318.9933 0007333 295.6720  64.3760 15.26689075 45178,2023-174CP,58341,6863.855,94.322,490.753,480.687,0,49:25.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/1 4:59,420672,15.26765039,0.0007243,97.4504,320.0397,291.5206,68.5261,0,999,4533,0.0016535,0.00043674,0,4465564,0 NINJASAT,1 58341U 23174CP  24245.20799098  .00043674  00000-0  16535-2 0  9995,2 58341  97.4504 320.0397 0007243 291.5206  68.5261 15.26765039 45334,2023-174CP,58341,6863.627,94.317,490.464,480.521,0,59:30.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/2 4:35,143008,15.26840871,0.0007278,97.4502,321.0207,287.0434,73.0007,0,999,4548,0.0014594,0.00038601,0,4467464,0 NINJASAT,1 58341U 23174CP  24246.19106647  .00038601  00000-0  14594-2 0  9993,2 58341  97.4502 321.0207 0007278 287.0434  73.0007 15.26840871 45487,2023-174CP,58341,6863.4,94.312,490.26,480.27,0,35:08.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/3 4:10,638656,15.26918327,0.0007381,97.45,322.0018,283.2218,76.8197,0,999,4563,0.0015062,0.00039943,0,4469210,0 NINJASAT,1 58341U 23174CP  24247.17409304  .00039943  00000-0  15062-2 0  9999,2 58341  97.4500 322.0018 0007381 283.2218  76.8197 15.26918327 45639,2023-174CP,58341,6863.168,94.308,490.099,479.967,0,10:41.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/4 13:12,786976,15.27043641,0.0007421,97.4496,323.3752,277.9161,82.1236,0,999,4584,0.001912,0.00050992,0,4471112,0 NINJASAT,1 58341U 23174CP  24248.55024059  .00050992  00000-0  19120-2 0  9998,2 58341  97.4496 323.3752 0007421 277.9161  82.1236 15.27043641 45840,2023-174CP,58341,6862.793,94.3,489.75,479.565,0,12:20.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/5 4:55,34624,15.27102891,0.000737,97.4493,324.0293,275.3192,84.7206,0,999,4594,0.0018178,0.00048547,0,4471787,0 NINJASAT,1 58341U 23174CP  24249.20550966  .00048547  00000-0  18178-2 0  9997,2 58341  97.4493 324.0293 0007370 275.3192  84.7206 15.27102891 45943,2023-174CP,58341,6862.615,94.296,489.538,479.422,0,55:56.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/6 4:31,594304,15.2719309,0.0007414,97.4489,325.0105,271.4513,88.5877,0,999,4609,0.001694,0.0004534,0,4473645,0 NINJASAT,1 58341U 23174CP  24250.18836336  .00045340  00000-0  16940-2 0  9997,2 58341  97.4489 325.0105 0007414 271.4513  88.5877 15.27193090 46098,2023-174CP,58341,6862.345,94.291,489.298,479.122,0,31:14.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/7 4:06,161792,15.27285215,0.0007538,97.4484,325.9914,267.7227,92.3149,0,999,4624,0.0018028,0.00048413,0,4475400,0 NINJASAT,1 58341U 23174CP  24251.17115928  .00048413  00000-0  18028-2 0  9997,2 58341  97.4484 325.9914 0007538 267.7227  92.3149 15.27285215 46240,2023-174CP,58341,6862.069,94.285,489.107,478.761,0,06:28.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/8 3:41,534048,15.27380536,0.0007551,97.4481,326.9724,264.0365,96.0014,0,999,4639,0.0018408,0.00049585,0,4477413,0 NINJASAT,1 58341U 23174CP  24252.15389507  .00049585  00000-0  18408-2 0  9995,2 58341  97.4481 326.9724 0007551 264.0365  96.0014 15.27380536 46395,2023-174CP,58341,6861.783,94.279,488.83,478.467,0,41:36.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/9 4:50,718912,15.27480185,0.0007572,97.4479,328.0189,259.8156,100.2229,0,999,4655,0.0018155,0.00049047,0,4479338,0 NINJASAT,1 58341U 23174CP  24253.20208008  .00049047  00000-0  18155-2 0  9990,2 58341  97.4479 328.0189 0007572 259.8156 100.2229 15.27480185 46558,2023-174CP,58341,6861.485,94.273,488.546,478.154,0,50:59.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/10 4:25,104544,15.275794,0.0007632,97.4476,329,256.2485,103.7905,0,999,4670,0.0018692,0.00050664,0,4481305,0 NINJASAT,1 58341U 23174CP  24254.18468871  .00050664  00000-0  18692-2 0  9997,2 58341  97.4476 329.0000 0007632 256.2485 103.7905 15.27579400 46706,2023-174CP,58341,6861.188,94.267,488.289,477.816,0,25:57.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/11 4:00,288896,15.27669909,0.0007709,97.4475,329.9812,252.9143,107.1252,0,999,4685,0.0017529,0.00047619,0,4483217,0 NINJASAT,1 58341U 23174CP  24255.16723714  .00047619  00000-0  17529-2 0  9990,2 58341  97.4475 329.9812 0007709 252.9143 107.1252 15.27669909 46857,2023-174CP,58341,6860.917,94.261,488.071,477.493,0,00:49.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/12 3:35,644352,15.27757486,0.0007736,97.4478,330.9621,249.3405,110.7005,0,999,4700,0.0017803,0.000485,0,4485267,0 NINJASAT,1 58341U 23174CP  24256.14972968  .00048500  00000-0  17803-2 0  9991,2 58341  97.4478 330.9621 0007736 249.3405 110.7005 15.27757486 47003,2023-174CP,58341,6860.655,94.256,487.827,477.212,0,35:36.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/13 4:44,826944,15.27886954,0.0007785,97.448,332.0086,244.7453,115.298,0,999,4716,0.0023158,0.00063486,0,4487550,0 NINJASAT,1 58341U 23174CP  24257.19764846  .00063486  00000-0  23158-2 0  9991,2 58341  97.4480 332.0086 0007785 244.7453 115.2980 15.27886954 47162,2023-174CP,58341,6860.267,94.248,487.473,476.791,0,44:36.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/14 2:44,804832,15.27974451,0.000789,97.448,332.9247,241.8362,118.2081,0,999,4730,0.0024168,0.00066462,0,4489547,0 NINJASAT,1 58341U 23174CP  24258.11451163  .00066462  00000-0  24168-2 0  9998,2 58341  97.4480 332.9247 0007890 241.8362 118.2081 15.27974451 47305,2023-174CP,58341,6860.005,94.242,487.283,476.458,0,44:53.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/15 3:53,320832,15.28057901,0.0007906,97.4482,333.972,238.4074,121.6394,0,999,4746,0.0015319,0.00042071,0,4491812,0 NINJASAT,1 58341U 23174CP  24259.16229538  .00042071  00000-0  15319-2 0  9991,2 58341  97.4482 333.9720 0007906 238.4074 121.6394 15.28057901 47469,2023-174CP,58341,6859.755,94.237,487.044,476.197,0,53:42.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/16 5:02,982880,15.28137531,0.0007916,97.4485,335.0191,234.1469,125.9036,0,999,4762,0.0013772,0.00037885,0,4493741,0 NINJASAT,1 58341U 23174CP  24260.21002295  .00037885  00000-0  13772-2 0  9996,2 58341  97.4485 335.0191 0007916 234.1469 125.9036 15.28137531 47625,2023-174CP,58341,6859.517,94.232,486.812,475.952,0,02:26.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/17 4:36,444256,15.28248428,0.0007959,97.4482,336.001,230.3557,129.698,0,999,4777,0.0029781,0.00082781,0,4496057,0 NINJASAT,1 58341U 23174CP  24261.19221579  .00082781  00000-0  29781-2 0  9994,2 58341  97.4482 336.0010 0007959 230.3557 129.6980 15.28248428 47779,2023-174CP,58341,6859.185,94.226,486.51,475.591,0,36:47.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/18 4:11,852960,15.28314799,0.0008064,97.4479,336.9828,227.2353,132.8209,0,999,4792,0.0016587,0.00045942,0,4497973,0 NINJASAT,1 58341U 23174CP  24262.17435015  .00045942  00000-0  16587-2 0  9993,2 58341  97.4479 336.9828 0008064 227.2353 132.8209 15.28314799 47920,2023-174CP,58341,6858.987,94.221,486.383,475.321,0,11:03.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/19 3:45,190496,15.28374579,0.0008105,97.4475,337.9648,223.7721,136.2877,0,999,4807,0.00118,0.00032664,0,4498833,0 NINJASAT,1 58341U 23174CP  24263.15643739  .00032664  00000-0  11800-2 0  9996,2 58341  97.4475 337.9648 0008105 223.7721 136.2877 15.28374579 48071,2023-174CP,58341,6858.808,94.218,486.232,475.114,0,45:16.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/20 4:53,336160,15.28446348,0.0008182,97.447,339.012,219.2997,140.7649,0,999,4823,0.0012135,0.00033672,0,4499739,0 NINJASAT,1 58341U 23174CP  24264.20395065  .00033672  00000-0  12135-2 0  9991,2 58341  97.4470 339.0120 0008182 219.2997 140.7649 15.28446348 48233,2023-174CP,58341,6858.593,94.213,486.07,474.846,0,53:41.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/21 4:27,348704,15.28506419,0.0008254,97.4463,339.994,216.0827,143.9857,0,999,4838,0.0012326,0.00034269,0,4500638,0 NINJASAT,1 58341U 23174CP  24265.18595311  .00034269  00000-0  12326-2 0  9990,2 58341  97.4463 339.9940 0008254 216.0827 143.9857 15.28506419 48389,2023-174CP,58341,6858.413,94.21,485.939,474.618,0,27:46.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/22 4:01,307872,15.28559786,0.0008312,97.446,340.9756,212.6282,147.4445,0,999,4853,0.0011396,0.00031719,0,4501681,0 NINJASAT,1 58341U 23174CP  24266.16792023  .00031719  00000-0  11396-2 0  9991,2 58341  97.4460 340.9756 0008312 212.6282 147.4445 15.28559786 48539,2023-174CP,58341,6858.254,94.206,485.819,474.418,0,01:48.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/23 3:35,116896,15.28618162,0.000836,97.4459,341.9573,208.9831,151.0946,0,999,4868,0.0011668,0.0003254,0,4502611,0 NINJASAT,1 58341U 23174CP  24267.14985089  .00032540  00000-0  11668-2 0  9991,2 58341  97.4459 341.9573 0008360 208.9831 151.0946 15.28618162 48683,2023-174CP,58341,6858.079,94.203,485.678,474.211,0,35:47.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/24 4:43,986688,15.2868923,0.0008426,97.4458,343.0044,205.1758,154.9072,0,999,4884,0.0012668,0.00035426,0,4503562,0 NINJASAT,1 58341U 23174CP  24268.19719892  .00035426  00000-0  12668-2 0  9991,2 58341  97.4458 343.0044 0008426 205.1758 154.9072 15.28689230 48842,2023-174CP,58341,6857.867,94.198,485.51,473.953,0,43:58.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/25 4:17,930720,15.28771951,0.000851,97.4457,343.9861,202.1334,157.954,0,999,4899,0.0016329,0.00045866,0,4504667,0 NINJASAT,1 58341U 23174CP  24269.17903855  .00045866  00000-0  16329-2 0  9991,2 58341  97.4457 343.9861 0008510 202.1334 157.9540 15.28771951 48999,2023-174CP,58341,6857.619,94.193,485.32,473.648,0,17:48.9
