COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,datetime
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/4 4:26,689568,15.22245441,0.0008328,97.4567,231.5192,238.4047,121.6376,0,999,3177,0.00092596,0.00021287,0,4335724,0 NINJASAT,1 58341U 23174CP  24156.18483437  .00021287  00000-0  92596-3 0  9998,2 58341  97.4567 231.5192 0008328 238.4047 121.6376 15.22245441 31777,2023-174CP,58341,6877.206,94.597,504.799,493.344,0,26:09.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/5 4:06,594144,15.222849,0.0008454,97.4567,232.4972,234.9308,125.1135,0,999,3192,0.00099569,0.00022927,0,4336679,0 NINJASAT,1 58341U 23174CP  24157.17084021  .00022927  00000-0  99569-3 0  9993,2 58341  97.4567 232.4972 0008454 234.9308 125.1135 15.22284900 31926,2023-174CP,58341,6877.087,94.595,504.766,493.139,0,06:00.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/6 3:45,133952,15.22327471,0.0008533,97.4568,233.4752,231.1336,128.9139,0,999,3207,0.00099336,0.00022903,0,4337693,0 NINJASAT,1 58341U 23174CP  24158.15681868  .00022903  00000-0  99336-3 0  9990,2 58341  97.4568 233.4752 0008533 231.1336 128.9139 15.22327471 32075,2023-174CP,58341,6876.959,94.592,504.692,492.956,0,45:49.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/7 0:16,208192,15.22363986,0.0008564,97.4566,234.3229,227.4248,132.6267,0,999,3220,0.00088329,0.00020372,0,4338240,0 NINJASAT,1 58341U 23174CP  24159.01131028  .00020372  00000-0  88329-3 0  9992,2 58341  97.4566 234.3229 0008564 227.4248 132.6267 15.22363986 32206,2023-174CP,58341,6876.849,94.59,504.604,492.825,0,16:17.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/8 4:39,574368,15.22423336,0.000865,97.456,235.4967,223.143,136.9129,0,999,3238,0.0010956,0.00025347,0,4339204,0 NINJASAT,1 58341U 23174CP  24160.19441637  .00025347  00000-0  10956-2 0  9990,2 58341  97.4560 235.4967 0008650 223.1430 136.9129 15.22423336 32382,2023-174CP,58341,6876.671,94.586,504.484,492.587,0,39:57.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/9 4:19,113536,15.22470071,0.0008794,97.4558,236.475,219.9065,140.1526,0,999,3253,0.00091494,0.00021174,0,4340240,0 NINJASAT,1 58341U 23174CP  24161.18030224  .00021174  00000-0  91494-3 0  9997,2 58341  97.4558 236.4750 0008794 219.9065 140.1526 15.22470071 32539,2023-174CP,58341,6876.53,94.583,504.442,492.348,0,19:38.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/10 3:59,249920,15.22513316,0.0008904,97.4556,237.4532,216.409,143.6541,0,999,3268,0.00095766,0.00022198,0,4341115,0 NINJASAT,1 58341U 23174CP  24162.16616030  .00022198  00000-0  95766-3 0  9994,2 58341  97.4556 237.4532 0008904 216.4090 143.6541 15.22513316 32680,2023-174CP,58341,6876.4,94.58,504.387,492.142,0,59:16.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/11 3:38,75104,15.22557163,0.0008966,97.4556,238.4314,212.6274,147.4409,0,999,3283,0.0010967,0.00025476,0,4342044,0 NINJASAT,1 58341U 23174CP  24163.15199161  .00025476  00000-0  10967-2 0  9996,2 58341  97.4556 238.4314 0008966 212.6274 147.4409 15.22557163 32839,2023-174CP,58341,6876.268,94.578,504.298,491.967,0,38:52.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/12 4:53,642432,15.22597868,0.0009035,97.4554,239.4749,208.4207,151.6538,0,999,3299,0.00081081,0.00018822,0,4342549,0 NINJASAT,1 58341U 23174CP  24164.20351438  .00018822  00000-0  81081-3 0  9993,2 58341  97.4554 239.4749 0009035 208.4207 151.6538 15.22597868 32990,2023-174CP,58341,6876.145,94.575,504.223,491.797,0,53:03.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/13 4:32,960992,15.22629137,0.0009155,97.4554,240.453,205.1298,154.9494,0,999,3314,0.00066068,0.00015331,0,4343527,0 NINJASAT,1 58341U 23174CP  24165.18929353  .00015331  00000-0  66068-3 0  9998,2 58341  97.4554 240.4530 0009155 205.1298 154.9494 15.22629137 33147,2023-174CP,58341,6876.051,94.573,504.211,491.621,0,32:35.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/14 13:39,944544,15.22672996,0.0009284,97.4554,241.8224,200.7292,159.3569,0,999,3335,0.0007083,0.00016466,0,4344169,0 NINJASAT,1 58341U 23174CP  24166.56935121  .00016466  00000-0  70830-3 0  9993,2 58341  97.4554 241.8224 0009284 200.7292 159.3569 15.22672996 33356,2023-174CP,58341,6875.919,94.571,504.167,491.4,0,39:51.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/15 13:19,88256,15.22707714,0.0009384,97.4557,242.8007,197.1926,162.8994,0,999,3350,0.00079772,0.00018578,0,4344172,0 NINJASAT,1 58341U 23174CP  24167.55508204  .00018578  00000-0  79772-3 0  9991,2 58341  97.4557 242.8007 0009384 197.1926 162.8994 15.22707714 33508,2023-174CP,58341,6875.814,94.568,504.132,491.227,0,19:19.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/16 12:58,141952,15.22745002,0.0009461,97.4561,243.7788,193.5652,166.5332,0,999,3365,0.00080517,0.00018774,0,4344175,0 NINJASAT,1 58341U 23174CP  24168.54078868  .00018774  00000-0  80517-3 0  9996,2 58341  97.4561 243.7788 0009461 193.5652 166.5332 15.22745002 33656,2023-174CP,58341,6875.702,94.566,504.072,491.062,0,58:44.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/17 18:56,76064,15.22785806,0.0009568,97.4562,245.0179,189.201,170.9053,0,999,3384,0.00067619,0.00015768,0,4344228,0 NINJASAT,1 58341U 23174CP  24169.78931801  .00015768  00000-0  67619-3 0  9996,2 58341  97.4562 245.0179 0009568 189.2010 170.9053 15.22785806 33840,2023-174CP,58341,6875.579,94.564,504.023,490.866,0,56:37.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/18 2:49,236704,15.22796073,0.000962,97.4562,245.344,188.136,171.9722,0,999,3389,0.00067327,0.00015705,0,4344551,0 NINJASAT,1 58341U 23174CP  24170.11787311  .00015705  00000-0  67327-3 0  9997,2 58341  97.4562 245.3440 0009620 188.1360 171.9722 15.22796073 33896,2023-174CP,58341,6875.548,94.563,504.028,490.799,0,49:44.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/19 4:03,850432,15.22827902,0.0009719,97.4563,246.3876,184.9304,175.1838,0,999,3405,0.00063909,0.00014917,0,4345521,0 NINJASAT,1 58341U 23174CP  24171.16923438  .00014917  00000-0  63909-3 0  9991,2 58341  97.4563 246.3876 0009719 184.9304 175.1838 15.22827902 34051,2023-174CP,58341,6875.453,94.561,504,490.635,0,03:41.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/20 3:43,374016,15.22856399,0.0009812,97.4565,247.3659,181.6221,178.4985,0,999,3420,0.00056634,0.00013219,0,4346492,0 NINJASAT,1 58341U 23174CP  24172.15486544  .00013219  00000-0  56634-3 0  9994,2 58341  97.4565 247.3659 0009812 181.6221 178.4985 15.22856399 34207,2023-174CP,58341,6875.367,94.559,503.978,490.486,0,43:00.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/21 4:56,243168,15.22890445,0.0009904,97.4565,248.4097,177.8609,182.2672,0,999,3436,0.00061236,0.00014316,0,4347398,0 NINJASAT,1 58341U 23174CP  24173.20618337  .00014316  00000-0  61236-3 0  9991,2 58341  97.4565 248.4097 0009904 177.8609 182.2672 15.22890445 34367,2023-174CP,58341,6875.264,94.557,503.939,490.32,0,56:54.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/22 4:36,335808,15.22918568,0.0009981,97.4563,249.3881,174.625,185.5096,0,999,3451,0.00057924,0.00013548,0,4348132,0 NINJASAT,1 58341U 23174CP  24174.19177472  .00013548  00000-0  57924-3 0  9995,2 58341  97.4563 249.3881 0009981 174.6250 185.5096 15.22918568 34518,2023-174CP,58341,6875.18,94.555,503.907,490.183,0,36:09.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/23 4:15,917312,15.22946022,0.0010067,97.4559,250.3666,171.6711,188.4695,0,999,3466,0.00059757,0.00013992,0,4348989,0 NINJASAT,1 58341U 23174CP  24175.17734858  .00013992  00000-0  59757-3 0  9990,2 58341  97.4559 250.3666 0010067 171.6711 188.4695 15.22946022 34661,2023-174CP,58341,6875.097,94.554,503.883,490.041,0,15:22.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/24 3:54,863264,15.22977758,0.0010136,97.4556,251.3452,168.6665,191.4801,0,999,3481,0.00069788,0.00016373,0,4349880,0 NINJASAT,1 58341U 23174CP  24176.16290351  .00016373  00000-0  69788-3 0  9996,2 58341  97.4556 251.3452 0010136 168.6665 191.4801 15.22977758 34813,2023-174CP,58341,6875.002,94.552,503.835,489.898,0,54:34.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/25 3:33,7776,15.23009486,0.0010197,97.4555,252.3238,165.2639,194.8896,0,999,3496,0.00067186,0.00015774,0,4350651,0 NINJASAT,1 58341U 23174CP  24177.14843759  .00015774  00000-0  67186-3 0  9995,2 58341  97.4555 252.3238 0010197 165.2639 194.8896 15.23009486 34968,2023-174CP,58341,6874.906,94.55,503.781,489.761,0,33:45.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/26 3:12,188416,15.23045813,0.0010304,97.4553,253.3024,162.0634,198.0968,0,999,3511,0.00073376,0.00017256,0,4351459,0 NINJASAT,1 58341U 23174CP  24178.13394894  .00017256  00000-0  73376-3 0  9991,2 58341  97.4553 253.3024 0010304 162.0634 198.0968 15.23045813 35118,2023-174CP,58341,6874.797,94.547,503.746,489.578,0,12:53.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/27 4:26,568960,15.23088583,0.0010346,97.4549,254.3464,158.837,201.3296,0,999,3527,0.0008149,0.00019202,0,4352103,0 NINJASAT,1 58341U 23174CP  24179.18513390  .00019202  00000-0  81490-3 0  9990,2 58341  97.4549 254.3464 0010346 158.8370 201.3296 15.23088583 35278,2023-174CP,58341,6874.668,94.545,503.646,489.421,0,26:35.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/28 4:05,280128,15.23132952,0.0010363,97.4549,255.325,156.0515,204.1206,0,999,3542,0.0010121,0.00023912,0,4353152,0 NINJASAT,1 58341U 23174CP  24180.17059352  .00023912  00000-0  10121-2 0  9999,2 58341  97.4549 255.3250 0010363 156.0515 204.1206 15.23132952 35421,2023-174CP,58341,6874.535,94.542,503.524,489.275,0,05:39.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/29 3:44,152192,15.23187247,0.0010388,97.4551,256.3036,152.8583,207.3199,0,999,3557,0.0011226,0.00026583,0,4354046,0 NINJASAT,1 58341U 23174CP  24181.15602028  .00026583  00000-0  11226-2 0  9996,2 58341  97.4551 256.3036 0010388 152.8583 207.3199 15.23187247 35572,2023-174CP,58341,6874.371,94.539,503.377,489.095,0,44:40.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/6/30 3:23,153184,15.23233408,0.0010486,97.4555,257.2821,149.5522,210.6326,0,999,3572,0.0009954,0.00023586,0,4355076,0 NINJASAT,1 58341U 23174CP  24182.14141381  .00023586  00000-0  99540-3 0  9992,2 58341  97.4555 257.2821 0010486 149.5522 210.6326 15.23233408 35720,2023-174CP,58341,6874.232,94.536,503.306,488.889,0,23:38.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/1 4:37,348384,15.23276879,0.0010526,97.4556,258.326,146.3782,213.8124,0,999,3588,0.00084062,0.00019924,0,4356015,0 NINJASAT,1 58341U 23174CP  24183.19246931  .00019924  00000-0  84062-3 0  9999,2 58341  97.4556 258.3260 0010526 146.3782 213.8124 15.23276879 35885,2023-174CP,58341,6874.102,94.533,503.202,488.731,0,37:09.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/2 4:16,379648,15.23317579,0.0010505,97.4558,259.3045,143.7406,216.4545,0,999,3603,0.00075414,0.00017883,0,4357068,0 NINJASAT,1 58341U 23174CP  24184.17780532  .00017883  00000-0  75414-3 0  9991,2 58341  97.4558 259.3045 0010505 143.7406 216.4545 15.23317579 36037,2023-174CP,58341,6873.979,94.531,503.065,488.623,0,16:02.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/3 3:54,189568,15.23357764,0.0010548,97.4559,260.283,140.6693,219.5312,0,999,3618,0.00079164,0.00018801,0,4357929,0 NINJASAT,1 58341U 23174CP  24185.16311562  .00018801  00000-0  79164-3 0  9991,2 58341  97.4559 260.2830 0010548 140.6693 219.5312 15.23357764 36184,2023-174CP,58341,6873.858,94.528,502.974,488.473,0,54:53.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/4 3:33,787648,15.23397112,0.0010585,97.4561,261.2617,137.5791,222.6266,0,999,3633,0.00078013,0.00018548,0,4359208,0 NINJASAT,1 58341U 23174CP  24186.14840032  .00018548  00000-0  78013-3 0  9999,2 58341  97.4561 261.2617 0010585 137.5791 222.6266 15.23397112 36337,2023-174CP,58341,6873.74,94.526,502.881,488.329,0,33:41.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/5 4:47,211872,15.23438789,0.0010596,97.4561,262.3058,134.1135,226.0975,0,999,3649,0.00076855,0.00018293,0,4361099,0 NINJASAT,1 58341U 23174CP  24187.19934273  .00018293  00000-0  76855-3 0  9995,2 58341  97.4561 262.3058 0010596 134.1135 226.0975 15.23438789 36493,2023-174CP,58341,6873.614,94.523,502.763,488.196,0,47:03.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/6 4:25,254080,15.23477084,0.0010602,97.4557,263.2848,131.3143,228.9008,0,999,3664,0.000725,0.0001727,0,4363191,0 NINJASAT,1 58341U 23174CP  24188.18457470  .00017270  00000-0  72500-3 0  9991,2 58341  97.4557 263.2848 0010602 131.3143 228.9008 15.23477084 36647,2023-174CP,58341,6873.499,94.521,502.652,488.077,0,25:47.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/7 4:04,293536,15.23511888,0.0010564,97.4555,264.2636,128.5343,231.6842,0,999,3679,0.00068036,0.00016217,0,4364855,0 NINJASAT,1 58341U 23174CP  24189.16978349  .00016217  00000-0  68036-3 0  9992,2 58341  97.4555 264.2636 0010564 128.5343 231.6842 15.23511888 36792,2023-174CP,58341,6873.395,94.518,502.521,487.999,0,04:29.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/8 2:08,804608,15.23544601,0.0010579,97.4553,265.1773,125.8118,234.4104,0,999,3693,0.00070856,0.0001691,0,4366548,0 NINJASAT,1 58341U 23174CP  24190.08929172  .00016910  00000-0  70856-3 0  9998,2 58341  97.4553 265.1773 0010579 125.8118 234.4104 15.23544601 36935,2023-174CP,58341,6873.296,94.516,502.432,487.89,0,08:34.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/9 4:56,951168,15.23585852,0.0010642,97.4551,266.287,122.2294,237.9976,0,999,3710,0.00069004,0.00016485,0,4368712,0 NINJASAT,1 58341U 23174CP  24191.20580962  .00016485  00000-0  69004-3 0  9993,2 58341  97.4551 266.2870 0010642 122.2294 237.9976 15.23585852 37108,2023-174CP,58341,6873.172,94.514,502.352,487.723,0,56:22.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/10 4:34,933120,15.23619615,0.0010631,97.4547,267.2659,119.3876,240.8424,0,999,3725,0.00064337,0.00015379,0,4370187,0 NINJASAT,1 58341U 23174CP  24192.19094830  .00015379  00000-0  64337-3 0  9991,2 58341  97.4547 267.2659 0010631 119.3876 240.8424 15.23619615 37252,2023-174CP,58341,6873.071,94.512,502.242,487.629,0,34:57.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/11 4:13,24640,15.23655559,0.0010589,97.4543,268.245,116.4216,243.8109,0,999,3740,0.00072518,0.00017366,0,4372084,0 NINJASAT,1 58341U 23174CP  24193.17606510  .00017366  00000-0  72518-3 0  9992,2 58341  97.4543 268.2450 0010589 116.4216 243.8109 15.23655559 37403,2023-174CP,58341,6872.962,94.51,502.105,487.55,0,13:32.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/12 3:52,996768,15.2369532,0.0010562,97.4542,269.2236,113.7616,246.473,0,999,3755,0.00081457,0.00019544,0,4373344,0 NINJASAT,1 58341U 23174CP  24194.16115737  .00019544  00000-0  81457-3 0  9990,2 58341  97.4542 269.2236 0010562 113.7616 246.4730 15.23695320 37555,2023-174CP,58341,6872.843,94.507,501.967,487.449,0,52:04.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/13 3:30,781248,15.23735404,0.0010598,97.4544,270.2026,110.8134,249.4239,0,999,3770,0.00084388,0.00020276,0,4375461,0 NINJASAT,1 58341U 23174CP  24195.14622432  .00020276  00000-0  84388-3 0  9994,2 58341  97.4544 270.2026 0010598 110.8134 249.4239 15.23735404 37700,2023-174CP,58341,6872.722,94.505,501.871,487.304,0,30:33.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/14 4:43,87232,15.23777936,0.0010575,97.4545,271.2468,107.5262,252.7131,0,999,3786,0.00083936,0.00020193,0,4377232,0 NINJASAT,1 58341U 23174CP  24196.19693388  .00020193  00000-0  83936-3 0  9994,2 58341  97.4545 271.2468 0010575 107.5262 252.7131 15.23777936 37863,2023-174CP,58341,6872.595,94.502,501.727,487.192,0,43:35.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/15 4:22,156864,15.23820883,0.0010471,97.4545,272.226,104.6922,255.5476,0,999,3801,0.00092561,0.00022309,0,4379103,0 NINJASAT,1 58341U 23174CP  24197.18194626  .00022309  00000-0  92561-3 0  9990,2 58341  97.4545 272.2260 0010471 104.6922 255.5476 15.23820883 38011,2023-174CP,58341,6872.465,94.499,501.527,487.134,0,22:00.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/16 4:00,810752,15.23865525,0.0010409,97.4547,273.2048,101.7101,258.5305,0,999,3816,0.00099626,0.00024054,0,4380985,0 NINJASAT,1 58341U 23174CP  24198.16693068  .00024054  00000-0  99626-3 0  9991,2 58341  97.4547 273.2048 0010409 101.7101 258.5305 15.23865525 38168,2023-174CP,58341,6872.331,94.497,501.35,487.043,0,00:22.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/17 3:38,533088,15.23919973,0.0010399,97.455,274.1838,98.5796,261.662,0,999,3831,0.00098646,0.00023855,0,4382644,0 NINJASAT,1 58341U 23174CP  24199.15188117  .00023855  00000-0  98646-3 0  9994,2 58341  97.4550 274.1838 0010399  98.5796 261.6620 15.23919973 38319,2023-174CP,58341,6872.167,94.493,501.179,486.886,0,38:42.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/18 4:51,355648,15.23976161,0.0010397,97.4551,275.2279,95.6455,264.5968,0,999,3847,0.0010582,0.00025644,0,4384486,0 NINJASAT,1 58341U 23174CP  24200.20245782  .00025644  00000-0  10582-2 0  9995,2 58341  97.4551 275.2279 0010397  95.6455 264.5968 15.23976161 38475,2023-174CP,58341,6871.999,94.49,501.008,486.719,0,51:32.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/19 4:29,71456,15.24027543,0.0010274,97.4551,276.2071,92.5528,267.6886,0,999,3862,0.0010698,0.00025965,0,4386227,0 NINJASAT,1 58341U 23174CP  24201.18733879  .00025965  00000-0  10698-2 0  9996,2 58341  97.4551 276.2071 0010274  92.5528 267.6886 15.24027543 38629,2023-174CP,58341,6871.844,94.486,500.769,486.649,0,29:46.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/20 4:07,949888,15.24076953,0.0010169,97.4551,277.1864,89.4006,270.8397,0,999,3877,0.00097795,0.00023757,0,4388072,0 NINJASAT,1 58341U 23174CP  24202.17218692  .00023757  00000-0  97795-3 0  9998,2 58341  97.4551 277.1864 0010169  89.4006 270.8397 15.24076953 38776,2023-174CP,58341,6871.696,94.483,500.548,486.573,0,07:57.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/21 3:46,40192,15.24130315,0.0010114,97.455,278.1656,86.4783,273.7611,0,999,3892,0.0011482,0.00027965,0,4389909,0 NINJASAT,1 58341U 23174CP  24203.15700278  .00027965  00000-0  11482-2 0  9996,2 58341  97.4550 278.1656 0010114  86.4783 273.7611 15.24130315 38925,2023-174CP,58341,6871.535,94.48,500.35,486.45,0,46:05.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/22 4:58,431520,15.24184349,0.00101,97.4547,279.2103,83.3044,276.9342,0,999,3908,0.0010837,0.00026427,0,4391643,0 NINJASAT,1 58341U 23174CP  24204.20743555  .00026427  00000-0  10837-2 0  9993,2 58341  97.4547 279.2103 0010100  83.3044 276.9342 15.24184349 39081,2023-174CP,58341,6871.373,94.477,500.178,486.298,0,58:42.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/23 4:36,536032,15.24235252,0.0010008,97.4542,280.1898,80.198,280.0387,0,999,3923,0.0010578,0.0002583,0,4393290,0 NINJASAT,1 58341U 23174CP  24205.19218213  .00025830  00000-0  10578-2 0  9999,2 58341  97.4542 280.1898 0010008  80.1980 280.0387 15.24235252 39231,2023-174CP,58341,6871.22,94.474,499.962,486.208,0,36:44.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/24 4:14,107296,15.2427711,0.0009905,97.4538,281.1693,77.0271,283.2072,0,999,3938,0.00096213,0.00023509,0,4395162,0 NINJASAT,1 58341U 23174CP  24206.17689939  .00023509  00000-0  96213-3 0  9997,2 58341  97.4538 281.1693 0009905  77.0271 283.2072 15.24277110 39383,2023-174CP,58341,6871.094,94.471,499.765,486.153,0,14:44.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/25 3:52,374272,15.24317102,0.0009821,97.4536,282.1484,74.1957,286.0362,0,999,3953,0.00086461,0.00021137,0,4396943,0 NINJASAT,1 58341U 23174CP  24207.16158998  .00021137  00000-0  86461-3 0  9992,2 58341  97.4536 282.1484 0009821  74.1957 286.0362 15.24317102 39532,2023-174CP,58341,6870.974,94.469,499.587,486.091,0,52:41.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/26 5:05,58048,15.24360297,0.0009792,97.4534,283.193,71.0299,289.1998,0,999,3969,0.00088695,0.00021714,0,4398838,0 NINJASAT,1 58341U 23174CP  24208.21189882  .00021714  00000-0  88695-3 0  9997,2 58341  97.4534 283.1930 0009792  71.0299 289.1998 15.24360297 39698,2023-174CP,58341,6870.844,94.466,499.437,485.981,0,05:08.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/27 4:43,528096,15.24402185,0.0009745,97.4532,284.1725,67.8888,292.3383,0,999,3984,0.00075169,0.00018406,0,4400791,0 NINJASAT,1 58341U 23174CP  24209.19653389  .00018406  00000-0  75169-3 0  9999,2 58341  97.4532 284.1725 0009745  67.8888 292.3383 15.24402185 39848,2023-174CP,58341,6870.718,94.463,499.279,485.888,0,43:00.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/28 4:20,802720,15.24436749,0.0009632,97.4532,285.1518,64.6732,295.5502,0,999,3999,0.00062265,0.00015243,0,4401978,0 NINJASAT,1 58341U 23174CP  24210.18114355  .00015243  00000-0  62265-3 0  9994,2 58341  97.4532 285.1518 0009632  64.6732 295.5502 15.24436749 39994,2023-174CP,58341,6870.614,94.461,499.097,485.862,0,20:50.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/7/29 3:58,23616,15.24476089,0.0009506,97.4534,286.1309,61.4879,298.7314,0,999,4014,0.00073201,0.0001796,0,4404205,0 NINJASAT,1 58341U 23174CP  24211.16572944  .00017960  00000-0  73201-3 0  9995,2 58341  97.4534 286.1309 0009506  61.4879 298.7314 15.24476089 40148,2023-174CP,58341,6870.496,94.459,498.892,485.83,0,58:39.0
