datetime,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,MgII_Index,n_samples_irr_256,n_samples_irr_284,n_samples_irr_304,n_samples_irr_1175,n_samples_irr_1216,n_samples_irr_1335,n_samples_irr_1405,n_samples_MgII_Index
2024-05-13 12:00:00+00:00,0.0001710797616111111,0.00017812710516666665,0.0005881373133333333,0.00011727720026111112,0.009616523705555555,0.00028543217150000003,0.0001860201513888889,0.3751488052222222,180,180,180,180,180,180,180,180
2024-05-13 15:00:00+00:00,0.00017018576247126437,0.0001795463420689655,0.0005837606214942529,0.00011569174267241379,0.00963673691954023,0.00028398255649425287,0.00018489100574712645,0.3754957314367816,174,174,174,174,174,174,174,174
2024-05-13 18:00:00+00:00,0.0001729458236516854,0.00018420793926966292,0.0005845408399438203,0.00011434612585393259,0.009666697081460673,0.00028276310707865167,0.00018392896910112357,0.37591644528089885,178,178,178,178,178,178,178,178
2024-05-13 21:00:00+00:00,0.0001729941683888889,0.00018189177722222223,0.0005813124502222222,0.00011319854076111111,0.009662652786111111,0.0002812099996111111,0.0001826913836111111,0.3759013909444444,180,180,180,180,180,180,180,180
2024-05-14 00:00:00+00:00,0.0001735730303888889,0.00018105014788888892,0.0005853256986666667,0.00011428059716666667,0.00968202035,0.0002820804778333333,0.00018102522427777777,0.3761034334444444,180,180,180,180,180,180,180,180
2024-05-14 03:00:00+00:00,0.0001732246293888889,0.0001796355235,0.0005806896676111112,0.00011256852071111112,0.009669013433333333,0.00028036959205555555,0.00017853745450000002,0.37686460388888887,180,180,180,180,180,180,180,180
2024-05-14 06:00:00+00:00,0.00017261720716666665,0.000177359872,0.0005801160726666666,0.00011129132597222223,0.009597049983333333,0.00028065628922222224,0.00017992046105555555,0.37776985105555555,180,180,180,180,180,180,180,180
2024-05-14 09:00:00+00:00,0.00017303781777777778,0.0001793291083888889,0.0005877596415,0.00011226235277777778,0.009621509769444444,0.0002845792449444444,0.00017863926366666665,0.37870271872222216,180,180,180,180,180,180,180,180
2024-05-14 12:00:00+00:00,0.00017067424972222223,0.00017885585005555555,0.0005848897312222222,0.00011271277650555555,0.009702909344444444,0.00028121924877777776,0.00017712410922222224,0.37853216744444446,180,180,180,180,180,180,180,180
2024-05-14 15:00:00+00:00,0.00017147885022222222,0.00017952710377777778,0.0005920533477222223,0.00011799154073888889,0.00979090256388889,0.00028779449900000003,0.00018330677716666666,0.38018951288888886,180,180,180,180,180,180,180,180
2024-05-14 18:00:00+00:00,0.00016957687983146068,0.00018031559803370785,0.000597243453258427,0.00011863009537078651,0.009854856567415731,0.0002877055869662921,0.00018061172971910113,0.3808720541011236,178,178,178,178,178,178,178,178
2024-05-14 21:00:00+00:00,0.00016864222366666667,0.00018116231066666664,0.0005921592134444444,0.00011759227892777777,0.009875576213888888,0.0002847286558333333,0.00017662301883333332,0.3811561020555555,180,180,180,180,180,180,180,180
2024-05-15 00:00:00+00:00,0.00017189925527777777,0.00018314546616666667,0.0005921594098888889,0.00011585276036666667,0.00987352873611111,0.0002840112199444444,0.00017697570227777777,0.38127751400000004,180,180,180,180,180,180,180,180
2024-05-15 03:00:00+00:00,0.0001733354265,0.00018419382,0.0005900532946111111,0.00011655354172222222,0.009844708422222221,0.0002834126798333333,0.00017654589155555555,0.3815505048888889,180,180,180,180,180,180,180,180
2024-05-15 06:00:00+00:00,0.00017562898400000002,0.00018536983627777777,0.0005928145406666667,0.00011403018040555556,0.009782109080555556,0.0002849628273888889,0.00017944887250000003,0.38265452761111113,180,180,180,180,180,180,180,180
2024-05-15 09:00:00+00:00,0.00017483256633333335,0.00018427925505555556,0.0005984367637222222,0.00011634507644444444,0.009819944858333334,0.00028677096322222225,0.0001800447823888889,0.3839182843888889,180,180,180,180,180,180,180,180
2024-05-15 12:00:00+00:00,0.0001781307931111111,0.00018537756588888886,0.0005990277415555556,0.00011611111192222221,0.009927613077777777,0.0002868236207777778,0.00018320346555555556,0.38456875711111116,180,180,180,180,180,180,180,180
2024-05-15 15:00:00+00:00,0.00017634018772222224,0.00018322807161111113,0.0006026697450555556,0.00011625617282777778,0.009990861855555555,0.00028778002566666667,0.00018134608977777778,0.3856907378888889,180,180,180,180,180,180,180,180
2024-05-15 18:00:00+00:00,0.0001742710485,0.00018392967785714286,0.000601010988,0.00011671270725,0.01000200265,0.00028845243692857147,0.0001810976204285714,0.38601543128571425,140,140,140,140,140,140,140,140
2024-05-15 21:00:00+00:00,0.000173456756,0.0001836682416111111,0.000598200673,0.00011626480848333334,0.010001542755555556,0.0002884419776111111,0.00018043860927777778,0.3860286841111111,180,180,180,180,180,180,180,180
2024-05-16 00:00:00+00:00,0.00017435482166666666,0.00018413738049999999,0.0006006366488888889,0.00011540554734444444,0.010024216086111112,0.00028794200872222223,0.00018132143544444447,0.3857732170555555,180,180,180,180,180,180,180,180
2024-05-16 03:00:00+00:00,0.00017518029961111114,0.00018485232994444446,0.0005995107602222222,0.00011497503718333333,0.010002366766666666,0.0002871261181666667,0.0001806159265,0.38593840444444444,180,180,180,180,180,180,180,180
2024-05-16 06:00:00+00:00,0.0001753321006111111,0.00018386639055555557,0.0006001395272777777,0.00011420313411666666,0.009913266880555556,0.00028837595561111113,0.00018147118,0.3869244438888889,180,180,180,180,180,180,180,180
2024-05-16 09:00:00+00:00,0.00017490491477777778,0.00018307972577777777,0.0006025880156666667,0.00011516910222777778,0.009943730141666666,0.00028975535372222224,0.00018339405833333333,0.3881489417777778,180,180,180,180,180,180,180,180
2024-05-16 12:00:00+00:00,0.00017512023094444447,0.000184231799,0.0006070812651666667,0.00011767467686666666,0.010072942805555556,0.0002915234302777778,0.0001843504257777778,0.38848591122222226,180,180,180,180,180,180,180,180
2024-05-16 15:00:00+00:00,0.0001754213675,0.00018479693805555558,0.0006172266286666667,0.00011894623872222222,0.010192636758333333,0.00029604819944444445,0.00018398145477777777,0.38962557405555553,180,180,180,180,180,180,180,180
2024-05-16 18:00:00+00:00,0.00017600928943820225,0.00018677693949438202,0.0006179912906741573,0.00011791867334831461,0.010195316426966292,0.00029551691129213486,0.00018422306758426966,0.3901099355617978,178,178,178,178,178,178,178,178
2024-05-16 21:00:00+00:00,0.00017628615966666666,0.00018610417655555558,0.0006172209368333333,0.00011738385280555557,0.0101956575,0.00029342698827777776,0.00018355737072222223,0.3898847252777778,180,180,180,180,180,180,180,180
2024-05-17 00:00:00+00:00,0.00017666927888888888,0.00018519964538888888,0.0006213118061666667,0.00011918345837777777,0.010226170522222222,0.0002958701747777778,0.00018339267455555556,0.3900486782222222,180,180,180,180,180,180,180,180
2024-05-17 03:00:00+00:00,0.00017620513811111111,0.0001848964773888889,0.0006096903470555556,0.00011628296172777777,0.010147539230555556,0.00029274259799999997,0.00018357573655555556,0.3896468951111111,180,180,180,180,180,180,180,180
2024-05-17 06:00:00+00:00,0.00017503933250000002,0.0001832976215,0.0006096401061111112,0.00011597928764444443,0.010052250555555555,0.0002925146338888889,0.00018126712383333333,0.3897248507777778,180,180,180,180,180,180,180,180
2024-05-17 09:00:00+00:00,0.00017523850772222223,0.00018476798866666667,0.0006093708418333333,0.00011583133751666666,0.010021075363888889,0.0002912193647222222,0.00018094037850000002,0.39001916711111106,180,180,180,180,180,180,180,180
2024-05-17 12:00:00+00:00,0.00017489802405555558,0.00018451470861111113,0.0006136473027777778,0.00011738131038333334,0.010164220172222222,0.00029430372005555554,0.00018441544666666665,0.39109862061111106,180,180,180,180,180,180,180,180
2024-05-17 15:00:00+00:00,0.00017397296688888888,0.000183772412,0.0006120329522222222,0.00011538067343888889,0.010193131277777778,0.00029373656838888886,0.00018258999755555558,0.39112984133333334,180,180,180,180,180,180,180,180
2024-05-17 18:00:00+00:00,0.0001752876927777778,0.00018553345211111112,0.0006163332759444444,0.00011848341826666667,0.010229798733333333,0.0002968142801111111,0.00018543529266666666,0.3913556418888889,180,180,180,180,180,180,180,180
2024-05-17 21:00:00+00:00,0.0001749014587777778,0.00018810766772222223,0.0006191839447777778,0.00012034259658333333,0.010223435816666666,0.0002994257354444444,0.00018860838194444446,0.3906499428333333,180,180,180,180,180,180,180,180
2024-05-18 00:00:00+00:00,0.00017181945438888888,0.0001838257515,0.0006082020455,0.00011632950243333333,0.01016864288611111,0.0002932676994444444,0.0001817029211111111,0.38941218727777777,180,180,180,180,180,180,180,180
2024-05-18 03:00:00+00:00,0.00017379146711111112,0.00018399672755555553,0.0006134283982222222,0.00011696848605000001,0.010202684711111111,0.0002944179973333333,0.00018298136116666667,0.3901329353888889,180,180,180,180,180,180,180,180
2024-05-18 06:00:00+00:00,0.000172976451,0.00018120714194444444,0.0006047900402222222,0.00011426811179444444,0.010042702652777777,0.00028995051111111114,0.0001794587351111111,0.3891224998333333,180,180,180,180,180,180,180,180
2024-05-18 09:00:00+00:00,0.00017251956466666666,0.00017958993149999998,0.0006013435632777778,0.00011411351951111111,0.010000451866666668,0.00028949551144444443,0.00017866685211111112,0.3886991852777778,180,180,180,180,180,180,180,180
2024-05-18 12:00:00+00:00,0.000172330721,0.0001773500848888889,0.000600060019111111,0.00011629722491111111,0.010065014422222221,0.00028968988872222226,0.0001787943845,0.388077477,180,180,180,180,180,180,180,180
2024-05-18 15:00:00+00:00,0.00017162522444444446,0.00017697546422222222,0.0006011808031111111,0.00011613123346111112,0.010081916011111112,0.000290437273,0.00017824857244444446,0.38787470438888894,180,180,180,180,180,180,180,180
2024-05-18 18:00:00+00:00,0.00017233238005617978,0.00017741348713483149,0.0006044745163483146,0.00011710121978089889,0.010113433351123595,0.00029313511915730336,0.00017888727601123594,0.3875214747752809,178,178,178,178,178,178,178,178
2024-05-18 21:00:00+00:00,0.00017094998311111112,0.00017546241305555556,0.0006019836657222223,0.00011580952113888888,0.010096931016666668,0.00029063768500000003,0.0001782594197777778,0.38642560727777775,180,180,180,180,180,180,180,180
2024-05-19 00:00:00+00:00,0.00017082056227777777,0.000175977862,0.0006051935573333333,0.0001146736303,0.010115391033333334,0.0002889321912777778,0.00017662946966666665,0.3859052332777778,180,180,180,180,180,180,180,180
2024-05-19 03:00:00+00:00,0.00017055946372222222,0.00017562021766666665,0.0006045215723888889,0.00011394721149444443,0.01009827715,0.000288121798,0.0001750889987777778,0.3855779235,180,180,180,180,180,180,180,180
2024-05-19 06:00:00+00:00,0.00017044943211111111,0.00017567941955555556,0.0006036142521111111,0.00011346372306666666,0.009995757847222222,0.0002872964612777778,0.0001750215915,0.3853991543333333,180,180,180,180,180,180,180,180
2024-05-19 09:00:00+00:00,0.0001704529277222222,0.00017618244022222222,0.0006001038306666667,0.0001133147909,0.009945893488888888,0.0002868728937777778,0.00017374413727777778,0.3847057377777778,180,180,180,180,180,180,180,180
2024-05-19 12:00:00+00:00,0.00017117912105555556,0.00017521809294444445,0.0006032016734444445,0.00011365432144444446,0.010040231886111112,0.00028971558644444445,0.00017533712177777777,0.38454697050000003,180,180,180,180,180,180,180,180
2024-05-19 15:00:00+00:00,0.00016967467583333334,0.00017448446961111113,0.0006079567749999999,0.00011532416483333333,0.010103447724999999,0.0002921006136111111,0.00017773671866666666,0.3845952071666667,180,180,180,180,180,180,180,180
2024-05-19 18:00:00+00:00,0.00016800174960674157,0.00017515567713483147,0.0006027549011235955,0.00011486221213483146,0.010040272219101124,0.00028954590219101124,0.00017599441387640448,0.3833059984269663,178,178,178,178,178,178,178,178
2024-05-19 21:00:00+00:00,0.0001686182305,0.00017514881116666668,0.0006019904126111111,0.00011609433627777779,0.010016886494444445,0.0002877704457222222,0.00017838055094444443,0.38170791111111113,180,180,180,180,180,180,180,180
2024-05-20 00:00:00+00:00,0.0001683794167222222,0.00017393563333333332,0.0005944911467222222,0.00011432046625555557,0.009960674922222221,0.00028537181577777777,0.00017544061416666668,0.38099997522222223,180,180,180,180,180,180,180,180
2024-05-20 03:00:00+00:00,0.00016833821172222222,0.0001715974297777778,0.0005978295688888889,0.0001159516479888889,0.009975069213888889,0.0002888766591666667,0.00017815046705555557,0.381197094,180,180,180,180,180,180,180,180
2024-05-20 06:00:00+00:00,0.00016717791483333332,0.00017021886644444443,0.0005969787462222222,0.00011412117633333332,0.00985940881111111,0.00028771863183333333,0.0001775213475,0.38018578,180,180,180,180,180,180,180,180
2024-05-20 09:00:00+00:00,0.0001653484546111111,0.00016859840644444445,0.000587189701,0.0001122364511611111,0.00974962526111111,0.0002847664473888889,0.00017183622911111113,0.3791911025,180,180,180,180,180,180,180,180
2024-05-20 12:00:00+00:00,0.00016557516205555555,0.0001675065368333333,0.0005842080127222223,0.00011382213293888888,0.009792092997222222,0.0002831590107222222,0.00017077770244444443,0.37809178,180,180,180,180,180,180,180,180
2024-05-20 15:00:00+00:00,0.00016663179455555556,0.0001663606193888889,0.0005865896390555555,0.00011439033095555554,0.009820787047222222,0.00028525975694444446,0.00017411285805555554,0.37811998277777775,180,180,180,180,180,180,180,180
2024-05-20 18:00:00+00:00,0.0001652486656741573,0.00016604667949438203,0.0005891750170224719,0.00011523840525842698,0.009815600435393259,0.00028653390769662923,0.00017323584786516853,0.37696424769662923,178,178,178,178,178,178,178,178
2024-05-20 21:00:00+00:00,0.00016390519816666667,0.00016610139144444445,0.0005870225166111111,0.00011516059951111111,0.009788272047222223,0.0002850051851111111,0.0001747874451111111,0.37545468083333333,180,180,180,180,180,180,180,180
2024-05-21 00:00:00+00:00,0.00016449985072222224,0.00016497122983333333,0.0005844421092222222,0.00011412995835,0.009767707863888888,0.00028463660283333333,0.00017662789505555555,0.37483731649999996,180,180,180,180,180,180,180,180
2024-05-21 03:00:00+00:00,0.00016478602394444445,0.00016411057744444445,0.0005816799590555556,0.00011464630943333334,0.009708075680555555,0.00028212130705555555,0.0001752304676666667,0.37382950900000006,180,180,180,180,180,180,180,180
2024-05-21 06:00:00+00:00,0.00016372181477777777,0.00016221025322222222,0.0005766943537222223,0.00011353629293888889,0.009563342763888889,0.00028046994811111115,0.00017576350999999997,0.3729608105555555,180,180,180,180,180,180,180,180
2024-05-21 09:00:00+00:00,0.00016348478627777776,0.00016086831827777777,0.0005767774215555555,0.00011404750268333334,0.009534532986111111,0.00028193486061111114,0.00017594126094444443,0.37237537900000006,180,180,180,180,180,180,180,180
2024-05-21 12:00:00+00:00,0.0001642360415,0.00016000649577777777,0.0005775144617222222,0.00011545557152222223,0.009604899691666667,0.00028202655394444446,0.00017837155333333334,0.3717187603333333,180,180,180,180,180,180,180,180
2024-05-21 15:00:00+00:00,0.00016387571427777778,0.0001591776191111111,0.0005767726260555555,0.00011523640601111112,0.009587339605555556,0.0002816214948888889,0.00017830074938888889,0.3709181267777778,180,180,180,180,180,180,180,180
2024-05-21 18:00:00+00:00,0.00016285591342696628,0.00015770017028089888,0.0005730210206179775,0.00011315402178651684,0.009522634567415731,0.00027980416,0.00017739676162921347,0.369190396235955,178,178,178,178,178,178,178,178
2024-05-21 21:00:00+00:00,0.00016311947572222223,0.00015991211549999998,0.0005732771039444445,0.00011340532686666667,0.009523558144444444,0.0002795810560555556,0.0001771790928888889,0.3682748232777777,180,180,180,180,180,180,180,180
2024-05-22 00:00:00+00:00,0.00016381618977777778,0.00015978409205555556,0.0005695757174444445,0.00011426099887777777,0.009464704580555556,0.00027700121233333334,0.00017568198433333334,0.3666782465,180,180,180,180,180,180,180,180
2024-05-22 03:00:00+00:00,0.0001655228005,0.00015949586211111113,0.0005737326495,0.00011577846880555555,0.009446943294444444,0.00027848414405555553,0.00017723906583333332,0.36612094505555554,180,180,180,180,180,180,180,180
2024-05-22 06:00:00+00:00,0.00016322047561111112,0.00015821601177777779,0.000568125935,0.00011517145821666666,0.009317570241666667,0.0002761507002777778,0.0001754225026111111,0.3651738625555555,180,180,180,180,180,180,180,180
2024-05-22 09:00:00+00:00,0.00016236078905555555,0.0001589226242222222,0.0005688222877777778,0.00011387300326111112,0.009271484988888887,0.0002741517533333333,0.00017642557316666668,0.3643095567222222,180,180,180,180,180,180,180,180
2024-05-22 12:00:00+00:00,0.00016273865538888888,0.00016009794599999998,0.0005691151175555556,0.00011361066517222223,0.00932073903611111,0.00027293932494444444,0.00017470806477777777,0.36364051227777777,180,180,180,180,180,180,180,180
2024-05-22 15:00:00+00:00,0.0001625727443888889,0.00016074386933333332,0.0005661493335,0.00011423189699444444,0.009307750097222223,0.0002725738404444444,0.0001732569913888889,0.3631012330555556,180,180,180,180,180,180,180,180
2024-05-22 18:00:00+00:00,0.00016202705464285713,0.00015921965271428572,0.0005674639849285715,0.00011444975440714285,0.009301774907142856,0.0002720046217142857,0.00017315767014285715,0.3620536288571428,140,140,140,140,140,140,140,140
2024-05-22 21:00:00+00:00,0.0001606814242777778,0.00015998725066666668,0.0005667620916666667,0.00011345840174444444,0.009272868702777777,0.00027170455077777777,0.0001732663201111111,0.3604751288888889,180,180,180,180,180,180,180,180
2024-05-23 00:00:00+00:00,0.00015975861711111112,0.00016007366755555556,0.0005633232717222222,0.00011480335725,0.00923750176111111,0.00027220657066666663,0.00017386749255555555,0.35932452127777775,180,180,180,180,180,180,180,180
2024-05-23 03:00:00+00:00,0.00015923338516666665,0.00016105208655555557,0.0005618796615555556,0.00011414096729444444,0.009211136025,0.0002716613458888889,0.00017177501205555557,0.3586549906111111,180,180,180,180,180,180,180,180
2024-05-23 06:00:00+00:00,0.00015795429805555555,0.00015974490077777777,0.0005635073785555556,0.00011332433546111111,0.009105926472222222,0.000269530445,0.00017145620988888888,0.35758559177777777,180,180,180,180,180,180,180,180
2024-05-23 09:00:00+00:00,0.000155915604,0.00015654756972222222,0.0005502647156666666,0.00011120530111666668,0.008953769525,0.0002644222387222222,0.00016962467294444445,0.35579913494444443,180,180,180,180,180,180,180,180
2024-05-23 12:00:00+00:00,0.00015694080466666666,0.0001567625446111111,0.0005497147917777778,0.00011161669711111112,0.00899510635,0.00026377211422222224,0.00016908470905555554,0.35486236744444444,180,180,180,180,180,180,180,180
2024-05-23 15:00:00+00:00,0.000156956037,0.0001543276606111111,0.0005459568155555556,0.00011074862786111112,0.008962350583333334,0.0002620614071111111,0.00016673321866666666,0.35363328155555557,180,180,180,180,180,180,180,180
2024-05-23 18:00:00+00:00,0.0001568907511235955,0.00015211008904494381,0.0005412824364044944,0.00011126542742696628,0.008910996764044945,0.00025853856078651683,0.00016726949264044943,0.3518263914044944,178,178,178,178,178,178,178,178
2024-05-23 21:00:00+00:00,0.0001572366267777778,0.00014938144588888888,0.0005396009577222223,0.00011016079013888889,0.008887695094444445,0.00025977762316666664,0.00016837376627777778,0.35101248349999997,180,180,180,180,180,180,180,180
2024-05-24 00:00:00+00:00,0.0001567610243888889,0.0001479816485,0.0005334211361666667,0.00010967554353333334,0.008843948683333333,0.00025768652744444443,0.0001687691427222222,0.3500802188888889,180,180,180,180,180,180,180,180
2024-05-24 03:00:00+00:00,0.00015554032955555555,0.00014702623983333334,0.0005292404906111111,0.00010910655426111112,0.008772817269444445,0.0002566300267222222,0.00017040416855555556,0.3488102031111111,180,180,180,180,180,180,180,180
2024-05-24 06:00:00+00:00,0.00015603378794444445,0.00014837179933333334,0.0005373697481111111,0.00010964530560555556,0.00871221466388889,0.0002618579482222222,0.00017061428883333334,0.34872074894444444,180,180,180,180,180,180,180,180
2024-05-24 09:00:00+00:00,0.000154612511,0.00014802438655555557,0.0005242564526666667,0.0001083785778,0.008615292883333334,0.0002552971402222222,0.00016618009861111112,0.3474151476111111,180,180,180,180,180,180,180,180
2024-05-24 12:00:00+00:00,0.00015394823966666666,0.00014839283066666668,0.000519786648,0.00010652994303333333,0.008631815075,0.0002526986018333333,0.00016507749327777777,0.34617345511111114,180,180,180,180,180,180,180,180
2024-05-24 15:00:00+00:00,0.00015088748605555555,0.00014284565511111112,0.0005089139597222222,0.00010546433018888889,0.008549632308333334,0.00024917493855555555,0.00016235574966666668,0.3446666935,180,180,180,180,180,180,180,180
2024-05-24 18:00:00+00:00,0.00015056226494382022,0.00014171116926966291,0.0005087942386516855,0.00010565029992696629,0.008536017047752809,0.0002504819799438202,0.00016301070050561798,0.344189859494382,178,178,178,178,178,178,178,178
2024-05-24 21:00:00+00:00,0.000149494913,0.00014070031794444446,0.0005088831733333334,0.00010592969932777778,0.008534645958333333,0.0002501803916666667,0.0001645922813888889,0.34328361827777776,180,180,180,180,180,180,180,180
2024-05-25 00:00:00+00:00,0.0001492502985,0.0001419437266111111,0.0005058428013333334,0.0001048683797888889,0.008499531636111111,0.0002483577466111111,0.00016338637172222221,0.34218825633333333,180,180,180,180,180,180,180,180
2024-05-25 03:00:00+00:00,0.00014852105294444444,0.0001393907012777778,0.0004981277777222222,0.00010452059368333334,0.008417919322222222,0.00024556698333333334,0.00016071940005555555,0.3410348273888889,180,180,180,180,180,180,180,180
2024-05-25 06:00:00+00:00,0.000148127778,0.00013775326666666667,0.0004985549128333333,0.00010347639149444443,0.008333984652777777,0.0002448869660555556,0.00016176985077777777,0.34109074772222225,180,180,180,180,180,180,180,180
2024-05-25 09:00:00+00:00,0.00014807328466666665,0.000136167052,0.0004955840184444444,0.00010469956156666666,0.008286581294444444,0.0002447216458333333,0.00016063355166666667,0.3407896691666667,180,180,180,180,180,180,180,180
2024-05-25 12:00:00+00:00,0.00014847736666666667,0.00013562637977777777,0.000495624388,0.00010449724767777778,0.008357327069444444,0.00024477988644444447,0.0001615716003888889,0.3407899861111111,180,180,180,180,180,180,180,180
2024-05-25 15:00:00+00:00,0.00014831529522222223,0.00013448336422222223,0.0004954301365555555,0.00010448894361111112,0.008375009172222222,0.0002462809206111111,0.00016333318838888887,0.34096526111111114,180,180,180,180,180,180,180,180
2024-05-25 18:00:00+00:00,0.0001467572008988764,0.00013177031297752808,0.0004946379424719101,0.00010452789870786516,0.008363880848314607,0.0002455225286516854,0.0001621138158988764,0.34038488707865167,178,178,178,178,178,178,178,178
2024-05-25 21:00:00+00:00,0.00014521301522222224,0.00013032480633333332,0.0004949172587222222,0.00010542698048888888,0.008366244777777778,0.00024497071211111113,0.00016257417433333332,0.340029473,180,180,180,180,180,180,180,180
2024-05-26 00:00:00+00:00,0.00014413772927777778,0.00013068129855555555,0.0004965998428888889,0.00010554103098888889,0.008385965502777778,0.0002463368467777778,0.0001633372851111111,0.3401504678888889,180,180,180,180,180,180,180,180
2024-05-26 03:00:00+00:00,0.00014363613533333332,0.00012978577594444446,0.0004922198935,0.0001038408346,0.008322250786111112,0.00024394727227777777,0.0001610702551666667,0.3394785765555555,180,180,180,180,180,180,180,180
2024-05-26 06:00:00+00:00,0.0001429879372222222,0.00012992298444444445,0.0004889308182222222,0.00010310675970555556,0.008218847086111111,0.00024273645727777778,0.00015999072394444445,0.3389694951666667,180,180,180,180,180,180,180,180
2024-05-26 09:00:00+00:00,0.00014381868577777778,0.0001311316211111111,0.0004907309826111111,0.00010350810335,0.008198061716666667,0.0002436836256111111,0.00015972059072222222,0.3388230515555556,180,180,180,180,180,180,180,180
2024-05-26 12:00:00+00:00,0.00014359386088888887,0.0001286391401111111,0.0004899028541111111,0.00010211201041666666,0.008244110977777778,0.00024200498205555556,0.00015908563566666668,0.3384743967222222,180,180,180,180,180,180,180,180
2024-05-26 15:00:00+00:00,0.00014250427133333333,0.00012742425533333334,0.0004900026922777778,0.00010253701197777778,0.008263881808333333,0.00024306421777777777,0.00015841668711111113,0.3387434046666667,180,180,180,180,180,180,180,180
2024-05-26 18:00:00+00:00,0.00014219975898876403,0.00012733366348314606,0.000488914988483146,0.00010317992743258427,0.008277701401685393,0.0002420528049438202,0.00015654367764044943,0.33881771606741573,178,178,178,178,178,178,178,178
2024-05-26 21:00:00+00:00,0.0001425812885,0.00012633091233333333,0.0004890163197222222,0.00010332343537222221,0.008286088411111111,0.0002419067553888889,0.0001579113906111111,0.33847800266666667,180,180,180,180,180,180,180,180
2024-05-27 00:00:00+00:00,0.00014284035077777776,0.00012642740177777777,0.000491898624388889,0.00010424810185,0.00830757471111111,0.00024386361655555556,0.0001585313867222222,0.3386467067777778,180,180,180,180,180,180,180,180
2024-05-27 03:00:00+00:00,0.000142367496,0.00012525618277777777,0.0004906993043888888,0.00010288778138333333,0.008295871986111111,0.00024310142005555554,0.0001565069023888889,0.33867115955555555,180,180,180,180,180,180,180,180
2024-05-27 06:00:00+00:00,0.00014279268722222223,0.00012443960383333333,0.0005004744581111111,0.00010436274032222223,0.008261421472222223,0.0002451569415,0.00015860643705555556,0.33932255655555554,180,180,180,180,180,180,180,180
2024-05-27 09:00:00+00:00,0.00013981654144444445,0.00012394956111111112,0.0004943803178333333,0.00010172561423888888,0.008236004180555557,0.0002419281506111111,0.0001574146222222222,0.3395136213888889,180,180,180,180,180,180,180,180
2024-05-27 12:00:00+00:00,0.0001389335688888889,0.0001231942985,0.0004939796107222222,0.00010200370362222222,0.00833105496388889,0.00024316187333333334,0.0001604880795,0.34031025094444445,180,180,180,180,180,180,180,180
2024-05-27 15:00:00+00:00,0.0001390090866111111,0.00012483612627777778,0.000494541929,0.00010340286649444446,0.008335111825,0.0002442201965,0.00016144725122222223,0.3405152258888889,180,180,180,180,180,180,180,180
2024-05-27 18:00:00+00:00,0.0001401192188764045,0.0001261967145505618,0.0004927216463483146,0.00010302776518539325,0.008319911941011237,0.00024453669,0.00016193664668539325,0.3405552306179775,178,178,178,178,178,178,178,178
2024-05-27 21:00:00+00:00,0.00014001445461111112,0.00012732808477777777,0.0004924637306666667,0.00010353417623333335,0.008338625788888889,0.0002459592531666667,0.00016403765127777776,0.3409334006111111,180,180,180,180,180,180,180,180
2024-05-28 00:00:00+00:00,0.0001404332386111111,0.000126609665,0.0004916177217777778,0.00010395192515555557,0.008334524275000001,0.00024461410005555557,0.00016183695611111113,0.3409172641666667,180,180,180,180,180,180,180,180
2024-05-28 03:00:00+00:00,0.00014075318377777777,0.000125261994,0.0004908925952777777,0.0001036056977111111,0.008311719777777778,0.00024432672622222223,0.00016381373016666667,0.34117291727777777,180,180,180,180,180,180,180,180
2024-05-28 06:00:00+00:00,0.00014087825927777776,0.00012174495230000001,0.0004918133296111111,0.00010282508266666666,0.0082557037,0.0002440144487777778,0.00016188029805555557,0.3415945292222222,180,180,180,180,180,180,180,180
2024-05-28 09:00:00+00:00,0.00014026667788888888,0.00012054744408888888,0.0004915032716111111,0.00010420945548333333,0.008245699341666666,0.00024531450661111114,0.0001627056588888889,0.3422389122777778,180,180,180,180,180,180,180,180
2024-05-28 12:00:00+00:00,0.00014016465211111112,0.00012032682472777777,0.0004930104937777778,0.00010586233733333334,0.008320036805555556,0.00024561834605555554,0.00016397252083333332,0.34274005322222223,180,180,180,180,180,180,180,180
2024-05-28 15:00:00+00:00,0.0001402187471111111,0.00012067324083333333,0.0004905443437222222,0.00010539428069444444,0.00832322213611111,0.0002441824842777778,0.0001642031578888889,0.3429459873333333,180,180,180,180,180,180,180,180
2024-05-28 18:00:00+00:00,0.00014031052005617978,0.00011957629021348315,0.0004929988630337079,0.0001053519945955056,0.008352411154494381,0.00024600654780898877,0.0001613083015730337,0.34335300578651684,178,178,178,178,178,178,178,178
2024-05-28 21:00:00+00:00,0.0001397824856111111,0.00011856035254999999,0.0004920544028888888,0.00010448893536666666,0.008371698344444446,0.0002460577649444444,0.00016183200833333334,0.3438396452222222,180,180,180,180,180,180,180,180
2024-05-29 00:00:00+00:00,0.00013925331527777778,0.00011767382083333333,0.0004960573805555555,0.00010713902639999999,0.008415480397222222,0.00024905040583333337,0.00016300737,0.34430723916666667,180,180,180,180,180,180,180,180
2024-05-29 03:00:00+00:00,0.0001374342843888889,0.00011873969905,0.0004949204242222223,0.00010842386197777779,0.008414109930555556,0.0002495921671111111,0.00016483036494444443,0.34516378566666667,180,180,180,180,180,180,180,180
