datetime,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,MgII_Index,n_samples_irr_256,n_samples_irr_284,n_samples_irr_304,n_samples_irr_1175,n_samples_irr_1216,n_samples_irr_1335,n_samples_irr_1405,n_samples_MgII_Index
2024-04-02 21:00:00+00:00,0.00012146943359999999,9.29878926388889e-05,0.000455664237,0.00010032576071111111,0.008136810130555555,0.00023539519405555554,0.0001493283405,0.3295438921111111,180,180,180,180,180,180,180,180
2024-04-03 00:00:00+00:00,0.00012067234002777777,9.263363515000001e-05,0.0004555328852222222,0.00010049674836111111,0.008147494619444445,0.00023449130466666668,0.0001482335741111111,0.32989140322222227,180,180,180,180,180,180,180,180
2024-04-03 03:00:00+00:00,0.00012035625819444445,9.205064362777777e-05,0.00045363603588888886,0.0001003015046,0.008147869641666666,0.0002354839766111111,0.0001486012573888889,0.330339218,180,180,180,180,180,180,180,180
2024-04-03 06:00:00+00:00,0.00012039781609740261,9.10480822857143e-05,0.0004532685773376623,0.00010079652392207791,0.008064400785714286,0.00023578170266233764,0.0001472575540909091,0.33071030714285715,154,154,154,154,154,154,154,154
2024-04-03 09:00:00+00:00,0.00011975419033082707,9.029327810526317e-05,0.00045258244917293234,9.848348538345864e-05,0.008032841830827068,0.00023503734127819546,0.00014829125691729323,0.33093311488721805,133,133,133,133,133,133,133,133
2024-04-03 12:00:00+00:00,0.00011898018963888888,9.03776462611111e-05,0.0004561942226666666,9.940151627777779e-05,0.008161837338888889,0.00023454683833333334,0.00014878230205555556,0.331210692,180,180,180,180,180,180,180,180
2024-04-03 15:00:00+00:00,0.00011907769929444445,8.992626460555556e-05,0.0004555009468333333,0.0001005479431111111,0.008168670225,0.00023524581655555557,0.00014783259727777778,0.3312710992222222,180,180,180,180,180,180,180,180
2024-04-03 18:00:00+00:00,0.00011863054140000001,8.991775526428571e-05,0.0004563451765,9.941425080714286e-05,0.008194002325,0.00023596545092857145,0.00014936834335714286,0.3315863212857143,140,140,140,140,140,140,140,140
2024-04-03 21:00:00+00:00,0.0001179743054388889,9.015066496111111e-05,0.00045597214805555557,0.00010005434167222223,0.008193107863888889,0.00023628941344444444,0.0001497173298888889,0.3311813262777778,180,180,180,180,180,180,180,180
2024-04-04 00:00:00+00:00,0.00011768047398888888,9.043102888333334e-05,0.00045705870811111113,0.0001001392151,0.008200141372222223,0.0002358805391666667,0.00014948930511111112,0.33107305816666666,180,180,180,180,180,180,180,180
2024-04-04 03:00:00+00:00,0.00011782524956666667,8.977861138888888e-05,0.0004577077595,0.00010039706405,0.008190827166666666,0.00023571400533333334,0.00014973665022222223,0.3308971818888889,180,180,180,180,180,180,180,180
2024-04-04 06:00:00+00:00,0.0001181634536,8.98451344451613e-05,0.00045677150419354837,9.968804747741936e-05,0.008073345280645162,0.0002360303733548387,0.00014965575167741937,0.3311274061935484,155,155,155,155,155,155,155,155
2024-04-04 09:00:00+00:00,0.00011826943949253731,9.008919367910448e-05,0.00045834051470149253,0.00010085579775373134,0.008058209417910448,0.00023673845656716418,0.0001496210332835821,0.33136471582089555,134,134,134,134,134,134,134,134
2024-04-04 12:00:00+00:00,0.00011857578851111112,9.060645655555555e-05,0.0004595998313333333,0.00010108735779444445,0.008170961566666666,0.00023700966611111111,0.00015046815844444445,0.3315215822777778,180,180,180,180,180,180,180,180
2024-04-04 15:00:00+00:00,0.00011879586168333335,9.048668322777777e-05,0.0004622555487222222,0.00010060052366666666,0.00821408703611111,0.000237539915,0.00015036180088888888,0.33197193633333333,180,180,180,180,180,180,180,180
2024-04-04 18:00:00+00:00,0.00011956347243258428,9.089171419662921e-05,0.00046217747011235955,0.00010032247158988764,0.00821856248033708,0.00023798597230337078,0.00015071596730337078,0.332194031741573,178,178,178,178,178,178,178,178
2024-04-04 21:00:00+00:00,0.00012005884463333332,9.206610100555556e-05,0.00046122540816666665,9.929287517222222e-05,0.008204497769444445,0.00023713909844444444,0.0001512780921111111,0.33173449605555555,180,180,180,180,180,180,180,180
2024-04-05 00:00:00+00:00,0.00011994795537777777,9.120949934999999e-05,0.00046101363388888894,9.64670441111111e-05,0.008203666116666666,0.00023645521961111111,0.00015060356405555557,0.33134282816666666,180,180,180,180,180,180,180,180
2024-04-05 03:00:00+00:00,0.00011999493175555554,9.181827875555555e-05,0.0004597750378333333,9.735901205555556e-05,0.008182517008333333,0.00023611025844444446,0.00014950131627777778,0.3313680970555556,180,180,180,180,180,180,180,180
2024-04-05 06:00:00+00:00,0.00012064427288535032,9.262317361146498e-05,0.0004594516858598726,9.692900941401273e-05,0.008067359796178343,0.00023550501089171974,0.00015038789350318472,0.3314206896178344,157,157,157,157,157,157,157,157
2024-04-05 09:00:00+00:00,0.00012139722681617648,9.389238072794119e-05,0.00045955826102941173,9.609239920588235e-05,0.00804032682132353,0.00023656317897058823,0.00014919741772058824,0.33166521448529407,136,136,136,136,136,136,136,136
2024-04-05 12:00:00+00:00,0.00012242253653977272,9.460585630681818e-05,0.0004628356251704545,9.875687645454546e-05,0.008178677840909091,0.000237133335,0.0001485058952272727,0.3324454078409091,176,176,176,176,176,176,176,176
2024-04-05 15:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-05 18:00:00+00:00,0.00012298379,9.529404875e-05,0.00046660376875,0.000101223951875,0.0082566855,0.00024040032624999999,0.00014891861875,0.33345061375,8,8,8,8,8,8,8,8
2024-04-05 21:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-06 00:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-06 03:00:00+00:00,0.00012510585404907975,9.44955916196319e-05,0.0004659909724539877,9.767323436809817e-05,0.00826882231595092,0.00023951173693251534,0.0001510770952147239,0.3338806231901841,163,163,163,163,163,163,163,163
2024-04-06 06:00:00+00:00,0.00012480315225806452,9.524767896774194e-05,0.00046523346741935486,9.844538212903226e-05,0.008228818830645161,0.00023885620145161292,0.00015147299241935483,0.33419255999999997,62,62,62,62,62,62,62,62
2024-04-06 09:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-06 12:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-06 15:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-06 18:00:00+00:00,0.000124368035,9.256478125e-05,0.00047231374625,0.00010128822975,0.008412738312500001,0.0002418530075,0.00015095938375,0.33712456125,8,8,8,8,8,8,8,8
2024-04-06 21:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-07 00:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-07 03:00:00+00:00,0.00012414631,9.231866227607361e-05,0.0004711255317791411,9.811363673619632e-05,0.008423503383435582,0.00024274177134969328,0.00015170262478527607,0.3373047565030675,163,163,163,163,163,163,163,163
2024-04-07 06:00:00+00:00,0.00012361235467741937,9.202138766129032e-05,0.0004728015043548387,9.788195948387097e-05,0.008394385258064517,0.00024207565887096776,0.00015127927306451613,0.33743538483870966,62,62,62,62,62,62,62,62
2024-04-07 09:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-07 12:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-07 15:00:00+00:00,,,,,,,,,0,0,0,0,0,0,0,0
2024-04-07 18:00:00+00:00,0.000123585385,9.394509975e-05,0.00047638513875,0.000102032601875,0.008493691375000001,0.000243503035,0.000154453525,0.33891318375,8,8,8,8,8,8,8,8
