datetime,E_J2_mean,n_samples,dEdt_Jkg_per_day,dadt_m_per_day,se_E_Jkg,se_dEdt_Jkg_per_day
2024-08-16 06:00:00+00:00,-29025168.291266657,17,109.0246779024601,25.76311971073671,85.8359782700861,740.1363254678483
2024-08-16 09:00:00+00:00,-29025129.168889653,11,-718.7886765599251,-169.84700283675286,135.356583149341,534.6925852529646
2024-08-16 12:00:00+00:00,-29025347.988435797,18,-1862.9980470240116,-440.3619115343561,102.47289826924232,658.9431279380533
2024-08-16 15:00:00+00:00,-29025594.91840141,17,-1522.492317572236,-359.9091813292584,93.89607693713643,623.7083568014992
2024-08-16 18:00:00+00:00,-29025728.61151519,15,-200.6929998099804,-47.44645321394178,117.52685764029921,501.2061974530095
2024-08-16 21:00:00+00:00,-29025645.09165136,13,-84.43150122463703,-19.95242412211166,82.96990423428805,636.1428689611728
2024-08-17 00:00:00+00:00,-29025749.719390497,18,-1567.4193487763405,-370.4158506092474,107.14381499335991,536.1610691037409
2024-08-17 03:00:00+00:00,-29026036.946488556,18,-1356.0891116410494,-320.5114401546589,105.274822454171,635.0094882466965
2024-08-17 06:00:00+00:00,-29026088.741668407,15,300.8562740832567,71.10402639189847,117.14315406320965,629.7320776882096
2024-08-17 09:00:00+00:00,-29025961.732420035,17,-492.4278700053692,-116.38539565833241,117.05711153786046,601.3466541378979
2024-08-17 12:00:00+00:00,-29026211.84863591,18,-1924.62744936347,-454.8413667012871,94.22629069851423,692.6974198685755
2024-08-17 15:00:00+00:00,-29026442.889282376,17,-1912.1898819208145,-451.9062304525363,127.62049152349807,508.6257182242486
2024-08-17 18:00:00+00:00,-29026689.89610639,15,-473.67954126000404,-111.97953298572568,85.3824555669658,667.306074285163
2024-08-17 21:00:00+00:00,-29026561.30916769,18,-345.77393980324274,-81.72808924846561,107.44346160617673,476.5465224565825
2024-08-18 00:00:00+00:00,-29026776.33959134,18,-1680.9436919540167,-397.3114852061705,83.08653943597899,651.5229781215033
2024-08-18 03:00:00+00:00,-29026981.54509068,18,-1435.656575933099,-339.28365301156566,122.41748035657157,546.6924905326877
2024-08-18 06:00:00+00:00,-29027135.253735323,16,-210.02192923426628,-49.616143292625765,108.51806031650013,686.3146451741593
2024-08-18 09:00:00+00:00,-29027034.050572988,16,-536.406678006053,-126.74627681474698,120.22145197273103,556.6896170586452
2024-08-18 12:00:00+00:00,-29027269.355404824,18,-2511.014391362667,-593.4569600438116,87.13660937832479,686.3835063202157
2024-08-18 15:00:00+00:00,-29027661.80417083,18,-1271.9231312721968,-300.62090131728684,122.44160789880792,605.7332548690997
2024-08-18 18:00:00+00:00,-29027587.336187642,16,535.4139840006828,126.5466155005036,123.8517654676099,600.4093775334213
2024-08-18 21:00:00+00:00,-29027527.95067483,18,-80.22707308828831,-18.957356849620453,86.82607007422358,586.6096099809033
2024-08-19 00:00:00+00:00,-29027607.392955914,18,-1538.6585834026337,-363.57181924986935,78.53449782215374,513.2162423569639
2024-08-19 03:00:00+00:00,-29027912.61532068,18,-1874.8115033358335,-443.0523693263089,94.4625085372691,578.9193789917889
2024-08-19 06:00:00+00:00,-29028076.095831748,16,-585.4341751486063,-138.32915308659096,121.56915979222295,547.4429529698658
2024-08-19 09:00:00+00:00,-29028058.973864466,14,-12.976170167326927,-3.066394839314446,99.03381318074794,608.5783072662907
2024-08-19 12:00:00+00:00,-29028079.33987429,18,-923.9835711866617,-218.33474247092965,91.48175578828243,559.0330832738159
2024-08-19 15:00:00+00:00,-29028289.969757263,18,-1794.9348950982092,-424.1010287184196,98.61378255114768,552.6176297717628
2024-08-19 18:00:00+00:00,-29028528.073598064,16,-533.9154065847397,-126.19065909014414,103.52646354340096,519.652090295268
2024-08-19 21:00:00+00:00,-29028423.44860891,17,-450.01705929636955,-106.37023847961615,84.57372715696076,603.1550114435339
2024-08-20 00:00:00+00:00,-29028640.57786289,18,-1807.2633471935987,-427.11437720732994,109.63356847032512,604.6914996666377
2024-08-20 03:00:00+00:00,-29028875.264445707,18,-1667.9952564239502,-394.1423954563932,125.30172698469849,625.9891615874837
2024-08-20 06:00:00+00:00,-29029057.576676995,17,-44.750642731785774,-10.57194490336996,111.67758309537814,661.508115662231
2024-08-20 09:00:00+00:00,-29028886.45210639,15,173.6147827506065,41.005855902068205,107.93071345816865,562.297256368541
2024-08-20 12:00:00+00:00,-29029014.172981307,18,-2119.234497115016,-500.79915048224706,85.37713520872671,661.585841463726
2024-08-20 15:00:00+00:00,-29029416.26073067,16,-1844.0917163938286,-435.79301626411365,125.32737208602849,520.3779480624382
2024-08-20 18:00:00+00:00,-29029475.195910405,15,-167.7597480714321,-39.651121063864615,98.15966755957052,658.0803906904165
2024-08-20 21:00:00+00:00,-29029458.200667687,18,-231.73610824346542,-54.75134180681933,106.58288954711902,558.4022366254814
2024-08-21 00:00:00+00:00,-29029533.129937466,18,-1008.1801456063986,-238.19220927127594,99.26225758749321,562.9864488302087
2024-08-21 03:00:00+00:00,-29029710.24570409,18,-946.4376234263182,-223.63132593685987,91.92223073712745,571.3024761759265
2024-08-21 06:00:00+00:00,-29029769.739343323,16,-845.8850804418325,-199.87331892910848,102.6945065421258,765.4202988767304
2024-08-21 09:00:00+00:00,-29029921.7169742,15,-534.0808786153793,-126.17557969959073,167.83047433971655,583.5659258080794
2024-08-21 12:00:00+00:00,-29029903.259562977,18,-1528.0403935015204,-361.02929693352405,103.62510644787942,815.5072246875642
2024-08-21 15:00:00+00:00,-29030303.727072574,17,-1838.080760642886,-434.2813419550658,115.75268453801223,613.437454442272
2024-08-21 18:00:00+00:00,-29030362.779753137,15,403.9794301688671,95.47958860435352,113.05278289676939,567.4968871320872
2024-08-21 21:00:00+00:00,-29030202.732215032,18,-103.05850134789944,-24.35283711142662,82.03420523648342,620.6160513816162
2024-08-22 00:00:00+00:00,-29030388.544378474,18,-1524.2686777859926,-360.1918125046735,106.26305087530537,626.3118046618632
2024-08-22 03:00:00+00:00,-29030583.79938448,18,-1022.0651930719614,-241.48488814078863,133.36807699893373,642.8183848757053
2024-08-22 06:00:00+00:00,-29030644.060676742,12,66.6172585785389,15.734478049993676,120.557584848737,676.5791170620215
2024-08-22 09:00:00+00:00,-29030567.145069834,15,-182.51813733577728,-43.11554493919092,104.03322733811068,573.1186689080388
2024-08-22 12:00:00+00:00,-29030689.690211076,18,-1922.002262145281,-454.13456795946274,77.42694476809876,607.262819734967
2024-08-22 15:00:00+00:00,-29031047.64563537,18,-1429.6499593555927,-337.8212290101764,110.56715549450443,510.23253584952494
2024-08-22 18:00:00+00:00,-29031047.102700915,16,152.09585186839104,35.941879261212726,101.37132614227053,581.9800132676868
2024-08-22 21:00:00+00:00,-29031009.621672403,18,-68.04252967238426,-16.074541684478998,94.57113785952421,538.4638205312965
