date,satellite,old_proxy_ddeltahdt_m_per_day,rho_mean,alt_mean_km,n_samples_density
2024-11-22 00:00:00+00:00,Swarm_A,-12.53324830905353,2.200149808079861e-12,467.9007810159722,2880
2024-11-23 00:00:00+00:00,Swarm_A,49.608579416605316,2.3366496510416667e-12,467.5496118802083,2880
2024-11-24 00:00:00+00:00,Swarm_A,39.3442040772882,2.2884347092118057e-12,467.40567418125,2880
2024-11-25 00:00:00+00:00,Swarm_A,29.293980237812463,2.6294723000347224e-12,467.6852250677083,2880
2024-11-26 00:00:00+00:00,Swarm_A,82.21816827142204,2.480355267715278e-12,467.19529281388884,2880
2024-11-27 00:00:00+00:00,Swarm_A,60.27933645922444,2.4650009414583333e-12,467.10584464756954,2880
2024-11-28 00:00:00+00:00,Swarm_A,52.102652605014974,2.552220540208333e-12,467.3433412732639,2880
2024-11-29 00:00:00+00:00,Swarm_A,87.28209537247979,2.6110264911188813e-12,466.88109937902095,2860
2024-04-02 00:00:00+00:00,Swarm_B,-50.088265410735744,6.466396750625e-13,519.4782191256945,2880
2024-04-03 00:00:00+00:00,Swarm_B,-60.711612775067756,5.561133453576389e-13,519.4706881847222,2880
2024-04-04 00:00:00+00:00,Swarm_B,-79.52039542172228,5.801223880892363e-13,519.4155508475694,2880
2024-04-05 00:00:00+00:00,Swarm_B,-77.31262877843415,6.36263537826389e-13,519.6335241684028,2880
2024-04-06 00:00:00+00:00,Swarm_B,-64.86154714104752,6.456777284791666e-13,519.4934567371528,2880
2024-04-07 00:00:00+00:00,Swarm_B,-79.97063045778147,5.881817124722223e-13,519.3142964291667,2880
2024-04-08 00:00:00+00:00,Swarm_B,-52.985820404003235,6.214554207777778e-13,519.3774627604166,2880
2024-04-09 00:00:00+00:00,Swarm_B,-70.88839136071407,6.533851687604166e-13,519.2721970322917,2880
2024-04-10 00:00:00+00:00,Swarm_B,-65.76539157693875,6.594243474513889e-13,519.4285514468751,2880
2024-04-11 00:00:00+00:00,Swarm_B,-72.20925394563795,6.707762453993056e-13,519.4811165229168,2880
2024-04-12 00:00:00+00:00,Swarm_B,-61.685175529873945,7.0339363371875e-13,519.2051076298611,2880
2024-04-13 00:00:00+00:00,Swarm_B,-37.49707384931104,7.752943298784722e-13,519.2213762850695,2880
2024-04-14 00:00:00+00:00,Swarm_B,-30.88250052417555,8.975708908402779e-13,519.1558330309027,2880
2024-04-15 00:00:00+00:00,Swarm_B,-18.8317776635145,1.0452244779652777e-12,519.1636767489583,2880
2024-04-16 00:00:00+00:00,Swarm_B,-1.0448820433707033,1.4809136608090278e-12,519.3397053201389,2880
2024-04-17 00:00:00+00:00,Swarm_B,23.16151842812651,1.2788169228055557e-12,519.0869418472222,2880
2024-04-18 00:00:00+00:00,Swarm_B,14.117413788033321,1.1928140735659721e-12,518.9663401659722,2880
2024-04-19 00:00:00+00:00,Swarm_B,54.12336646638999,1.7349048600347225e-12,518.9584888194445,2880
2024-04-20 00:00:00+00:00,Swarm_B,96.48560156993724,1.4974042979722222e-12,518.8197906815973,2880
2024-04-21 00:00:00+00:00,Swarm_B,23.971745046586502,1.5171651153819444e-12,519.0054887180555,2880
2024-04-22 00:00:00+00:00,Swarm_B,55.393112788509946,1.3695985487743057e-12,518.9007271340278,2880
2024-04-23 00:00:00+00:00,Swarm_B,25.261630814006676,1.330294376607639e-12,518.6499849243056,2880
2024-04-24 00:00:00+00:00,Swarm_B,65.34322045611619,1.242058568607639e-12,518.685476323264,2880
2024-04-25 00:00:00+00:00,Swarm_B,8.871894695260064,1.1424567749756944e-12,518.5600171375,2880
2024-04-26 00:00:00+00:00,Swarm_B,8.100727076539304,1.3210576968958334e-12,518.667330171875,2880
2024-04-27 00:00:00+00:00,Swarm_B,33.974718162588566,1.0821295080243057e-12,518.73184813125,2880
