timestamp,old_gps_average_altitude,old_tle_average_altitude,old_altitude_diff,center_time,n_raw,gps_a_msl_raw,gps_b_ellipsoidal_h_ell,gps_c_r_minus_R0_geoid_corrected,gps_cprime_r_minus_R0_asused,tle_i_r_minus_R0_asused,tle_ii_geodetic_height_correct,D2_gps_cprime,D2_tle_i,D_common_gps_cprime,D_common_tle_i,alpha_binned,delta_h_old_binned,delta_h_degeoided_binned,beta_binned,gamma_binned
2024-07-11 12:12:50.368421120+00:00,496.2694103466438,496.3679516514053,0.0985413047615111,2024-07-11 11:52:49+00:00,19.0,506.7814155322669,506.79362532880987,496.2542208543398,496.24201108537454,496.35482900381646,506.8923282468443,496.2440074586103,496.35686040067645,496.24201108537454,496.35482900381646,0.012209768965249168,0.11281791844191957,0.1006081494766704,-3.50236242070423e-05,0.0
2024-07-11 15:22:52.263158016+00:00,496.342583538132,496.3500426436677,0.0074591055357018,2024-07-11 15:02:51+00:00,19.0,506.8436445892534,506.84031602419316,496.30896010989613,496.31228865836437,496.338758879498,506.86827098443615,496.3129774725694,496.3394279477413,496.31228865836437,496.338758879498,-0.003328548468232384,0.02647022113364983,0.029798769601882213,1.9745961765238462e-05,0.0
2024-07-11 18:32:20.888888832+00:00,496.4161964630176,496.4073236986392,-0.0088727643783954,2024-07-11 18:11:13+00:00,18.0,506.4554549756828,506.4327626108397,496.40852570576425,496.43121796170993,496.3976170472254,506.4197142719885,496.35513878033845,496.3215105637277,496.43121796170993,496.3976170472254,-0.022692255945685247,-0.0336009144845093,-0.010908658538824056,2.7302126227368717e-05,0.0
2024-07-11 21:47:56.222222592+00:00,496.2638532881071,496.3402958228482,0.0764425347410906,2024-07-11 21:26:48+00:00,18.0,506.6048652946768,506.611860894993,496.25991523947647,496.25291962804636,496.331065440837,506.68324719726843,496.2273010491813,496.305421898631,496.25291962804636,496.331065440837,0.006995611430113513,0.07814581279063759,0.07115020136052408,2.4963340933936706e-05,0.0
2024-07-12 03:52:59.894736640+00:00,496.2825569176663,496.2808410758379,-0.0017158418283997,2024-07-12 03:42:59+00:00,19.0,506.7930594239214,506.78253965579046,496.2755401127862,496.2860598494915,496.2729938129161,506.781011354793,496.2829618813974,496.2698259628562,496.2860598494915,496.2729938129161,-0.01051973670530515,-0.01306603657536698,-0.00254629987006183,6.988196582824457e-05,0.0
2024-07-12 06:47:01.733333504+00:00,496.03255923262594,496.0251306583897,-0.0074285742362576,2024-07-12 06:41:46+00:00,16.0,507.73532216657696,507.71949288087256,496.0852582730318,496.10108748756693,496.0908184257185,507.7254155457358,496.27159737274957,496.25793039900515,496.10108748756693,496.0908184257185,-0.015829214535131086,-0.010269061848418914,0.005560152686712172,0.003397911896001915,0.0
2024-07-12 10:27:19.857142528+00:00,496.0776779396966,496.14958588001207,0.071907940315441,,,,,,,,,,,,,,,,,
2024-07-12 13:23:05.526316032+00:00,496.1680712712399,496.2291803180112,0.0611090467713211,2024-07-12 13:23:05+00:00,15.0,507.4070896482601,507.4174843777284,496.0274831033222,496.01708840662667,496.090194000503,507.47762848926567,496.1471226048968,496.22171120241234,496.01708840662667,496.090194000503,0.010394696695527728,0.07310559387633475,0.06271089718080702,-0.0014830036391799695,0.0
2024-07-12 16:33:07.631578624+00:00,496.2527905779773,496.2108867353487,-0.0419038426286419,2024-07-12 16:13:07+00:00,19.0,506.78277827781324,506.7670918947038,496.2179251864945,496.2336115257644,496.195878198354,506.74525791622517,496.237744870275,496.1999914843773,496.2336115257644,496.195878198354,-0.015686339269905147,-0.037733327410364836,-0.02204698814045969,2.0058487336882536e-05,0.0
2024-07-12 19:44:35.142857472+00:00,496.6086515717862,496.5869053576568,-0.0217462141294504,2024-07-12 19:17:26+00:00,14.0,504.560729289605,504.5379676758943,496.5797846449953,496.6025463054063,496.56945500210236,504.52866902577273,496.22815385542464,496.18379318948007,496.6025463054063,496.56945500210236,-0.02276166041099259,-0.03309130330393373,-0.010329642892941138,0.011269362640632608,0.0
2024-07-12 23:18:11.714285824+00:00,496.09659446039416,496.1788662254712,0.0822717650770528,2024-07-12 22:51:02+00:00,14.0,506.552803882491,506.56349954833604,496.0821713864666,496.0714757992333,496.1662043235549,506.65018277356836,496.06536694797074,496.1600493166521,496.0714757992333,496.1662043235549,0.010695587233271908,0.09472852432156742,0.08403293708829551,4.6155640234246675e-05,0.0
2024-07-13 02:03:13.473684224+00:00,496.09788370117246,496.157393694723,0.0595099935505345,2024-07-13 01:43:12+00:00,19.0,506.6179754029771,506.62593353384096,496.09260319070967,496.08464508179935,496.14615818444344,506.6802921859452,496.08600714687594,496.1475350376132,496.08464508179935,496.14615818444344,0.007958108910315786,0.06151310264408494,0.05355499373376915,-1.4788093153583759e-05,0.0
2024-07-13 05:08:15.333333248+00:00,496.0839346813225,496.051397959184,-0.0325367221384453,2024-07-13 04:53:14+00:00,19.0,506.70845666013,506.6950513665344,496.16724758736245,496.1806528603548,496.12992839265263,506.6568368095582,496.1809317277722,496.1300684124061,496.1806528603548,496.12992839265263,-0.013405272992372375,-0.05072446770219585,-0.03731919470982348,0.0001388476638908287,0.0
2024-07-13 08:07:59.470588160+00:00,495.9364099422809,495.9532544398061,0.0168444975252555,2024-07-13 07:56:48+00:00,17.0,507.5973617210996,507.59065036864973,495.9309557885659,495.9376670807873,495.945225679969,507.6022578261396,496.1107365816411,496.11634243889426,495.9376670807873,495.945225679969,-0.00671129222143918,0.007558599181663794,0.014269891403102974,0.0019527419285054748,0.0
2024-07-13 11:29:47.411764992+00:00,495.92626159650064,496.0035028467045,0.0772412502038832,2024-07-13 11:18:36+00:00,17.0,507.08135347875833,507.08829039973904,495.9278566489305,495.92091981600026,495.9972454823004,507.1568916616547,496.0123303983887,496.0903858373235,495.92091981600026,495.9972454823004,0.006936832930250603,0.07632566630013571,0.0693888333698851,-0.001729772634632809,0.0
2024-07-13 14:33:21.052631296+00:00,496.07277521471,496.08827348103966,0.0154982663297005,2024-07-13 14:23:20+00:00,19.0,506.5568873304839,506.56038919807384,496.0548128538669,496.0513109836591,496.0811290118043,506.5873662514698,496.0479058466654,496.0777247377229,496.0513109836591,496.0811290118043,0.0035018702077991293,0.029818028145200515,0.026316157937401385,-8.629123158243601e-07,0.0
2024-07-13 17:55:03.249999872+00:00,497.057786986967,497.0003470853264,-0.0574399016406346,2024-07-13 17:39:12+00:00,12.0,501.4747985396658,501.4423810349231,497.0307449310385,497.0631626908551,496.9896024107789,501.4022680882599,496.1752478906286,496.0763088421515,497.0631626908551,496.9896024107789,-0.032417759816610214,-0.07356028007620807,-0.04114252025959786,0.025378768400912577,0.0
2024-07-13 21:07:15.923077376+00:00,497.0041878791116,497.02842977521817,0.0242418961065595,2024-07-13 20:45:54+00:00,12.0,501.0745063002672,501.06874280911507,496.98295237998855,496.9887157490162,497.016299641338,501.10309573375724,496.07552470127945,496.0588558527912,496.9887157490162,497.016299641338,-0.005763369027647514,0.027583892321786152,0.033347261349433666,0.04425274081000907,0.0
2024-07-14 00:03:26.842105088+00:00,495.9778369268864,496.03633225213815,0.0584953252517266,2024-07-13 23:43:26+00:00,19.0,506.49812648547805,506.51275641917715,495.9547499780927,495.94012008609945,496.0197952043079,506.5780638569039,495.94560751263015,496.02535412170784,495.94012008609945,496.0197952043079,0.014629891993251931,0.0796751182084563,0.06504522621520437,-7.14908692316385e-05,0.0
2024-07-14 03:13:28.789473536+00:00,496.01507926796296,496.0186817861527,0.003602518189723,2024-07-14 02:53:28+00:00,19.0,506.56656617357936,506.5625426205855,496.00975978909264,496.01378331130405,496.00330778774844,506.5554384916249,496.0183330441293,496.00781091453564,496.01378331130405,496.00330778774844,-0.004023522211412001,-0.010475523555612654,-0.006452001344200653,4.660603804040875e-05,0.0
2024-07-14 06:23:30.736842496+00:00,496.0363906834163,496.0007383725696,-0.0356523108466717,2024-07-14 06:03:30+00:00,19.0,506.5876510576226,506.57095352757756,496.0248242496183,496.0415217425351,495.98715516150537,506.5310114066765,496.04468526798047,495.99027543273877,496.0415217425351,495.98715516150537,-0.0166974929168191,-0.05436658102973979,-0.03766908811292069,4.3254211959720124e-05,0.0
2024-07-14 09:44:22.833333248+00:00,495.48158515781046,495.5333328652068,0.0517477073963732,2024-07-14 09:12:41+00:00,12.0,508.9566576729868,508.95567345101506,495.47060689659116,495.47159105329297,495.5219657161777,509.0073699908474,495.91913073067934,495.9691188625474,495.47159105329297,495.5219657161777,-0.0009841567018042952,0.050374662884735244,0.05135881958653954,0.00038653101665886425,0.0
