datetime,panel,E_J2_Jkg,roll_median_Jkg,threshold_lo_Jkg,threshold_hi_Jkg,removed
2024-05-11 08:07:56+00:00,gannon,-28967356.28434832,-28967409.96218246,-28970349.59586006,-28964470.328504857,False
2024-05-11 08:37:57+00:00,gannon,-28967377.14903048,-28967409.96218246,-28970349.59586006,-28964470.328504857,False
2024-05-11 08:47:57+00:00,gannon,-28967409.96218246,-28967695.79454064,-28970635.42821824,-28964756.16086304,False
2024-05-11 08:57:57+00:00,gannon,-28967755.558869045,-28967409.96218246,-28970349.59586006,-28964470.328504857,False
2024-05-11 09:07:57+00:00,gannon,-28967809.19853327,-28967377.14903048,-28970316.782708082,-28964437.51535288,False
2024-05-11 09:17:57+00:00,gannon,-28967775.55519936,-28967377.14903048,-28970316.782708082,-28964437.51535288,False
2024-05-11 09:27:57+00:00,gannon,-28967165.688132983,-28967409.96218246,-28970349.59586006,-28964470.328504857,False
2024-05-11 09:37:57+00:00,gannon,-28966739.95554424,-28967664.58011604,-28970604.213793643,-28964724.94643844,False
2024-05-11 09:57:57+00:00,gannon,-28967926.312057476,-28967664.58011604,-28970604.213793643,-28964724.94643844,False
2024-05-11 10:07:58+00:00,gannon,-28967277.239257265,-28967664.58011604,-28970604.213793643,-28964724.94643844,False
2024-05-11 10:17:58+00:00,gannon,-28967327.488847204,-28967568.253653355,-28970507.887330957,-28964628.619975753,False
2024-05-11 10:27:58+00:00,gannon,-28967926.407796297,-28967568.253653355,-28970507.887330957,-28964628.619975753,False
2024-05-11 10:37:58+00:00,gannon,-28967882.954511523,-28967568.253653355,-28970507.887330957,-28964628.619975753,False
2024-05-11 10:47:58+00:00,gannon,-28967664.58011604,-28967568.253653355,-28970507.887330957,-28964628.619975753,False
2024-05-11 10:57:58+00:00,gannon,-28967568.253653355,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 11:07:58+00:00,gannon,-28967042.391084403,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 11:17:58+00:00,gannon,-28967319.659634545,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 11:27:58+00:00,gannon,-28967747.08874237,-28967655.40651496,-28970595.040192563,-28964715.77283736,False
2024-05-11 11:37:58+00:00,gannon,-28967623.47884837,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 11:47:58+00:00,gannon,-28967240.990238745,-28967568.253653355,-28970507.887330957,-28964628.619975753,False
2024-05-11 11:57:59+00:00,gannon,-28967655.40651496,-28967568.253653355,-28970507.887330957,-28964628.619975753,False
2024-05-11 12:07:59+00:00,gannon,-28967772.192070816,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 12:17:59+00:00,gannon,-28967500.023546487,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 12:27:59+00:00,gannon,-28967713.17453127,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 12:37:59+00:00,gannon,-28967408.017870747,-28967623.47884837,-28970563.112525973,-28964683.84517077,False
2024-05-11 12:47:59+00:00,gannon,-28967035.064092062,-28967589.320700645,-28970528.954378247,-28964649.687023044,False
2024-05-11 12:57:59+00:00,gannon,-28968043.30431792,-28967655.40651496,-28970595.040192563,-28964715.77283736,False
2024-05-11 13:07:59+00:00,gannon,-28968630.88511995,-28967623.360726945,-28970562.994404547,-28964683.727049343,False
2024-05-11 13:17:59+00:00,gannon,-28967573.250259865,-28967589.320700645,-28970528.954378247,-28964649.687023044,False
2024-05-11 13:28:00+00:00,gannon,-28967415.20747788,-28967623.360726945,-28970562.994404547,-28964683.727049343,False
2024-05-11 13:38:00+00:00,gannon,-28968408.052367218,-28967623.360726945,-28970562.994404547,-28964683.727049343,False
2024-05-11 13:48:00+00:00,gannon,-28967589.320700645,-28967661.903026085,-28970601.536703687,-28964722.269348484,False
2024-05-11 13:58:00+00:00,gannon,-28967661.903026085,-28967661.903026085,-28970601.536703687,-28964722.269348484,False
2024-05-11 14:08:00+00:00,gannon,-28967623.360726945,-28967661.903026085,-28970601.536703687,-28964722.269348484,False
2024-05-11 14:18:00+00:00,gannon,-28967362.87051813,-28967661.903026085,-28970601.536703687,-28964722.269348484,False
2024-05-11 14:28:00+00:00,gannon,-28967867.176777087,-28967867.176777087,-28970806.81045469,-28964927.543099485,False
2024-05-11 14:38:00+00:00,gannon,-28968613.39698034,-28968135.27211214,-28971074.90578974,-28965195.638434537,False
2024-05-11 14:48:00+00:00,gannon,-28968264.895412046,-28967867.176777087,-28970806.81045469,-28964927.543099485,False
2024-05-11 14:58:00+00:00,gannon,-28967613.0598472,-28967867.176777087,-28970806.81045469,-28964927.543099485,False
2024-05-11 15:08:01+00:00,gannon,-28968135.27211214,-28968135.27211214,-28971074.90578974,-28965195.638434537,False
2024-05-11 15:18:01+00:00,gannon,-28968650.63270108,-28968264.895412046,-28971204.52908965,-28965325.261734445,False
2024-05-11 15:28:01+00:00,gannon,-28968310.71863812,-28968264.895412046,-28971204.52908965,-28965325.261734445,False
2024-05-11 15:38:01+00:00,gannon,-28968708.97854389,-28968264.895412046,-28971204.52908965,-28965325.261734445,False
2024-05-11 15:48:01+00:00,gannon,-28967858.616472915,-28968264.895412046,-28971204.52908965,-28965325.261734445,False
2024-05-11 15:58:01+00:00,gannon,-28967557.77892299,-28968310.71863812,-28971250.35231572,-28965371.084960517,False
2024-05-11 16:08:01+00:00,gannon,-28968600.09017084,-28968385.78837321,-28971325.42205081,-28965446.154695608,False
2024-05-11 16:18:01+00:00,gannon,-28968565.789253112,-28968385.78837321,-28971325.42205081,-28965446.154695608,False
2024-05-11 16:28:01+00:00,gannon,-28967993.43556907,-28968385.78837321,-28971325.42205081,-28965446.154695608,False
2024-05-11 16:38:01+00:00,gannon,-28968116.120774385,-28968468.094705544,-28971407.728383146,-28965528.461027943,False
2024-05-11 16:48:02+00:00,gannon,-28968385.78837321,-28968404.762968037,-28971344.39664564,-28965465.129290435,False
2024-05-11 16:58:02+00:00,gannon,-28968641.30002888,-28968404.762968037,-28971344.39664564,-28965465.129290435,False
2024-05-11 17:08:02+00:00,gannon,-28968887.367252283,-28968404.762968037,-28971344.39664564,-28965465.129290435,False
2024-05-11 17:28:02+00:00,gannon,-28967466.84545812,-28968385.78837321,-28971325.42205081,-28965446.154695608,False
2024-05-11 17:38:02+00:00,gannon,-28968468.094705544,-28968385.78837321,-28971325.42205081,-28965446.154695608,False
2024-05-11 17:48:02+00:00,gannon,-28968634.848155275,-28968404.762968037,-28971344.39664564,-28965465.129290435,False
2024-05-11 17:58:02+00:00,gannon,-28968404.762968037,-28968468.094705544,-28971407.728383146,-28965528.461027943,False
2024-05-11 18:08:02+00:00,gannon,-28967980.853727818,-28968608.35204502,-28971547.98572262,-28965668.718367416,False
2024-05-11 18:18:02+00:00,gannon,-28967985.55734053,-28968468.094705544,-28971407.728383146,-28965528.461027943,False
2024-05-11 18:28:03+00:00,gannon,-28968159.22619999,-28968404.762968037,-28971344.39664564,-28965465.129290435,False
2024-05-11 18:38:03+00:00,gannon,-28968920.486267008,-28968468.094705544,-28971407.728383146,-28965528.461027943,False
2024-05-11 18:48:03+00:00,gannon,-28969112.53580214,-28968608.35204502,-28971547.98572262,-28965668.718367416,False
2024-05-11 19:18:03+00:00,gannon,-28968608.35204502,-28968583.51694379,-28971523.15062139,-28965643.88326619,False
2024-05-11 19:28:03+00:00,gannon,-28969041.37059748,-28968583.51694379,-28971523.15062139,-28965643.88326619,False
2024-05-11 19:38:03+00:00,gannon,-28968194.46283989,-28968608.35204502,-28971547.98572262,-28965668.718367416,False
2024-05-11 19:48:03+00:00,gannon,-28968104.81433237,-28968608.35204502,-28971547.98572262,-28965668.718367416,False
2024-05-11 19:58:03+00:00,gannon,-28968691.89694271,-28968608.35204502,-28971547.98572262,-28965668.718367416,False
2024-05-11 20:08:04+00:00,gannon,-28968861.701856576,-28968583.51694379,-28971523.15062139,-28965643.88326619,False
2024-05-11 20:18:04+00:00,gannon,-28968583.51694379,-28968535.60778666,-28971475.24146426,-28965595.974109057,False
2024-05-11 20:48:04+00:00,gannon,-28968389.250935946,-28968535.60778666,-28971475.24146426,-28965595.974109057,False
2024-05-11 20:58:04+00:00,gannon,-28968617.501100816,-28968487.32890454,-28971426.96258214,-28965547.695226938,False
2024-05-11 21:08:04+00:00,gannon,-28968487.32890454,-28968487.32890454,-28971426.96258214,-28965547.695226938,False
2024-05-11 21:18:04+00:00,gannon,-28968441.267051514,-28968487.32890454,-28971426.96258214,-28965547.695226938,False
2024-05-11 21:28:04+00:00,gannon,-28967997.684862614,-28968487.32890454,-28971426.96258214,-28965547.695226938,False
2024-05-11 21:38:05+00:00,gannon,-28968535.60778666,-28968487.32890454,-28971426.96258214,-28965547.695226938,False
2024-05-11 21:48:05+00:00,gannon,-28968629.59061557,-28968441.267051514,-28971380.900729116,-28965501.633373912,False
2024-05-11 21:58:05+00:00,gannon,-28968155.347937107,-28968441.267051514,-28971380.900729116,-28965501.633373912,False
2024-05-11 22:08:05+00:00,gannon,-28967879.76776705,-28968441.267051514,-28971380.900729116,-28965501.633373912,False
2024-05-11 22:18:05+00:00,gannon,-28967928.982157607,-28968441.267051514,-28971380.900729116,-28965501.633373912,False
2024-05-11 22:28:05+00:00,gannon,-28968633.52156136,-28968409.67962492,-28971349.31330252,-28965470.045947317,False
2024-05-11 22:38:05+00:00,gannon,-28968786.275200058,-28968409.67962492,-28971349.31330252,-28965470.045947317,False
2024-05-11 22:48:05+00:00,gannon,-28968327.920429017,-28968327.920429017,-28971267.55410662,-28965388.286751416,False
2024-05-11 22:58:05+00:00,gannon,-28967708.686415527,-28968327.920429017,-28971267.55410662,-28965388.286751416,False
2024-05-11 23:08:05+00:00,gannon,-28968600.295999587,-28968327.920429017,-28971267.55410662,-28965388.286751416,False
2024-05-11 23:18:06+00:00,gannon,-28968504.84436953,-28968409.67962492,-28971349.31330252,-28965470.045947317,False
2024-05-11 23:28:06+00:00,gannon,-28968409.67962492,-28968409.67962492,-28971349.31330252,-28965470.045947317,False
2024-05-11 23:38:06+00:00,gannon,-28967884.22787882,-28968327.920429017,-28971267.55410662,-28965388.286751416,False
2024-05-11 23:48:06+00:00,gannon,-28967924.142205156,-28968327.920429017,-28971267.55410662,-28965388.286751416,False
2024-05-11 23:58:06+00:00,gannon,-28968964.80592277,-28968409.67962492,-28971349.31330252,-28965470.045947317,False
