datetime,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_norm,irr_284_norm,irr_304_norm,irr_1175_norm,irr_1216_norm,irr_1335_norm,irr_1405_norm,kp,storm_kp6,dEdt_Jkg_per_day,neg_dEdt_Jkg_per_day,neg_dEdt_roll24h_Jkg_per_day,se_neg_dEdt_roll24h_Jkg_per_day,n_valid_roll24h
2024-04-01 00:00:00,,,,,,,,,,,,,,,1.667,False,-1488.8424129039047,1488.8424129039047,737.1746136285363,324.2172613956027,4.0
2024-04-01 03:00:00,0.0001297910801123,0.0001087974505056,0.0004655021582022,0.0001019720086573,0.0082166495365168,0.000237445553146,0.0001491993882584,0.7969407441210622,0.6637102240881569,0.8109785043830322,0.8938130703192304,0.8736697507126651,0.8515276796525745,0.8368058070542957,3.333,False,-1329.4688579291103,1329.4688579291103,752.315158343315,284.8862823552578,5.0
2024-04-01 06:00:00,0.000128793714935,0.0001079811064025,0.0004640064084415,0.0001012203237532,0.0081664022207792,0.0002381992762337,0.0001500166571428,0.7908167412553015,0.6587301815863922,0.8083726713433992,0.887224342678254,0.8683269939576947,0.854230682776727,0.8413895748322592,3.667,False,-235.38577449321747,235.38577449321747,895.0408580501875,269.91747055243457,6.0
2024-04-01 09:00:00,,,,,,,,,,,,,,,1.667,False,104.99859081208706,-104.99859081208706,708.7418179426875,246.08161921698098,7.0
2024-04-01 12:00:00,,,,,,,,,,,,,,,1.667,False,-812.8773372024298,812.8773372024298,453.63652510941023,232.32639495576083,8.0
2024-04-01 15:00:00,0.0001272536298888,0.00010344510655,0.0004591835621666,0.0001004879807722,0.0081505547055555,0.0002360885483333,0.0001499670188333,0.7813603400783763,0.6310586739860218,0.7999705090978081,0.8808051523828642,0.8666419403828316,0.8466611864960347,0.8411111713741296,2.0,False,-1608.669356584549,1608.669356584549,383.7268554288894,227.809435450435,8.0
2024-04-01 18:00:00,0.0001270465688202,0.0001015264697808,0.0004586926920224,9.901769521910112e-05,0.0081457302162921,0.0002361956178651,0.0001477502579775,0.7800889476071386,0.6193541824367096,0.7991153355430237,0.8679176898157802,0.8661289563114849,0.8470451594480112,0.8286781555378221,2.333,False,409.05242270231247,-409.05242270231247,335.89493961818516,228.25172388231977,8.0
2024-04-01 21:00:00,0.0001256007596666,9.978998536666668e-05,0.0004575353295555,0.0001008530926166,0.0081449460305555,0.0002360137011111,0.000147097106,0.7712114174892747,0.6087608968930315,0.7970990267764638,0.8840054594372229,0.8660455744714828,0.8463927692500431,0.8250148605736738,1.333,False,1332.1005247235298,-1332.1005247235298,278.56494748033583,227.04810643721345,8.0
2024-04-02 00:00:00,0.0001253553939444,9.962589345e-05,0.0004564072539444,0.0001014567914333,0.0081309080527777,0.0002360503932777,0.0001483308971111,0.7697048275058747,0.60775986716048,0.7951337403523278,0.8892970477859052,0.8645529275609466,0.846524354765427,0.831934751992212,1.0,False,-929.5650554597378,929.5650554597378,276.8857604712248,225.04984806918023,8.0
2024-04-02 03:00:00,0.0001246684457777,9.777718351666668e-05,0.0004562687972777,0.0001003669930555,0.0081252278194444,0.0002351656441111,0.0001488203278333,0.7654868413186203,0.5964819587313344,0.7948925269046482,0.8797446613328352,0.8639489529094493,0.8433514656760019,0.834679793210333,1.667,False,-946.8135314434768,946.8135314434768,291.86251651123166,228.7823879138182,8.0
2024-04-02 06:00:00,0.0001245613085064,9.698899196103896e-05,0.0004547963674675,9.793976121428572e-05,0.0080117000636363,0.000234576968961,0.0001490570735714,0.7648289990644451,0.5916736586141994,0.7923273209131299,0.8584692978979205,0.8518776377492947,0.8412403577694008,0.8360076150650334,1.333,False,223.2541626095772,-223.2541626095772,210.774580469355,219.1563494121461,8.0
2024-04-02 09:00:00,0.000123595261832,9.633472674045802e-05,0.0004539227454198,9.800831070992368e-05,0.0079748706007633,0.0002320667869465,0.0001478191703816,0.7588972974799766,0.587682365489711,0.7908053329069389,0.8590701533284623,0.847961590520539,0.8322383384096257,0.8290646604732785,2.667,False,118.43208688497543,-118.43208688497543,186.2553174700588,219.48179279315283,8.0
2024-04-02 12:00:00,0.0001230572686333,9.484714159444446e-05,0.0004542527088888,0.0001011881260222,0.0080932811111111,0.0002343450068333,0.0001487342808333,0.7555939217800973,0.5786074702047332,0.7913801815427092,0.8869421205941609,0.8605520850521065,0.8404084947601735,0.8341971864776908,2.0,False,-932.6913855224848,932.6913855224848,325.55707833729684,210.80467223787855,8.0
2024-04-02 15:00:00,0.0001223518898055,9.430782863888889e-05,0.0004549943379999,0.0001020708973944,0.0081056160666666,0.0002346815916666,0.0001496420502222,0.7512627679948927,0.5753174342625123,0.7926722169430381,0.8946798576551982,0.8618636509765544,0.841615555908756,0.8392885390962554,2.0,False,-959.9658682495356,959.9658682495356,401.8068382255733,211.41300398518192,8.0
2024-04-02 18:00:00,0.0001216955161966,9.360714628089888e-05,0.0004556030329775,0.0001020482025224,0.0081202875365168,0.0002353118697752,0.0001500115064606,0.7472325151312476,0.5710429770700413,0.793732660023401,0.8944809307782059,0.8634236565907217,0.8438758604216898,0.8413606865048635,1.667,False,605.206526696682,-605.206526696682,372.3045318033546,211.20828620475694,8.0
2024-04-02 21:00:00,0.0001214694335999,9.29878926388889e-05,0.000455664237,0.0001003257607111,0.0081368101305555,0.0002353951940555,0.0001493283405,0.7458443270316415,0.567265269305789,0.7938392871265298,0.8793832483448016,0.8651804907541801,0.8441746781090397,0.8375290538843476,1.0,False,217.6864377856255,-217.6864377856255,402.7916900161654,228.98497105902956,8.0
2024-04-03 00:00:00,0.0001206723400277,9.263363515e-05,0.0004555328852222,0.0001004967483611,0.0081474946194444,0.0002344913046666,0.0001482335741111,0.7409500281012871,0.5651041495714322,0.7936104515208696,0.8808820027426559,0.8663165638825973,0.8409331483191794,0.8313889022235863,2.667,False,-1539.5631345659494,1539.5631345659494,426.5718946941197,230.3709633281894,8.0
2024-04-03 03:00:00,0.0001203562581944,9.205064362777776e-05,0.0004536360358888,0.0001003015046,0.0081478696416666,0.0002354839766111,0.0001486012573888,0.7390092283851948,0.5615476559949977,0.7903058394834481,0.8791706367720595,0.866356439694499,0.8444930702733149,0.8334511057321103,2.333,False,-710.7950800657272,710.7950800657272,335.8380205389112,246.47659120966836,8.0
2024-04-03 06:00:00,0.0001203978160974,9.10480822857143e-05,0.0004532685773376,0.000100796523922,0.0080644007857142,0.0002357817026623,0.0001472575540909,0.7392644014380139,0.5554316099855481,0.7896656684745191,0.8835096190662216,0.8574812632313784,0.8455607759860202,0.825914756315628,1.333,False,-20.64310309290886,20.64310309290886,316.5335019752383,250.4035148514295,8.0
2024-04-03 09:00:00,0.0001197541903308,9.029327810526315e-05,0.0004525824491729,9.848348538345864e-05,0.008032841830827,0.0002350373412781,0.0001482912569172,0.735312422635419,0.5508269869045678,0.788470324515272,0.8632351917491291,0.8541256248867569,0.8428913458201873,0.8317124243752192,0.667,False,-71.8095505386591,71.8095505386591,368.516101103276,250.40956827422093,8.0
2024-04-03 12:00:00,0.0001189801896388,9.03776462611111e-05,0.0004561942226666,9.94015162777778e-05,0.0081618373388888,0.0002345468383333,0.0001487823020555,0.7305599181728705,0.551341668152736,0.7947626061180112,0.8712819883465852,0.867841613729964,0.841132303256895,0.8344665202736793,1.667,False,-206.82039228081703,206.82039228081703,316.95004930719733,255.3996089592801,8.0
2024-04-03 15:00:00,0.0001190776992944,8.992626460555556e-05,0.0004555009468333,0.0001005479431111,0.008168670225,0.0002352458165555,0.0001478325972777,0.7311586451225623,0.5485880501371867,0.7935548097877302,0.8813307389917918,0.8685681490262414,0.8436389802436469,0.8291399671133282,1.667,False,-805.5297197401524,805.5297197401524,199.0467936359346,255.03036300190203,8.0
2024-04-03 18:00:00,0.0001186305414,8.991775526428571e-05,0.0004563451765,9.941425080714286e-05,0.008194002325,0.0002359654509285,0.0001493683433571,0.7284130146463046,0.5485361395751762,0.7950255916098818,0.8713936100449386,0.8712616908882458,0.8462197343564104,0.8377534155490354,0.667,False,189.34573367238048,-189.34573367238048,324.877777190879,260.6214871843587,8.0
2024-04-03 21:00:00,0.0001179743054388,9.015066496111113e-05,0.0004559721480555,0.0001000543416722,0.0081931078638888,0.0002362894134444,0.0001497173298888,0.724383606964473,0.5499569867214459,0.7943757169644424,0.8770041848380936,0.8711665835561672,0.8473815293271046,0.8397107557212653,0.333,False,630.2148521542549,-630.2148521542549,220.32561431266367,246.86201604659286,8.0
2024-04-04 00:00:00,0.0001176804739888,9.043102888333334e-05,0.0004570587081111,0.0001001392151,0.0082001413722222,0.0002358805391666,0.0001494893051111,0.7225794286325987,0.5516673246087732,0.7962686767140084,0.8777481240826894,0.8719144508523159,0.8459152236396253,0.8384318466026759,0.0,False,-596.3370891958475,596.3370891958475,70.3361168410629,251.46674893842643,8.0
2024-04-04 03:00:00,0.0001178252495666,8.977861138888888e-05,0.0004577077595,0.00010039706405,0.0081908271666666,0.0002357140053333,0.0001497366502222,0.7234683769070307,0.5476873033911392,0.7973994270561136,0.880008241978892,0.8709240788509688,0.8453179997001801,0.8398191165354219,0.667,False,-1717.4429485052824,1717.4429485052824,259.81853875890374,239.18459646554916,8.0
2024-04-04 06:00:00,0.0001181634536,8.98451344451613e-05,0.0004567715041935,9.968804747741936e-05,0.0080733452806451,0.0002360303733548,0.0001496557516774,0.7255450109392718,0.5480931220236569,0.7957683219907398,0.8737935141531874,0.858432324198723,0.8464525592810813,0.8393653856397317,2.0,False,815.7741999328136,-815.7741999328136,239.72176945954558,246.3281271903996,8.0
2024-04-04 09:00:00,0.0001182694394925,9.008919367910448e-05,0.0004583405147014,0.0001008557977537,0.0080582094179104,0.0002367384565671,0.0001496210332835,0.7261957835190377,0.5495819860374591,0.7985017868579537,0.8840291707176892,0.8568229400618582,0.8489918886000852,0.8391706626320422,2.667,False,1128.106429234147,-1128.106429234147,146.377704475075,248.87192668851324,8.0
2024-04-04 12:00:00,0.0001185757885111,9.060645655555556e-05,0.0004595998313333,0.0001010873577944,0.0081709615666666,0.0002370096661111,0.0001504681584444,0.7280768219897292,0.5527375072196781,0.8006957159315099,0.8860588589984887,0.8688117855466696,0.8499645007658728,0.8439218835466696,2.667,False,-1722.6797676235435,1722.6797676235435,381.06990537419915,259.35087564206714,8.0
2024-04-04 15:00:00,0.0001187958616833,9.048668322777777e-05,0.0004622555487222,0.0001006005236666,0.0082140870361111,0.000237539915,0.0001503618008888,0.7294281111342713,0.5520068395261819,0.8053223963413967,0.881791622212289,0.8733972821011345,0.8518660803070391,0.843325362199035,3.0,False,-644.7555653452873,644.7555653452873,450.1974669340998,265.75313317997706,8.0
2024-04-04 18:00:00,0.0001195634724325,9.08917141966292e-05,0.0004621774701123,0.0001003224715898,0.008218562480337,0.0002379859723033,0.0001507159673033,0.7341413801904614,0.5544776988510076,0.805186371033747,0.8793544182800955,0.8738731524937796,0.8534657318289929,0.8453117544743433,3.0,False,936.0982535481452,-936.0982535481452,186.9001999869943,267.2194036666527,8.0
2024-04-04 21:00:00,0.0001200588446333,9.206610100555556e-05,0.0004612254081666,9.929287517222222e-05,0.0082044977694444,0.0002371390984444,0.0001512780921111,0.7371830552422511,0.5616419525030596,0.803527728298801,0.8703297187836126,0.8723776630726022,0.8504286712377417,0.848464510721853,3.333,False,-1247.3227550387385,1247.3227550387385,181.91702681966126,268.4807612879819,8.0
2024-04-05 00:00:00,0.0001199479553777,9.120949935e-05,0.0004610136338888,9.64670441111111e-05,0.0082036661166666,0.0002364552196111,0.0001506035640555,0.7365021751247852,0.5564163219931443,0.8031587839576183,0.8455605221168726,0.8722892341002053,0.8479761437072498,0.844681325009526,2.0,False,-1149.3575816750526,1149.3575816750526,307.33308420330286,266.8273191575722,8.0
2024-04-05 03:00:00,0.0001199949317555,9.181827875555557e-05,0.0004597750378333,9.735901205555556e-05,0.0081825170083333,0.0002361102584444,0.0001495013162777,0.736790618594457,0.56013013250804,0.8010009534107021,0.8533788696962519,0.8700404663849423,0.8467390433364137,0.8384992129241985,3.333,False,388.9351870715618,-388.9351870715618,389.545007903129,267.74109872145567,8.0
2024-04-05 06:00:00,0.0001206442728853,9.262317361146498e-05,0.0004594516858598,9.692900941401272e-05,0.0080673597961783,0.0002355050108917,0.0001503878935031,0.7407776907624634,0.5650403297847266,0.8004376230474851,0.8496097767231552,0.8577958924391884,0.844568503449111,0.8434717063055513,2.667,False,855.6395852714776,-855.6395852714776,433.53760392777633,270.7640605590424,8.0
2024-04-05 09:00:00,0.0001213972268161,9.38923807279412e-05,0.0004595582610294,9.609239920588235e-05,0.0080403268213235,0.0002365631789705,0.0001491974177205,0.7454009642985294,0.5727830272080211,0.8006232938765536,0.8422766551279685,0.8549214979189582,0.8483633077606029,0.8367947550146261,2.667,False,124.77797016501428,-124.77797016501428,375.33264875412,290.8794694268121,8.0
2024-04-05 12:00:00,0.0001224225365397,9.460585630681818e-05,0.0004628356251704,9.875687645454546e-05,0.008178677840909,0.000237133335,0.0001485058952272,0.7516965517408509,0.5771355284305887,0.8063329814098008,0.8656315406674602,0.8696322507939491,0.8504080023628283,0.8329162536021409,2.0,False,-2380.375157222152,2380.375157222152,162.71722877584406,287.7466840583158,8.0
2024-04-05 15:00:00,,,,,,,,,,,,,,,2.333,False,-996.6963335424662,996.6963335424662,231.31409198790797,297.7965105173706,8.0
