wavelength,window,geomag,period,peak_lag_hours,peak_r,n
1405,39,all,2411,69,0.8893232267300913,203
256,39,quiet_kp4,2411,48,0.9358888008602955,138
284,39,quiet_kp4,2411,24,0.9544869042507513,136
304,39,quiet_kp4,2411,42,0.8900755172259707,139
1175,39,quiet_kp4,2411,42,0.9098708610751148,139
1216,39,quiet_kp4,2411,42,0.8934179364582866,139
1335,39,quiet_kp4,2411,24,0.908887934735938,136
1405,39,quiet_kp4,2411,45,0.9267214799588899,139
256,39,quiet_kp3,2411,36,0.961923583662714,45
284,39,quiet_kp3,2411,30,0.8769433465085638,45
304,39,quiet_kp3,2411,24,0.9084321475625823,45
1175,39,quiet_kp3,2411,57,0.8890645586297761,45
1216,39,quiet_kp3,2411,30,0.9259552042160736,45
1335,39,quiet_kp3,2411,45,0.9040843214756258,45
1405,39,quiet_kp3,2411,45,0.9274044795783924,45
