condition,geomag,wavelength,lag_hours,spearman_r,n
asymmetric,quiet_kp4,1335,84,0.6601521336110119,832
asymmetric,quiet_kp4,1335,87,0.6518779389155215,830
asymmetric,quiet_kp4,1335,90,0.650524497949842,829
asymmetric,quiet_kp4,1335,93,0.6519763661635108,828
asymmetric,quiet_kp4,1335,96,0.64810966872646,828
asymmetric,quiet_kp4,1335,99,0.6369332788225329,829
asymmetric,quiet_kp4,1335,102,0.6337962610347477,828
asymmetric,quiet_kp4,1335,105,0.6269689433355996,827
asymmetric,quiet_kp4,1335,108,0.6127722178184691,827
asymmetric,quiet_kp4,1335,111,0.5998778632121441,827
asymmetric,quiet_kp4,1335,114,0.6003603242002193,826
asymmetric,quiet_kp4,1335,117,0.6006610190862289,825
asymmetric,quiet_kp4,1335,120,0.589983924226159,824
asymmetric,quiet_kp4,1405,0,0.812636216451609,854
asymmetric,quiet_kp4,1405,3,0.8167441547026753,855
asymmetric,quiet_kp4,1405,6,0.823668799694194,856
asymmetric,quiet_kp4,1405,9,0.8245225846653517,856
asymmetric,quiet_kp4,1405,12,0.8234806611506467,857
asymmetric,quiet_kp4,1405,15,0.8235425190732643,858
asymmetric,quiet_kp4,1405,18,0.8266230290812688,859
asymmetric,quiet_kp4,1405,21,0.8355569927475157,860
asymmetric,quiet_kp4,1405,24,0.8377203900907083,860
asymmetric,quiet_kp4,1405,27,0.8372014916819948,860
asymmetric,quiet_kp4,1405,30,0.8396980110875293,860
asymmetric,quiet_kp4,1405,33,0.8413877835081507,859
asymmetric,quiet_kp4,1405,36,0.8374144088965398,858
asymmetric,quiet_kp4,1405,39,0.8321107130908765,857
asymmetric,quiet_kp4,1405,42,0.827820100967257,856
asymmetric,quiet_kp4,1405,45,0.8272131954221699,856
asymmetric,quiet_kp4,1405,48,0.8231207903318892,855
asymmetric,quiet_kp4,1405,51,0.8183070922747262,854
asymmetric,quiet_kp4,1405,54,0.8151397173386256,854
asymmetric,quiet_kp4,1405,57,0.8116010530621907,854
asymmetric,quiet_kp4,1405,60,0.8050829722245991,853
asymmetric,quiet_kp4,1405,63,0.802624253157015,851
asymmetric,quiet_kp4,1405,66,0.8040910374417117,849
asymmetric,quiet_kp4,1405,69,0.8015552864533672,846
asymmetric,quiet_kp4,1405,72,0.7984878800005336,843
asymmetric,quiet_kp4,1405,75,0.7939256878603447,840
asymmetric,quiet_kp4,1405,78,0.7927216784954707,837
asymmetric,quiet_kp4,1405,81,0.7912202513152073,835
asymmetric,quiet_kp4,1405,84,0.7847059123566117,832
asymmetric,quiet_kp4,1405,87,0.7751964095249104,830
asymmetric,quiet_kp4,1405,90,0.772525229675191,829
asymmetric,quiet_kp4,1405,93,0.7728356107455101,828
asymmetric,quiet_kp4,1405,96,0.7663592862581549,828
asymmetric,quiet_kp4,1405,99,0.7551923538281726,829
asymmetric,quiet_kp4,1405,102,0.750626204584115,828
asymmetric,quiet_kp4,1405,105,0.7422559891855647,827
asymmetric,quiet_kp4,1405,108,0.7257345954530777,827
asymmetric,quiet_kp4,1405,111,0.7115169933032259,827
asymmetric,quiet_kp4,1405,114,0.7106326886893771,826
asymmetric,quiet_kp4,1405,117,0.7088176625086285,825
asymmetric,quiet_kp4,1405,120,0.6997482141305945,824
symmetric,all,256,0,0.560699261513337,1665
symmetric,all,256,3,0.5641700931237913,1664
symmetric,all,256,6,0.5695703111758393,1663
symmetric,all,256,9,0.5730398538107426,1662
symmetric,all,256,12,0.5743403689284902,1661
symmetric,all,256,15,0.5771741422306462,1660
symmetric,all,256,18,0.5805397049603143,1659
symmetric,all,256,21,0.5837046001029429,1658
symmetric,all,256,24,0.5838314761411012,1657
symmetric,all,256,27,0.5842095238684117,1656
symmetric,all,256,30,0.5864271550609801,1655
symmetric,all,256,33,0.5870044058544224,1654
symmetric,all,256,36,0.5857905987430532,1653
symmetric,all,256,39,0.584345254616334,1652
symmetric,all,256,42,0.5832834428350243,1651
symmetric,all,256,45,0.5833555847595618,1651
symmetric,all,256,48,0.581107407206433,1651
symmetric,all,256,51,0.5785193266629274,1651
symmetric,all,256,54,0.5774527354401904,1651
symmetric,all,256,57,0.5752695562811672,1651
symmetric,all,256,60,0.5709601222212993,1651
symmetric,all,256,63,0.566767056830708,1650
symmetric,all,256,66,0.5650643386534512,1649
symmetric,all,256,69,0.5634012452055226,1647
symmetric,all,256,72,0.5588214760238145,1645
symmetric,all,256,75,0.5538052410698846,1643
symmetric,all,256,78,0.551424776892869,1641
symmetric,all,256,81,0.5488065107806473,1639
symmetric,all,256,84,0.5431596466377425,1637
symmetric,all,256,87,0.536410202499491,1636
symmetric,all,256,90,0.5316145251838345,1636
symmetric,all,256,93,0.5277234466192422,1636
symmetric,all,256,96,0.5196701899449372,1636
symmetric,all,256,99,0.5109953141787983,1636
symmetric,all,256,102,0.5062597225613794,1636
symmetric,all,256,105,0.5002781495090299,1636
symmetric,all,256,108,0.4900380584319918,1636
symmetric,all,256,111,0.48015263677625897,1635
symmetric,all,256,114,0.4751091807554579,1633
symmetric,all,256,117,0.4700489694548138,1631
symmetric,all,256,120,0.4608987334066139,1629
symmetric,all,284,0,0.6318916937877023,1665
symmetric,all,284,3,0.6356330809277292,1664
symmetric,all,284,6,0.6412636890300566,1663
symmetric,all,284,9,0.6450015544906319,1662
symmetric,all,284,12,0.6465676266117901,1661
symmetric,all,284,15,0.649439038065924,1660
symmetric,all,284,18,0.6528998518827895,1659
symmetric,all,284,21,0.6562931367429512,1658
symmetric,all,284,24,0.656905291156532,1657
symmetric,all,284,27,0.6579224073381028,1656
symmetric,all,284,30,0.660908886785597,1655
symmetric,all,284,33,0.6622298482785353,1654
symmetric,all,284,36,0.6617209650982494,1653
symmetric,all,284,39,0.6610827372055698,1652
symmetric,all,284,42,0.6609795916081783,1651
symmetric,all,284,45,0.6620100038757453,1651
symmetric,all,284,48,0.6608726466380277,1651
symmetric,all,284,51,0.6595180396808584,1651
symmetric,all,284,54,0.6597574932741088,1651
symmetric,all,284,57,0.6589905063573821,1651
symmetric,all,284,60,0.6561361579832153,1651
symmetric,all,284,63,0.6530357947539442,1650
symmetric,all,284,66,0.6521343968930325,1649
symmetric,all,284,69,0.651410540197091,1647
symmetric,all,284,72,0.6482462296414034,1645
symmetric,all,284,75,0.6446047391275411,1643
symmetric,all,284,78,0.6432872043316937,1641
symmetric,all,284,81,0.6417527607984311,1639
symmetric,all,284,84,0.6373898144707052,1637
symmetric,all,284,87,0.6321168320293138,1636
symmetric,all,284,90,0.6290935690804724,1636
symmetric,all,284,93,0.6268951066906185,1636
symmetric,all,284,96,0.6210112575111747,1636
symmetric,all,284,99,0.6145622958310925,1636
symmetric,all,284,102,0.6118470964363947,1636
symmetric,all,284,105,0.6080877322995651,1636
symmetric,all,284,108,0.6003785549717064,1636
symmetric,all,284,111,0.5927527402777122,1635
symmetric,all,284,114,0.5893039763214044,1633
symmetric,all,284,117,0.5857522904630402,1631
symmetric,all,284,120,0.5783675409069436,1629
symmetric,all,304,0,0.6362747645835881,1665
symmetric,all,304,3,0.6394559637231014,1664
symmetric,all,304,6,0.6449509221940588,1663
symmetric,all,304,9,0.6485903843714955,1662
symmetric,all,304,12,0.6498334989654224,1661
symmetric,all,304,15,0.6526310976306785,1660
symmetric,all,304,18,0.6561528090036468,1659
symmetric,all,304,21,0.659532960929541,1658
symmetric,all,304,24,0.6602581884248409,1657
symmetric,all,304,27,0.6614611905230555,1656
symmetric,all,304,30,0.6646468023655202,1655
symmetric,all,304,33,0.666284031806146,1654
symmetric,all,304,36,0.6662770575442809,1653
symmetric,all,304,39,0.6663501545420375,1652
symmetric,all,304,42,0.666679534265281,1651
symmetric,all,304,45,0.6676403804389927,1651
symmetric,all,304,48,0.6665178328944511,1651
symmetric,all,304,51,0.6652188809455593,1651
symmetric,all,304,54,0.6650961210149786,1651
symmetric,all,304,57,0.6639876765433952,1651
symmetric,all,304,60,0.6608254177425404,1651
symmetric,all,304,63,0.6572091262810048,1650
symmetric,all,304,66,0.6552293374197206,1649
symmetric,all,304,69,0.6530308764109194,1647
symmetric,all,304,72,0.6484478790299921,1645
symmetric,all,304,75,0.6435442396335782,1643
symmetric,all,304,78,0.6407011417799594,1641
symmetric,all,304,81,0.6377725809956944,1639
symmetric,all,304,84,0.6325201526804733,1637
symmetric,all,304,87,0.626069190743755,1636
symmetric,all,304,90,0.6218054849322128,1636
symmetric,all,304,93,0.6185985419907292,1636
symmetric,all,304,96,0.611847214278357,1636
symmetric,all,304,99,0.6044171333059929,1636
symmetric,all,304,102,0.6008844422944833,1636
symmetric,all,304,105,0.5967220504249319,1636
symmetric,all,304,108,0.5888617339291002,1636
symmetric,all,304,111,0.580731891288496,1635
symmetric,all,304,114,0.5766761045948374,1633
symmetric,all,304,117,0.5726712113793093,1631
symmetric,all,304,120,0.5648657476302122,1629
symmetric,all,1175,0,0.8050480561247367,1665
symmetric,all,1175,3,0.8069665504234055,1664
symmetric,all,1175,6,0.8115180806828063,1663
symmetric,all,1175,9,0.814719464284683,1662
symmetric,all,1175,12,0.8153216617417841,1661
symmetric,all,1175,15,0.8170380693079755,1660
symmetric,all,1175,18,0.8192021129100501,1659
symmetric,all,1175,21,0.821048043792061,1658
symmetric,all,1175,24,0.8207334880904726,1657
symmetric,all,1175,27,0.8213492400147837,1656
symmetric,all,1175,30,0.8240839204964163,1655
symmetric,all,1175,33,0.8252739619116038,1654
symmetric,all,1175,36,0.8247442815854212,1653
symmetric,all,1175,39,0.8244762634711099,1652
symmetric,all,1175,42,0.8246082250860043,1651
symmetric,all,1175,45,0.8250025911630076,1651
symmetric,all,1175,48,0.8229522966023701,1651
symmetric,all,1175,51,0.8205621203832868,1651
symmetric,all,1175,54,0.8195719508037672,1651
symmetric,all,1175,57,0.8179304693704801,1651
symmetric,all,1175,60,0.8142921991927732,1651
symmetric,all,1175,63,0.8098250066975566,1650
symmetric,all,1175,66,0.8064546808705375,1649
symmetric,all,1175,69,0.803075726144088,1647
symmetric,all,1175,72,0.7973005449051612,1645
symmetric,all,1175,75,0.7916251205609298,1643
symmetric,all,1175,78,0.7880462892545076,1641
symmetric,all,1175,81,0.7841656433815545,1639
symmetric,all,1175,84,0.7777316291243163,1637
symmetric,all,1175,87,0.7701579809900908,1636
symmetric,all,1175,90,0.765414521366303,1636
symmetric,all,1175,93,0.7612112081902026,1636
symmetric,all,1175,96,0.7539109671362472,1636
symmetric,all,1175,99,0.7461462698010637,1636
symmetric,all,1175,102,0.7424674492752356,1636
symmetric,all,1175,105,0.7385398479238512,1636
symmetric,all,1175,108,0.7311498770668537,1636
symmetric,all,1175,111,0.7232110231765777,1635
symmetric,all,1175,114,0.718407312447563,1633
symmetric,all,1175,117,0.7135188458858622,1631
symmetric,all,1175,120,0.7053875224671415,1629
symmetric,all,1216,0,0.6893672593777636,1665
symmetric,all,1216,3,0.6909927359942393,1664
symmetric,all,1216,6,0.6956176401190088,1663
symmetric,all,1216,9,0.699811024842181,1662
symmetric,all,1216,12,0.7014370489868675,1661
symmetric,all,1216,15,0.7031038321858405,1660
symmetric,all,1216,18,0.7051680578043715,1659
symmetric,all,1216,21,0.7077858508107133,1658
symmetric,all,1216,24,0.7079245732132612,1657
symmetric,all,1216,27,0.7079506322536996,1656
symmetric,all,1216,30,0.7103861910615249,1655
symmetric,all,1216,33,0.712554833670776,1654
symmetric,all,1216,36,0.7128146465795796,1653
symmetric,all,1216,39,0.7118987420907447,1652
symmetric,all,1216,42,0.7110154279192048,1651
symmetric,all,1216,45,0.7113233143474702,1651
symmetric,all,1216,48,0.7098233676106357,1651
symmetric,all,1216,51,0.7076099637717148,1651
symmetric,all,1216,54,0.7071732831428547,1651
symmetric,all,1216,57,0.7073598175479932,1651
symmetric,all,1216,60,0.7058046851053659,1651
symmetric,all,1216,63,0.7027045733283348,1650
symmetric,all,1216,66,0.7007002880132226,1649
symmetric,all,1216,69,0.6993441336910008,1647
symmetric,all,1216,72,0.6956521240998033,1645
symmetric,all,1216,75,0.6912674176205826,1643
symmetric,all,1216,78,0.689435115158033,1641
symmetric,all,1216,81,0.6887076120256674,1639
symmetric,all,1216,84,0.6855689184133039,1637
symmetric,all,1216,87,0.680085942965285,1636
symmetric,all,1216,90,0.6764221815460391,1636
symmetric,all,1216,93,0.6739082370394361,1636
symmetric,all,1216,96,0.6680811520591984,1636
symmetric,all,1216,99,0.6610005903471234,1636
symmetric,all,1216,102,0.6577644911117494,1636
symmetric,all,1216,105,0.6551095528079773,1636
symmetric,all,1216,108,0.6491617072214527,1636
symmetric,all,1216,111,0.6413767444935474,1635
symmetric,all,1216,114,0.6364268745984754,1633
symmetric,all,1216,117,0.6320694143003841,1631
symmetric,all,1216,120,0.6244131727133455,1629
symmetric,all,1335,0,0.688562753583762,1665
symmetric,all,1335,3,0.6909550934092427,1664
symmetric,all,1335,6,0.6957045963839135,1663
symmetric,all,1335,9,0.6989088359391955,1662
symmetric,all,1335,12,0.6998509376663395,1661
symmetric,all,1335,15,0.7021650040998455,1660
symmetric,all,1335,18,0.7052046041932264,1659
symmetric,all,1335,21,0.7082177504894029,1658
symmetric,all,1335,24,0.7089189465470243,1657
symmetric,all,1335,27,0.7101769509179776,1656
symmetric,all,1335,30,0.7134162866472964,1655
symmetric,all,1335,33,0.7151252211716961,1654
symmetric,all,1335,36,0.7151987665150925,1653
symmetric,all,1335,39,0.7155114156884472,1652
symmetric,all,1335,42,0.7161253506936144,1651
symmetric,all,1335,45,0.7168454180278551,1651
symmetric,all,1335,48,0.7153913429423906,1651
symmetric,all,1335,51,0.7136827859182057,1651
symmetric,all,1335,54,0.7129854664220073,1651
symmetric,all,1335,57,0.7114271981855059,1651
symmetric,all,1335,60,0.7082082284457835,1651
symmetric,all,1335,63,0.7046729760882458,1650
symmetric,all,1335,66,0.7020929076810842,1649
symmetric,all,1335,69,0.699391543687537,1647
symmetric,all,1335,72,0.6948112955899084,1645
symmetric,all,1335,75,0.6902347915468331,1643
symmetric,all,1335,78,0.6874807325887803,1641
symmetric,all,1335,81,0.6845799941314756,1639
symmetric,all,1335,84,0.6796207945695723,1637
symmetric,all,1335,87,0.6733762463517464,1636
symmetric,all,1335,90,0.6694614514071063,1636
symmetric,all,1335,93,0.6663607279218596,1636
symmetric,all,1335,96,0.660294374428886,1636
symmetric,all,1335,99,0.6533467165262403,1636
symmetric,all,1335,102,0.6499166713449469,1636
symmetric,all,1335,105,0.6462370094823179,1636
symmetric,all,1335,108,0.639190460249186,1636
symmetric,all,1335,111,0.631353159461618,1635
symmetric,all,1335,114,0.626588225506076,1633
symmetric,all,1335,117,0.6218709460402819,1631
symmetric,all,1335,120,0.6136060650754072,1629
symmetric,all,1405,0,0.8112416068298421,1665
symmetric,all,1405,3,0.813784986533784,1664
symmetric,all,1405,6,0.8182894368095787,1663
symmetric,all,1405,9,0.8214037145355494,1662
symmetric,all,1405,12,0.8220817998802818,1661
symmetric,all,1405,15,0.823957429027184,1660
symmetric,all,1405,18,0.8266167749501706,1659
symmetric,all,1405,21,0.829037971953268,1658
symmetric,all,1405,24,0.8284923274032763,1657
symmetric,all,1405,27,0.8281887859079574,1656
symmetric,all,1405,30,0.8297249242674642,1655
symmetric,all,1405,33,0.829982528502609,1654
symmetric,all,1405,36,0.8286642665163385,1653
symmetric,all,1405,39,0.827318460673052,1652
symmetric,all,1405,42,0.8264199406625672,1651
symmetric,all,1405,45,0.8257362522703507,1651
symmetric,all,1405,48,0.8225714736351332,1651
symmetric,all,1405,51,0.8190025615649532,1651
symmetric,all,1405,54,0.8170661688505009,1651
symmetric,all,1405,57,0.8144515753831115,1651
symmetric,all,1405,60,0.810096429661357,1651
symmetric,all,1405,63,0.8057297264555304,1650
symmetric,all,1405,66,0.802844305864583,1649
symmetric,all,1405,69,0.7996804924541421,1647
symmetric,all,1405,72,0.7941651586723943,1645
symmetric,all,1405,75,0.7883955754671067,1643
symmetric,all,1405,78,0.7849614315049064,1641
symmetric,all,1405,81,0.7817162812088332,1639
symmetric,all,1405,84,0.7760547837758371,1637
symmetric,all,1405,87,0.7697264601670804,1636
symmetric,all,1405,90,0.7658068090373877,1636
symmetric,all,1405,93,0.7623804662861202,1636
symmetric,all,1405,96,0.7556202593189114,1636
symmetric,all,1405,99,0.7482736022343492,1636
symmetric,all,1405,102,0.7445483903425113,1636
symmetric,all,1405,105,0.7405729890025906,1636
symmetric,all,1405,108,0.7330527918151685,1636
symmetric,all,1405,111,0.7249735048305209,1635
symmetric,all,1405,114,0.7202428596125425,1633
symmetric,all,1405,117,0.7154109435975344,1631
symmetric,all,1405,120,0.7069241559937421,1629
symmetric,quiet_kp4,256,0,0.5305417079878024,854
symmetric,quiet_kp4,256,3,0.5331696984148744,855
symmetric,quiet_kp4,256,6,0.542026094910446,856
symmetric,quiet_kp4,256,9,0.544947208094829,856
symmetric,quiet_kp4,256,12,0.5425209203385629,857
symmetric,quiet_kp4,256,15,0.5451327578723277,858
symmetric,quiet_kp4,256,18,0.5506536644988604,859
symmetric,quiet_kp4,256,21,0.5555201582051519,860
symmetric,quiet_kp4,256,24,0.5522032759612634,860
symmetric,quiet_kp4,256,27,0.5511873263063326,860
symmetric,quiet_kp4,256,30,0.555972892538845,860
symmetric,quiet_kp4,256,33,0.5555562476346515,859
symmetric,quiet_kp4,256,36,0.5500651369310892,858
symmetric,quiet_kp4,256,39,0.5450223774851088,857
symmetric,quiet_kp4,256,42,0.5421075781308144,856
symmetric,quiet_kp4,256,45,0.5418373002594492,856
symmetric,quiet_kp4,256,48,0.5348797149914775,855
symmetric,quiet_kp4,256,51,0.528138529014289,854
symmetric,quiet_kp4,256,54,0.5267299954766511,854
symmetric,quiet_kp4,256,57,0.5236847909368486,854
symmetric,quiet_kp4,256,60,0.5142636805979922,853
symmetric,quiet_kp4,256,63,0.5054070799303321,851
symmetric,quiet_kp4,256,66,0.5039131628383069,849
symmetric,quiet_kp4,256,69,0.5025175786372037,846
symmetric,quiet_kp4,256,72,0.4937702088627568,843
symmetric,quiet_kp4,256,75,0.4850933948116625,840
symmetric,quiet_kp4,256,78,0.48458616825777695,837
symmetric,quiet_kp4,256,81,0.48391241337503305,835
symmetric,quiet_kp4,256,84,0.4747662047323789,832
symmetric,quiet_kp4,256,87,0.4644207501556045,830
symmetric,quiet_kp4,256,90,0.4613472719219038,829
symmetric,quiet_kp4,256,93,0.46095428312816256,828
symmetric,quiet_kp4,256,96,0.45126311305936656,828
symmetric,quiet_kp4,256,99,0.4388590392408255,829
symmetric,quiet_kp4,256,102,0.4382071774013472,828
symmetric,quiet_kp4,256,105,0.4337383315216914,827
symmetric,quiet_kp4,256,108,0.4198216159625449,827
symmetric,quiet_kp4,256,111,0.4079471400264921,827
symmetric,quiet_kp4,256,114,0.4077496426062818,826
symmetric,quiet_kp4,256,117,0.40725941328705856,825
symmetric,quiet_kp4,256,120,0.397250774564887,824
symmetric,quiet_kp4,284,0,0.591008405259685,854
symmetric,quiet_kp4,284,3,0.5926792621203691,855
symmetric,quiet_kp4,284,6,0.6000647427137183,856
symmetric,quiet_kp4,284,9,0.6021062044526687,856
symmetric,quiet_kp4,284,12,0.5994542649686109,857
symmetric,quiet_kp4,284,15,0.6011718634561672,858
symmetric,quiet_kp4,284,18,0.605304363449313,859
symmetric,quiet_kp4,284,21,0.6090598560370097,860
symmetric,quiet_kp4,284,24,0.6058959605294598,860
symmetric,quiet_kp4,284,27,0.6052442057146178,860
symmetric,quiet_kp4,284,30,0.6102115486402642,860
symmetric,quiet_kp4,284,33,0.6106050729734299,859
symmetric,quiet_kp4,284,36,0.6072022624892031,858
symmetric,quiet_kp4,284,39,0.6046178790947001,857
symmetric,quiet_kp4,284,42,0.6044017966485696,856
symmetric,quiet_kp4,284,45,0.6073825634326495,856
symmetric,quiet_kp4,284,48,0.6050245884360052,855
symmetric,quiet_kp4,284,51,0.6022599307640077,854
symmetric,quiet_kp4,284,54,0.6040296000701694,854
symmetric,quiet_kp4,284,57,0.6051515986553164,854
symmetric,quiet_kp4,284,60,0.6001886242985945,853
symmetric,quiet_kp4,284,63,0.5947581528432363,851
symmetric,quiet_kp4,284,66,0.5957503833588905,849
symmetric,quiet_kp4,284,69,0.5977210509571765,846
symmetric,quiet_kp4,284,72,0.5936329335191288,843
symmetric,quiet_kp4,284,75,0.5889593907344781,840
symmetric,quiet_kp4,284,78,0.5914874234768396,837
symmetric,quiet_kp4,284,81,0.5942044107028792,835
symmetric,quiet_kp4,284,84,0.5893888519028828,832
symmetric,quiet_kp4,284,87,0.583467742845197,830
symmetric,quiet_kp4,284,90,0.5843450373582229,829
symmetric,quiet_kp4,284,93,0.5874024238378562,828
symmetric,quiet_kp4,284,96,0.5812750671294739,828
symmetric,quiet_kp4,284,99,0.5718525857771044,829
symmetric,quiet_kp4,284,102,0.5745543933231733,828
symmetric,quiet_kp4,284,105,0.5735619978071897,827
symmetric,quiet_kp4,284,108,0.5640723377021082,827
symmetric,quiet_kp4,284,111,0.5559500546080944,827
symmetric,quiet_kp4,284,114,0.5571699900533955,826
symmetric,quiet_kp4,284,117,0.5573472898666252,825
symmetric,quiet_kp4,284,120,0.548044922082365,824
symmetric,quiet_kp4,304,0,0.649002601828693,854
symmetric,quiet_kp4,304,3,0.6505960972601568,855
symmetric,quiet_kp4,304,6,0.6586814449946172,856
symmetric,quiet_kp4,304,9,0.662166148858881,856
symmetric,quiet_kp4,304,12,0.6604398420585076,857
symmetric,quiet_kp4,304,15,0.6633906585126627,858
symmetric,quiet_kp4,304,18,0.6687726654589151,859
symmetric,quiet_kp4,304,21,0.6731732031911573,860
symmetric,quiet_kp4,304,24,0.6707419800113557,860
symmetric,quiet_kp4,304,27,0.6703499762614921,860
symmetric,quiet_kp4,304,30,0.6747952135093194,860
symmetric,quiet_kp4,304,33,0.6758679823574103,859
symmetric,quiet_kp4,304,36,0.6720058263928302,858
symmetric,quiet_kp4,304,39,0.6691853713849593,857
symmetric,quiet_kp4,304,42,0.6674341662835482,856
symmetric,quiet_kp4,304,45,0.6670266736536759,856
symmetric,quiet_kp4,304,48,0.6608892769690429,855
symmetric,quiet_kp4,304,51,0.6546778897351966,854
symmetric,quiet_kp4,304,54,0.6535232918265144,854
symmetric,quiet_kp4,304,57,0.6501912440663861,854
symmetric,quiet_kp4,304,60,0.6425512891312087,853
symmetric,quiet_kp4,304,63,0.6350708606376632,851
symmetric,quiet_kp4,304,66,0.6330707537365236,849
symmetric,quiet_kp4,304,69,0.6315687288459199,846
symmetric,quiet_kp4,304,72,0.6247211557024733,843
symmetric,quiet_kp4,304,75,0.6183505686050331,840
symmetric,quiet_kp4,304,78,0.6179184701699704,837
symmetric,quiet_kp4,304,81,0.6164472885491281,835
symmetric,quiet_kp4,304,84,0.6088688599572015,832
symmetric,quiet_kp4,304,87,0.5994633658243256,830
symmetric,quiet_kp4,304,90,0.5963837307587722,829
symmetric,quiet_kp4,304,93,0.595625066971986,828
symmetric,quiet_kp4,304,96,0.5878246604756805,828
symmetric,quiet_kp4,304,99,0.577739499456893,829
symmetric,quiet_kp4,304,102,0.5762662337504479,828
symmetric,quiet_kp4,304,105,0.5734499556350339,827
symmetric,quiet_kp4,304,108,0.5624851195647612,827
symmetric,quiet_kp4,304,111,0.552807760709999,827
symmetric,quiet_kp4,304,114,0.552404584328016,826
symmetric,quiet_kp4,304,117,0.551207042093993,825
symmetric,quiet_kp4,304,120,0.5407913699154601,824
symmetric,quiet_kp4,1175,0,0.8289597111761589,854
symmetric,quiet_kp4,1175,3,0.8306186793780838,855
symmetric,quiet_kp4,1175,6,0.838330805038529,856
symmetric,quiet_kp4,1175,9,0.8414151525117552,856
symmetric,quiet_kp4,1175,12,0.8398112645378156,857
symmetric,quiet_kp4,1175,15,0.8426905093390641,858
symmetric,quiet_kp4,1175,18,0.8475351056069578,859
symmetric,quiet_kp4,1175,21,0.8511982215881473,860
symmetric,quiet_kp4,1175,24,0.8496359042079277,860
symmetric,quiet_kp4,1175,27,0.8505309020849986,860
symmetric,quiet_kp4,1175,30,0.8561319636533399,860
symmetric,quiet_kp4,1175,33,0.857321945455795,859
symmetric,quiet_kp4,1175,36,0.8542340154618957,858
symmetric,quiet_kp4,1175,39,0.8520630968285796,857
symmetric,quiet_kp4,1175,42,0.850999216926929,856
symmetric,quiet_kp4,1175,45,0.8510116335998613,856
symmetric,quiet_kp4,1175,48,0.8467576939898391,855
symmetric,quiet_kp4,1175,51,0.8423429472919322,854
symmetric,quiet_kp4,1175,54,0.8417530189897321,854
symmetric,quiet_kp4,1175,57,0.8395923504685453,854
symmetric,quiet_kp4,1175,60,0.8332771212635102,853
symmetric,quiet_kp4,1175,63,0.8266611822730119,851
symmetric,quiet_kp4,1175,66,0.8242629900816917,849
symmetric,quiet_kp4,1175,69,0.8222232659965141,846
symmetric,quiet_kp4,1175,72,0.8152419939642277,843
symmetric,quiet_kp4,1175,75,0.8090409303706091,840
symmetric,quiet_kp4,1175,78,0.8084182301394436,837
symmetric,quiet_kp4,1175,81,0.8074646960940259,835
symmetric,quiet_kp4,1175,84,0.7998613497051139,832
symmetric,quiet_kp4,1175,87,0.7892661307285554,830
symmetric,quiet_kp4,1175,90,0.7849203074425989,829
symmetric,quiet_kp4,1175,93,0.7810569009636081,828
symmetric,quiet_kp4,1175,96,0.7706041660047419,828
symmetric,quiet_kp4,1175,99,0.7593652946079171,829
symmetric,quiet_kp4,1175,102,0.7554270694018654,828
symmetric,quiet_kp4,1175,105,0.7494212356683719,827
symmetric,quiet_kp4,1175,108,0.7361195109148084,827
symmetric,quiet_kp4,1175,111,0.7237871281047467,827
symmetric,quiet_kp4,1175,114,0.7188584587793491,826
symmetric,quiet_kp4,1175,117,0.7140701046526291,825
symmetric,quiet_kp4,1175,120,0.702206917408701,824
symmetric,quiet_kp4,1216,0,0.7062343749751641,854
symmetric,quiet_kp4,1216,3,0.7074900749652591,855
symmetric,quiet_kp4,1216,6,0.714257841683785,856
symmetric,quiet_kp4,1216,9,0.7175772450023848,856
symmetric,quiet_kp4,1216,12,0.7168147695443523,857
symmetric,quiet_kp4,1216,15,0.7181075044863363,858
symmetric,quiet_kp4,1216,18,0.7200163915462938,859
symmetric,quiet_kp4,1216,21,0.7220186476285688,860
symmetric,quiet_kp4,1216,24,0.7193405401927889,860
symmetric,quiet_kp4,1216,27,0.7181186461286989,860
symmetric,quiet_kp4,1216,30,0.7213288206428141,860
symmetric,quiet_kp4,1216,33,0.7225299702328156,859
symmetric,quiet_kp4,1216,36,0.7194971898753534,858
symmetric,quiet_kp4,1216,39,0.715682683165971,857
symmetric,quiet_kp4,1216,42,0.7118255895575973,856
symmetric,quiet_kp4,1216,45,0.7101333060893545,856
symmetric,quiet_kp4,1216,48,0.7042849578366016,855
symmetric,quiet_kp4,1216,51,0.6978189713516586,854
symmetric,quiet_kp4,1216,54,0.6956123516563399,854
symmetric,quiet_kp4,1216,57,0.6935725433931531,854
symmetric,quiet_kp4,1216,60,0.6874893587303613,853
symmetric,quiet_kp4,1216,63,0.6802233543654963,851
symmetric,quiet_kp4,1216,66,0.6766272457379512,849
symmetric,quiet_kp4,1216,69,0.6746046395205747,846
symmetric,quiet_kp4,1216,72,0.6680214390867605,843
symmetric,quiet_kp4,1216,75,0.6605638815895633,840
symmetric,quiet_kp4,1216,78,0.6590370766839925,837
symmetric,quiet_kp4,1216,81,0.6590123254231616,835
symmetric,quiet_kp4,1216,84,0.653333445291474,832
symmetric,quiet_kp4,1216,87,0.6439615879481659,830
symmetric,quiet_kp4,1216,90,0.6395371594944312,829
symmetric,quiet_kp4,1216,93,0.6376265142961897,828
symmetric,quiet_kp4,1216,96,0.6293190179596854,828
symmetric,quiet_kp4,1216,99,0.6181565197170915,829
symmetric,quiet_kp4,1216,102,0.6147064889890497,828
