datetime,lat_deg,resid_H1_m,resid_H2_km,resid_H3_km
2024-07-01 14:40:25+00:00,43.57244491577149,-101.52023249305785,10.02195055732318,2.8849505573234637
2024-07-01 14:50:25+00:00,5.6058549880981445,-121.3564343014732,0.0975092909857267,-7.0394907090139895
2024-07-01 15:00:26+00:00,-32.333866119384766,-111.52048763539642,5.945771872577097,-1.1912281274226189
2024-07-01 15:10:26+00:00,-69.27320861816406,-72.24109910428524,18.632895615676716,11.495895615677
2024-07-01 15:20:26+00:00,-70.30216217041016,-3.1176076661795378,18.972140990712433,11.835140990712716
2024-07-01 15:30:26+00:00,-33.51959609985352,88.72313558869064,6.610953249708473,-0.5260467502912434
2024-07-01 15:40:26+00:00,4.2811384201049805,173.97431688476354,0.2919118719710241,-6.845088128028692
2024-07-01 15:50:26+00:00,42.08050155639648,177.26146633457392,9.802237499486182,2.665237499486466
2024-07-01 16:00:26+00:00,77.99627685546875,151.76839160732925,20.601067633704588,13.464067633704872
2024-07-01 16:10:26+00:00,60.61834716796875,65.42312861792743,16.293971688682177,9.15697168868246
2024-07-01 16:20:26+00:00,23.070638656616207,-31.45919680316001,3.2530114437167867,-3.8839885562829295
2024-07-01 16:30:26+00:00,-15.012969970703123,-82.96973621472716,1.3476047647855012,-5.789395235214215
2024-07-01 16:40:27+00:00,-52.6302604675293,-122.083221510984,13.355458614478266,6.21845861447855
2024-07-01 16:50:27+00:00,-82.51455688476561,-76.12517995014787,20.9879093796917,13.850909379691984
2024-07-01 17:00:27+00:00,-50.61546325683594,29.249803739599884,12.753977046108957,5.616977046109241
2024-07-01 17:10:27+00:00,-13.062497138977053,122.73719247151166,1.2714568717110524,-5.865543128288664
2024-07-01 17:20:27+00:00,24.82677459716797,216.68700656108558,4.014543437298926,-3.1224565627007905
2024-07-01 17:40:27+00:00,76.66893768310547,214.75306898076087,20.44256261013652,13.305562610137713
2024-07-01 17:50:27+00:00,40.39001083374024,79.46542523708194,9.038339088608154,1.901339088608438
2024-07-01 18:00:27+00:00,2.452996730804444,-65.21348858717829,-0.0024486866968800314,-7.139448686696596
2024-07-01 18:10:28+00:00,-35.51725769042969,-177.0232400726527,7.014698571038025,-0.12230142896169127
2024-07-01 18:20:28+00:00,-72.20952606201173,-201.86548563744873,19.226478689932264,12.089478689932548
2024-07-01 18:30:28+00:00,-67.3234634399414,-116.82339971326292,18.050620292353415,10.913620292353698
2024-07-01 18:40:28+00:00,-30.339242935180664,4.161940180696547,5.41604404937334,-1.7209559506263759
2024-07-01 18:50:28+00:00,7.4901299476623535,114.11287515517324,0.5301810405444485,-6.606818959455268
2024-07-01 19:50:28+00:00,-55.76017761230469,-146.7676012897864,14.45529944176451,7.318299441764793
2024-07-01 20:00:29+00:00,-81.46612548828125,-113.49364738725126,20.810539693289684,13.673539693289968
2024-07-01 20:10:29+00:00,-47.470611572265625,-30.23248472902924,11.497110637607875,4.360110637608159
2024-07-01 20:20:29+00:00,-9.855796813964846,32.083611824549735,0.6691442463306885,-6.467855753669028
2024-07-01 20:30:29+00:00,28.03068733215332,82.31430129986256,4.761055405665502,-2.3759445943342143
2024-07-01 20:40:29+00:00,65.30491638183594,77.86147801205516,17.668084828564133,10.531084828564417
2024-07-01 20:50:29+00:00,73.89562225341797,11.30307494662702,19.74561433294366,12.608614332943944
2024-07-01 21:00:29+00:00,37.18551635742188,-91.16941957268864,7.702496653689195,0.565496653689479
2024-07-01 21:10:29+00:00,-0.7811833620071411,-158.7998408358544,-0.17055616189554712,-7.307556161895263
