gpsUtcTime,gps_altitude,gps_x,gps_y,gps_z,gps_lat,gps_lon,gps_alt,time,tle_altitude,tle_x,tle_y,tle_z,tle_lat,tle_lon,tle_alt,tle_gps_diff
2024-08-28 00:04:25+00:00,488.6173485,3983.633019,-826.1630154,-5531.766257,-53.83705521,-11.71644211,502517.5,2024-08-28T00:04:25Z,488.7219562,4110.880562,-892.4623556,-5427.515442,-52.39482086,-12.2487048,502104.1952,0.104607664
2024-08-28 00:14:25+00:00,487.4209116,6103.945393,-2504.702966,-1898.472841,-16.14790916,-22.31038475,489062.9688,2024-08-28T00:14:25Z,487.781373,6138.139533,-2544.450212,-1729.118646,-14.67380418,-22.51553125,489143.474,0.36046135
2024-08-28 00:24:25+00:00,484.9739063,5520.685049,-3183.328815,2547.694165,21.9140892,-29.9685421,487932.3438,2024-08-28T00:24:25Z,485.5718481,5450.945623,-3171.111173,2709.565443,23.38134084,-30.18888932,488917.3043,0.597941807
2024-08-28 00:34:25+00:00,482.5173594,2590.742211,-2351.16343,5901.581445,59.49614716,-42.22452927,498359.7813,2024-08-28T00:34:25Z,483.3602534,2452.225784,-2285.154363,5987.052931,60.90911559,-42.98020816,499659.2903,0.84289398
2024-08-28 00:44:25+00:00,483.3067993,-1311.598367,-219.9078764,6731.326857,78.89164734,-170.4820862,503891.625,2024-08-28T00:44:25Z,484.2284148,-1455.951454,-125.4031861,6704.96372,77.77869496,-175.0771819,504647.551,0.92161553
2024-08-28 00:54:26+00:00,487.6886796,-4453.041178,2313.094075,4686.105242,43.2194519,152.550766,497674.7813,2024-08-28T00:54:26Z,488.4919621,-4545.115665,2397.54236,4554.591917,41.72879747,152.1884138,497924.3235,0.803282555
2024-08-28 01:04:26+00:00,492.0703424,-5515.047791,4046.913236,637.5657223,5.357903481,143.7289734,492255.3438,2024-08-28T01:04:26Z,492.4980982,-5512.909301,4074.673719,458.7938221,3.85270546,143.5313391,492593.8868,0.427755715
2024-08-28 01:14:26+00:00,493.0514019,-4151.422999,4044.762171,-3690.368019,-32.64686584,135.745575,499239.875,2024-08-28T01:14:26Z,493.011237,-4066.095935,3997.97519,-3833.501835,-34.0769889,135.4839911,499688.4527,-0.040164851
2024-08-28 01:24:26+00:00,491.1265825,-1109.387161,2130.94317,-6435.458297,-69.64532471,117.5018692,509906,2024-08-28T01:24:26Z,490.8949837,-982.7480211,2025.864856,-6489.505243,-70.97496327,115.878046,509991.1589,-0.231598834
2024-08-28 01:34:26+00:00,489.1837718,2183.430849,-962.5429771,-6439.428183,-69.78327942,-23.7897892,507996.875,2024-08-28T01:34:26Z,489.0971868,2294.496058,-1082.531988,-6381.404055,-68.44090737,-25.25770859,507574.5648,-0.08658496
2024-08-28 01:44:26+00:00,488.1287541,4287.328719,-3883.82517,-3698.691648,-32.75582504,-42.17294693,494354.0625,2024-08-28T01:44:26Z,488.2833349,4336.691649,-3964.464172,-3553.006837,-31.31949587,-42.4325519,494028.2247,0.154580846
2024-08-28 01:54:26+00:00,486.3505867,4379.738922,-5248.800883,623.8317847,5.246580124,-50.15748215,486528,2024-08-28T01:54:26Z,486.7004197,4351.514417,-5249.604228,794.9657433,6.691159555,-50.34390447,486988.4866,0.349833012
2024-08-28 02:04:26+00:00,483.5741635,2586.607937,-4301.506039,4678.630704,43.16624832,-58.98040771,493540.4375,2024-08-28T02:04:26Z,484.1238809,2500.401412,-4216.628277,4801.943684,44.58637203,-59.33265384,494619.5643,0.54971742
2024-08-28 02:14:26+00:00,482.6314562,-136.1759326,-1325.028485,6730.222837,78.87275696,-95.86780548,503213.5938,2024-08-28T02:14:26Z,483.3340739,-237.3240716,-1188.08124,6753.66016,79.89157882,-101.2963834,504054.9547,0.702617698
2024-08-28 02:24:27+00:00,485.6555412,-2506.372144,2437.393397,5906.679283,59.53524017,135.7993774,501510.7813,2024-08-28T02:24:27Z,486.3657108,-2580.528657,2573.319355,5817.24134,58.09439684,135.0801464,501742.8157,0.710169554
2024-08-28 02:34:27+00:00,490.5355829,-3521.575669,5312.707221,2559.748004,22.00415993,123.538765,493517.2188,2024-08-28T02:34:27Z,491.02473,-3536.142805,5379.982728,2395.174897,20.52390132,123.3160273,493635.13,0.489147064
2024-08-28 02:44:27+00:00,493.0790658,-2885.570203,5945.082836,-1882.308397,-15.99324322,115.8905869,494690.625,2024-08-28T02:44:27Z,493.221859,-2841.940179,5910.196676,-2051.468704,-17.47274447,115.6807485,495135.8875,0.142793225
2024-08-28 02:54:27+00:00,491.9707693,-1079.489484,3938.599219,-5524.537936,-53.69768906,105.3272095,505821.2188,2024-08-28T02:54:27Z,491.9096188,-1008.263529,3818.092409,-5621.664839,-55.08112413,104.7927056,506250.1204,-0.061150457
2024-08-28 03:04:27+00:00,489.7167568,926.202935,96.92023425,-6804.422813,-82.25458527,5.973834991,510710,2024-08-28T03:04:27Z,489.690701,991.6072768,-60.1939677,-6795.597768,-81.73382504,-3.473787941,510629.9247,-0.026055729
2024-08-28 03:14:27+00:00,488.4193937,2195.301375,-3928.798153,-5186.019057,-49.22443008,-60.80477524,500641.3438,2024-08-28T03:14:27Z,488.6011914,2226.933054,-4054.266169,-5075.016098,-47.83004342,-61.22082579,500306.2082,0.18179768
2024-08-28 03:24:27+00:00,487.2071444,2250.150119,-6343.426465,-1353.039298,-11.43566132,-70.46930695,488041.4063,2024-08-28T03:24:27Z,487.5815816,2239.787473,-6380.604805,-1187.150383,-10.01809362,-70.65736624,488223.7713,0.374437204
2024-08-28 03:34:27+00:00,484.7559062,1254.940303,-6013.719145,3059.347303,26.61619186,-78.21269989,489021.0313,2024-08-28T03:34:27Z,485.2439373,1215.650315,-5943.943287,3209.007698,28.02364302,-78.44131503,489935.465,0.488031037
2024-08-28 03:44:27+00:00,482.6266398,-129.5962697,-3016.859037,6160.506804,64.02846527,-92.45976257,499883.9375,2024-08-28T03:44:27Z,483.2500148,-172.7918584,-2869.261061,6230.258077,65.36823438,-93.44628869,500895.6427,0.623375007
