Time,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag
2024-05-01 00:00:00,1.0151446,0.33266068,0.0,0.00012535414,0.00010880976,0.000481998,0.000108643035,0.008188054,0.00024379103,0.00015830933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:01:00,1.0151448,0.33276525,0.0,0.00012568574,0.00010863428,0.00048154782,0.0001090185,0.00818881,0.00024416976,0.0001585616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:02:00,1.0151453,0.3327368,0.0,0.00012535654,0.00010807612,0.00048116315,0.000107858184,0.008183937,0.00024313197,0.00015638524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:03:00,1.0151455,0.33268017,0.0,0.00012464721,0.000108091255,0.0004802585,0.00010858801,0.008188456,0.00024178592,0.00015630366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:04:00,1.015146,0.3327359,0.0,0.00012421072,0.00010738071,0.00047977216,0.000105796746,0.008187087,0.00024278808,0.00015468716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:05:00,1.0151464,0.33262128,0.0,0.00012445512,0.00010741613,0.00047912775,0.00010489509,0.008187162,0.00024176277,0.00015637092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:06:00,1.0151467,0.33258444,0.0,0.00012460814,0.00010806367,0.00047853705,0.00010573177,0.008187039,0.00024237792,0.0001571214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:07:00,1.0151471,0.33249462,0.0,0.00012471512,0.000108436725,0.0004780423,0.00010409768,0.0081922,0.00024090637,0.00015633897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:08:00,1.0151474,0.33241728,0.0,0.00012473177,0.00010846618,0.0004774729,0.000103286584,0.008194016,0.00024062024,0.00015413397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:09:00,1.0151478,0.33250856,0.0,0.0001243631,0.00010843734,0.0004776616,0.00010311969,0.008184642,0.00024063504,0.00015371539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:10:00,1.0151482,0.33254617,0.0,0.00012456946,0.00010847477,0.0004772789,0.00010374662,0.008184933,0.00024059738,0.00015405542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:11:00,1.0151485,0.33243287,0.0,0.00012494833,0.00010898405,0.00047671064,0.00010235481,0.008188667,0.00024019353,0.00015418089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:12:00,1.0151489,0.3325027,0.0,0.00012472415,0.00010861624,0.00047658704,0.00010304822,0.008188283,0.00023999298,0.00015240852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:13:00,1.0151494,0.33244768,0.0,0.00012471304,0.000108591215,0.00047605776,0.00010375497,0.008182666,0.00023994067,0.00015237933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:14:00,1.0151496,0.33243525,0.0,0.0001249928,0.0001093705,0.00047579274,0.000102836886,0.008184229,0.00024014436,0.00015358526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:15:00,1.0151501,0.3325307,0.0,0.00012531888,0.00010992889,0.00047845492,0.00010562271,0.008198261,0.0002427733,0.00015942976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:16:00,1.0151503,0.33243242,0.0,0.000125423,0.000109921435,0.0004778677,0.00010344319,0.008184662,0.00023999553,0.00015484318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:17:00,1.0151508,0.33235207,0.0,0.00012568782,0.00010945211,0.00047837282,0.00010285467,0.008182916,0.00023967096,0.00015231478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:18:00,1.015151,0.3323329,0.0,0.00012541519,0.000109157074,0.00047817559,0.00010262635,0.008184677,0.00023900118,0.0001566752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:19:00,1.0151515,0.3323238,0.0,0.00012487566,0.000108835535,0.0004778098,0.0001028527,0.0081826495,0.00023802088,0.00015674738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:20:00,1.0151519,0.3322605,0.0,0.00012504368,0.000108543914,0.00047702104,0.00010285435,0.008186177,0.0002383446,0.00015715169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:21:00,1.0151522,0.33212364,0.0,0.00012448283,0.000108489476,0.00047630284,0.00010284988,0.0081893485,0.00023826343,0.00015534741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:22:00,1.0151526,0.33198276,0.0,0.00012425329,0.00010810989,0.00047596247,0.00010058298,0.008176097,0.00023802152,0.0001545712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:23:00,1.0151529,0.332106,0.0,0.00012419507,0.00010773465,0.00047598625,0.00010133862,0.008178368,0.00023840976,0.0001549249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:24:00,1.0151533,0.33211327,0.0,0.00012375148,0.00010696972,0.00047476962,0.00010048767,0.008187214,0.00023847958,0.00015497109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:25:00,1.0151536,0.33212805,0.0,0.00012331406,0.00010693449,0.00047436942,0.00010196258,0.008183737,0.00023770894,0.00015651857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:26:00,1.015154,0.33203095,0.0,0.00012293775,0.00010676519,0.00047367677,0.000103239596,0.008171165,0.00023687995,0.00015683268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:27:00,1.0151544,0.3319662,0.0,0.0001229638,0.00010654279,0.0004728628,0.000102301754,0.008165524,0.00023598754,0.0001557751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:28:00,1.0151548,0.33205,0.0,0.00012288825,0.00010606645,0.00047292042,0.000100749174,0.008169793,0.00023555558,0.00015538707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:29:00,1.0151551,0.33200833,0.0,0.00012254328,0.000105871666,0.0004730865,0.000101346275,0.008169694,0.0002361906,0.00015183704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:30:00,1.0151556,0.33200288,0.0,0.00012254904,0.00010567518,0.0004719402,0.00010084081,0.00817169,0.00023581582,0.00015437187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:31:00,1.0151558,0.33213395,0.0,0.00012255645,0.00010547342,0.00047116727,0.00010184337,0.008168486,0.00023628373,0.0001537333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:32:00,1.0151563,0.33212352,0.0,0.00012247171,0.00010522144,0.0004709612,0.000101518795,0.008165769,0.0002358859,0.00015460873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:33:00,1.0151565,0.3318952,0.0,0.00012272882,0.000105559695,0.00047048158,0.00010302599,0.008166079,0.00023632057,0.00015365414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:34:00,1.015157,0.33199716,0.0,0.00012213187,0.00010516311,0.00047065242,0.000101979196,0.008158478,0.00023631964,0.00015446253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:35:00,1.0151572,0.3321476,0.0,0.0001223241,0.00010511681,0.0004704199,0.000103316415,0.008157689,0.00023581469,0.0001540288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:36:00,1.0151577,0.33211303,0.0,0.0001221741,0.00010529968,0.0004702848,0.00010093586,0.008159679,0.00023667901,0.00015269668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01 00:37:00,1.015158,0.33208823,0.0,0.00012210214,0.00010504538,0.00046985445,0.00010192127,0.008162597,0.00023635037,0.00015409233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
