Time,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag
2024-11-01 00:00:00,0.98519087,0.39307016,0.0,0.00019349533,0.00020606909,0.0006856016,0.00013268509,0.010848435,0.0003241713,0.00020879414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:01:00,0.9851905,0.39307147,0.0,0.00019313028,0.00020606659,0.0006859023,0.00013115609,0.010851004,0.00032411696,0.00020738745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:02:00,0.98519015,0.39320475,0.0,0.00019263732,0.0002062,0.00068493094,0.0001320483,0.0108482465,0.00032348535,0.0002069136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:03:00,0.9851898,0.39325473,0.0,0.00019301401,0.00020634267,0.000684949,0.00013000247,0.010851335,0.00032299035,0.00020688743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:04:00,0.98518944,0.393212,0.0,0.00019289169,0.00020636756,0.0006861249,0.00013231559,0.010856933,0.00032337647,0.00020774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:05:00,0.9851891,0.39320773,0.0,0.0001927103,0.00020630614,0.0006860383,0.00013158117,0.010855337,0.00032383343,0.00020673894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:06:00,0.9851887,0.39306405,0.0,0.00019270316,0.00020603475,0.00068574096,0.0001306418,0.01085178,0.00032303896,0.00020482179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:07:00,0.98518836,0.39285523,0.0,0.00019264276,0.0002063984,0.0006842216,0.0001299644,0.010845715,0.0003215989,0.00020385752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:08:00,0.985188,0.39282438,0.0,0.00019256954,0.00020614898,0.00068404333,0.0001312321,0.010843287,0.00032121036,0.00020361532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:09:00,0.98518765,0.39277655,0.0,0.00019297347,0.00020625036,0.0006825313,0.00013162594,0.010839755,0.00032118513,0.00020334282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:10:00,0.9851873,0.39268795,0.0,0.00019255403,0.00020587751,0.0006817556,0.00013198498,0.010836203,0.00032043215,0.00020556826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:11:00,0.98518693,0.39261526,0.0,0.00019263336,0.0002056861,0.0006812585,0.00013098973,0.010828829,0.00031977223,0.00020258382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:12:00,0.9851866,0.39269757,0.0,0.00019185312,0.00020557386,0.0006812813,0.0001302509,0.01082675,0.0003207549,0.0002042767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
