Time,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag
2024/8/28 0:00,1.0204337,0.37161458,0,0.00016887,0.000183872,0.000584074,0.000114838,0.009587275,0.000281562,0.000180278,0,0,0,0,0,0,0
2024/8/28 0:01,1.0204334,0.37146783,0,0.000168817,0.000184166,0.000583284,0.000114806,0.009582025,0.000281475,0.000179988,0,0,0,0,0,0,0
2024/8/28 0:02,1.0204332,0.3714718,0,0.00016925,0.000184147,0.00058339,0.000111755,0.009578556,0.000281315,0.000180845,0,0,0,0,0,0,0
2024/8/28 0:03,1.0204328,0.37147343,0,0.000168875,0.000183786,0.000582982,0.000112517,0.009580312,0.000281348,0.000179357,0,0,0,0,0,0,0
2024/8/28 0:04,1.0204325,0.37154937,0,0.00016906,0.000183442,0.000582978,0.000111388,0.009578073,0.000281469,0.000177912,0,0,0,0,0,0,0
2024/8/28 0:05,1.0204322,0.37142357,0,0.000168663,0.000183437,0.000583647,0.000112552,0.00958262,0.000281192,0.000177545,0,0,0,0,0,0,0
2024/8/28 0:06,1.020432,0.37136793,0,0.000168775,0.000183666,0.00058409,0.000112631,0.00958278,0.000281623,0.000176788,0,0,0,0,0,0,0
2024/8/28 0:07,1.0204315,0.37139314,0,0.000168612,0.000183672,0.000583567,0.000112124,0.009583101,0.000281305,0.000178546,0,0,0,0,0,0,0
2024/8/28 0:08,1.0204313,0.3713028,0,0.000168734,0.000183523,0.000583413,0.000112408,0.00958026,0.000281373,0.000177483,0,0,0,0,0,0,0
2024/8/28 0:09,1.020431,0.37124872,0,0.000168615,0.00018409,0.000583064,0.000110882,0.009578541,0.000280302,0.000176938,0,0,0,0,0,0,0
2024/8/28 0:10,1.0204307,0.37130746,0,0.000168745,0.000184209,0.000582987,0.000111738,0.009576043,0.000280542,0.000176767,0,0,0,0,0,0,0
2024/8/28 0:11,1.0204303,0.3712985,0,0.000168805,0.000183738,0.000583027,0.000113058,0.009575542,0.000280717,0.000179048,0,0,0,0,0,0,0
2024/8/28 0:12,1.0204301,0.37138504,0,0.000168857,0.000183779,0.000582842,0.000114265,0.009575706,0.000280227,0.000178469,0,0,0,0,0,0,0
2024/8/28 0:13,1.0204297,0.37146175,0,0.000168807,0.000183748,0.000582282,0.000113228,0.009578787,0.000280414,0.000179205,0,0,0,0,0,0,0
2024/8/28 0:14,1.0204294,0.37136263,0,0.000168476,0.000184195,0.000582468,0.000111887,0.00957688,0.000279562,0.00017654,0,0,0,0,0,0,0
2024/8/28 0:15,1.0204291,0.37132177,0,0.000168472,0.000184212,0.000582721,0.000111749,0.009573849,0.000280373,0.000177464,0,0,0,0,0,0,0
2024/8/28 0:16,1.0204289,0.37137288,0,0.000168828,0.000184177,0.000582175,0.000112776,0.009576302,0.000280227,0.000178704,0,0,0,0,0,0,0
2024/8/28 0:17,1.0204284,0.37132895,0,0.000168397,0.000184128,0.00058199,0.000113386,0.009587159,0.000280641,0.00017708,0,0,0,0,0,0,0
2024/8/28 0:18,1.0204282,0.37137356,0,0.000168699,0.000184122,0.000581603,0.000113616,0.009575795,0.000280269,0.000176263,0,0,0,0,0,0,0
2024/8/28 0:19,1.020428,0.37128425,0,0.000169003,0.000183838,0.000582045,0.000112493,0.009578856,0.000281372,0.000177206,0,0,0,0,0,0,0
2024/8/28 0:20,1.0204276,0.37122858,0,0.000168834,0.000184087,0.00058209,0.000113302,0.009576457,0.000280406,0.000177194,0,0,0,0,0,0,0
2024/8/28 0:21,1.0204272,0.3712831,0,0.000168516,0.000183679,0.000582723,0.000113191,0.009579145,0.000280346,0.000176841,0,0,0,0,0,0,0
2024/8/28 0:22,1.020427,0.37133896,0,0.000168407,0.00018389,0.000582829,0.000112517,0.0095812,0.000280697,0.000178318,0,0,0,0,0,0,0
2024/8/28 0:23,1.0204268,0.37124532,0,0.000168296,0.000184491,0.00058277,0.000114408,0.009576579,0.000280747,0.000177791,0,0,0,0,0,0,0
