Time,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag
2024/7/28 0:00,1.0311141,0.36488363,0,0.000150171,0.000148076,0.000580203,0.000110565,0.009441083,0.000279242,0.000171118,0,0,0,0,0,0,0
2024/7/28 0:01,1.0311141,0.36498404,0,0.000150247,0.000148056,0.000579782,0.000110391,0.009447499,0.000280271,0.000171788,0,0,0,0,0,0,0
2024/7/28 0:02,1.0311139,0.3652354,0,0.000149869,0.000148227,0.000579622,0.00011049,0.009443074,0.00028171,0.000170546,0,0,0,0,0,0,0
2024/7/28 0:03,1.0311137,0.3651238,0,0.000149996,0.000148022,0.000579801,0.000110601,0.009443885,0.000281619,0.000169793,0,0,0,0,0,0,0
2024/7/28 0:04,1.0311136,0.36499062,0,0.000150033,0.00014816,0.000580248,0.000109011,0.009438895,0.000281493,0.000169227,0,0,0,0,0,0,0
2024/7/28 0:05,1.0311134,0.3651073,0,0.000149869,0.000148425,0.000580198,0.000109708,0.009434827,0.000280758,0.000168692,0,0,0,0,0,0,0
2024/7/28 0:06,1.0311134,0.36523077,0,0.000149965,0.000148018,0.000580293,0.000109429,0.009439621,0.00028141,0.000170411,0,0,0,0,0,0,0
2024/7/28 0:07,1.0311131,0.36544913,0,0.000150126,0.00014803,0.000580982,0.000111002,0.009455945,0.000282334,0.000170796,0,0,0,0,0,0,0
2024/7/28 0:08,1.031113,0.3655793,0,0.000149885,0.000148085,0.000581753,0.000109603,0.009465359,0.000282912,0.000171046,0,0,0,0,0,0,0
2024/7/28 0:09,1.0311129,0.36562568,0,0.000150278,0.000147913,0.00058272,0.000109998,0.009471968,0.000282208,0.000170008,0,0,0,0,0,0,0
2024/7/28 0:10,1.0311127,0.36563814,0,0.000150251,0.000148301,0.000584407,0.000110344,0.009476224,0.000283005,0.000170077,0,0,0,0,0,0,0
2024/7/28 0:11,1.0311127,0.3655854,0,0.000150316,0.00014842,0.00058425,0.000109921,0.00946885,0.000283148,0.000169638,0,0,0,0,0,0,0
2024/7/28 0:12,1.0311124,0.3656849,0,0.000150388,0.000148036,0.000584107,0.000113019,0.009469695,0.000282975,0.000170564,0,0,0,0,0,0,0
2024/7/28 0:13,1.0311123,0.36571842,0,0.000150616,0.000148453,0.000584628,0.000112552,0.00947126,0.000283102,0.000171802,0,0,0,0,0,0,0
2024/7/28 0:14,1.0311122,0.3655553,0,0.000150797,0.000148428,0.000583725,0.000111805,0.009480866,0.00028259,0.000171395,0,0,0,0,0,0,0
2024/7/28 0:15,1.031112,0.36552826,0,0.000150454,0.000148262,0.000583617,0.000110801,0.009473892,0.00028448,0.000170642,0,0,0,0,0,0,0
2024/7/28 0:16,1.031112,0.36549616,0,0.00015053,0.000148152,0.000584321,0.00011294,0.009471346,0.000283537,0.000173127,0,0,0,0,0,0,0
2024/7/28 0:17,1.0311117,0.36568302,0,0.000150744,0.000147936,0.000586835,0.000112778,0.009492451,0.000285917,0.00017475,0,0,0,0,0,0,0
2024/7/28 0:18,1.0311116,0.36588693,0,0.000151125,0.000147993,0.000591356,0.000113934,0.009504328,0.000288696,0.000177209,0,0,0,0,0,0,0
2024/7/28 0:19,1.0311115,0.36593407,0,0.000151046,0.000148386,0.000593992,0.00011481,0.009501958,0.000288886,0.000176973,0,0,0,0,0,0,0
2024/7/28 0:20,1.0311112,0.36569864,0,0.000150782,0.000148351,0.00058712,0.000113296,0.009475246,0.000286362,0.000171689,0,0,0,0,0,0,0
2024/7/28 0:21,1.0311112,0.36560944,0,0.00015034,0.000148231,0.000584559,0.00011216,0.009461351,0.000283982,0.000169683,0,0,0,0,0,0,0
2024/7/28 0:22,1.031111,0.36547822,0,0.000149569,0.000148345,0.000582954,0.000112133,0.009469661,0.000283482,0.000169278,0,0,0,0,0,0,0
2024/7/28 0:23,1.0311109,0.3654704,0,0.000150163,0.000148289,0.000582043,0.000111991,0.009457923,0.000282886,0.000170453,0,0,0,0,0,0,0
2024/7/28 0:24,1.0311108,0.36551988,0,0.000150091,0.000148029,0.000581867,0.000111893,0.009456174,0.000282815,0.000170092,0,0,0,0,0,0,0
2024/7/28 0:25,1.0311105,0.36554253,0,0.000150426,0.000148056,0.000582438,0.000113248,0.009465284,0.000284477,0.000172056,0,0,0,0,0,0,0
2024/7/28 0:26,1.0311105,0.36546022,0,0.00015025,0.000148376,0.000581692,0.00011202,0.009465123,0.00028278,0.000170858,0,0,0,0,0,0,0
2024/7/28 0:27,1.0311103,0.36531228,0,0.000150172,0.000148703,0.000581243,0.00011071,0.00945122,0.000281768,0.000170113,0,0,0,0,0,0,0
2024/7/28 0:28,1.0311102,0.36518323,0,0.000150456,0.000148603,0.000580368,0.000111408,0.009442449,0.000281015,0.000168834,0,0,0,0,0,0,0
2024/7/28 0:29,1.03111,0.36530524,0,0.00015072,0.000148222,0.000580198,0.000111934,0.009436909,0.00028209,0.000168657,0,0,0,0,0,0,0
2024/7/28 0:30,1.0311098,0.36525768,0,0.000150597,0.000148351,0.000579865,0.000112834,0.009447325,0.000282077,0.000170466,0,0,0,0,0,0,0
2024/7/28 0:31,1.0311098,0.36518168,0,0.000151046,0.000148355,0.000580012,0.000112893,0.00944717,0.000282801,0.000172478,0,0,0,0,0,0,0
2024/7/28 0:32,1.0311096,0.36537194,0,0.000150973,0.000148307,0.00058131,0.000113022,0.009453446,0.000283018,0.000172576,0,0,0,0,0,0,0
2024/7/28 0:33,1.0311095,0.36535096,0,0.000150645,0.000148307,0.000582128,0.000111981,0.009453498,0.000282757,0.000174863,0,0,0,0,0,0,0
