timestamp,gpsUtcTime,gpsUtcTimeFraction,gpsFixQual,gpsLatitude,gpsLongitude,gpsAltitudeMeters,gpsNumOfSatsTracked,gpsNumOfSatsInView,gpsGeoid,datetime
1719446958,1719446958,0,1,76.79942322,-170.0566711,505633.3125,30,11,1.200000048,2024/6/27 0:09
1719447558,1719447558,0,1,40.5604744,160.1354675,495481.8438,25,10,-1.5,2024/6/27 0:19
1719448159,1719448158,0,1,2.626724958,151.5813141,492275.375,22,14,55.20000076,2024/6/27 0:29
1719448759,1719448758,0,1,-35.29089737,143.4530029,505882.2188,25,12,6.699999809,2024/6/27 0:39
1719449359,1719449358,0,1,-72.01391602,122.6023712,523764.2188,30,13,-33.70000076,2024/6/27 0:49
1719449959,1719449958,0,1,-67.45565033,-17.99027824,526973.625,28,13,6.5,2024/6/27 0:59
1719450559,1719450559,0,1,-30.4795742,-34.37041473,515278.8125,23,10,1.899999976,2024/6/27 1:09
1719451159,1719451159,0,1,7.337163448,-42.22429657,505427.0938,21,12,-25.60000038,2024/6/27 1:19
1719451759,1719451759,0,1,45.08294678,-51.26406479,506340.6563,14,11,13,2024/6/27 1:29
1719452359,1719452359,0,1,80.18299866,-95.03522491,508071.375,29,13,7.900000095,2024/6/27 1:39
1719452959,1719452959,0,1,57.70707321,143.1172791,500452.125,28,12,13.69999981,2024/6/27 1:49
1719453560,1719453559,0,1,20.07901001,131.461319,491829.8438,28,12,38.70000076,2024/6/27 1:59
1719454160,1719454159,0,1,-17.94296074,123.8200607,497855.5313,22,14,19.89999962,2024/6/27 2:09
1719454760,1719454759,0,1,-55.49834824,112.8220673,516393.2813,23,12,-15.69999981,2024/6/27 2:19
1719455360,1719455359,0,1,-81.55989075,2.510061741,527880.875,26,12,-9.600000381,2024/6/27 2:29
1719455960,1719455960,0,1,-47.65345383,-53.05992508,521554.625,22,10,-0.600000024,2024/6/27 2:39
1719456560,1719456560,0,1,-10.04780293,-62.44718552,508659.7813,22,10,13.39999962,2024/6/27 2:49
1719457160,1719457160,0,1,27.82110405,-70.20623779,504961.125,16,9,-51.90000153,2024/6/27 2:59
1719457760,1719457760,0,1,65.08063507,-85.03503418,508249.7188,25,10,-34.59999847,2024/6/27 3:09
1719458360,1719458360,0,1,74.1262207,135.9657745,505132.875,30,11,-1.600000024,2024/6/27 3:19
1719458960,1719458960,0,1,37.46014023,111.9540329,494906.9688,26,11,-20.60000038,2024/6/27 3:29
1719459561,1719459560,0,1,-0.501044989,103.6670303,492969.1875,21,14,9.399999619,2024/6/27 3:39
1719460161,1719460160,0,1,-38.38146591,95.31743622,507582.6563,20,12,-16.70000076,2024/6/27 3:49
1719460761,1719460760,0,1,-74.77977753,70.1638031,524716.125,27,13,9.600000381,2024/6/27 3:59
1719461361,1719461360,0,1,-64.57521057,-67.8819809,526336.75,23,14,10.80000019,2024/6/27 4:09
